pathogen_cat,vaccine_coverage_cat,endemic_time,prop_susceptible
Diphtheria,75% lower,7819,0.21077064520073574
Diphtheria,75% lower,7203,0.19703168647071337
Diphtheria,75% lower,8848,0.2338830512790303
Diphtheria,75% lower,8127,0.21764634668665347
Diphtheria,75% lower,8379,0.22332193562182345
Diphtheria,75% lower,8484,0.22570756776019957
Diphtheria,75% lower,6433,0.1799530306130304
Diphtheria,75% lower,7875,0.21202744414477934
Diphtheria,75% lower,8624,0.22882517209691397
Diphtheria,75% lower,8498,0.22603603910100856
Diphtheria,75% lower,7014,0.19278307261537173
Diphtheria,75% lower,7532,0.20435889349516198
Diphtheria,75% lower,7217,0.19732858930012895
Diphtheria,75% lower,8015,0.21512099595180487
Diphtheria,75% lower,7049,0.19357390935742083
Diphtheria,75% lower,8211,0.21954192741306888
Diphtheria,75% lower,8456,0.22506260324670443
Diphtheria,75% lower,6426,0.17979365411574047
Diphtheria,75% lower,8785,0.23242370251353214
Diphtheria,75% lower,7238,0.19779978558855435
Diphtheria,75% lower,6349,0.17800574219373172
Diphtheria,75% lower,6237,0.1755961535109668
Diphtheria,75% lower,8687,0.23024056779391477
Diphtheria,75% lower,8631,0.22897100503859721
Diphtheria,75% lower,6538,0.18226692950560439
Diphtheria,75% lower,7679,0.20762712126203484
Diphtheria,75% lower,7791,0.21012433937375666
Diphtheria,75% lower,7343,0.2000946100506652
Diphtheria,75% lower,6384,0.1788735159982152
Diphtheria,75% lower,7455,0.20261061896345284
Diphtheria,75% lower,6573,0.1830090065158113
Diphtheria,75% lower,8141,0.21796060022007405
Diphtheria,75% lower,7651,0.2069856934660622
Diphtheria,75% lower,6090,0.1724223997502916
Diphtheria,75% lower,7154,0.19593318656027517
Diphtheria,75% lower,8624,0.22885517380299691
Diphtheria,75% lower,9044,0.23831190705887728
Diphtheria,75% lower,7098,0.19470005291577014
Diphtheria,75% lower,6951,0.19139736723774015
Diphtheria,75% lower,8757,0.23179197856325548
Diphtheria,75% lower,8435,0.22457465022329828
Diphtheria,75% lower,7644,0.20687850360656465
Diphtheria,75% lower,7490,0.2034271579358785
Diphtheria,75% lower,6440,0.18009358574634912
Diphtheria,75% lower,8666,0.2297751520813738
Diphtheria,75% lower,8302,0.22156215182665448
Diphtheria,75% lower,8533,0.22679589955780463
Diphtheria,75% lower,8211,0.2195115934748076
Diphtheria,75% lower,6923,0.19079782522146305
Diphtheria,75% lower,9051,0.23842198146434965
Diphtheria,75% lower,7595,0.20573555577327374
Diphtheria,75% lower,8358,0.22288665726041942
Diphtheria,75% lower,9072,0.23893667563165308
Diphtheria,75% lower,6895,0.1901554683100146
Diphtheria,75% lower,8631,0.22897463769804616
Diphtheria,75% lower,8365,0.22302204986668814
Diphtheria,75% lower,6167,0.17401615328331954
Diphtheria,75% lower,7847,0.21136550467929707
Diphtheria,75% lower,7035,0.19326660432378928
Diphtheria,75% lower,6524,0.18197937515579085
Diphtheria,75% lower,7812,0.2106376085784472
Diphtheria,75% lower,8197,0.2192289347628724
Diphtheria,75% lower,8512,0.22631251596066046
Diphtheria,75% lower,8428,0.224442690210823
Diphtheria,75% lower,7427,0.20197072208894062
Diphtheria,75% lower,6965,0.1916971319376892
Diphtheria,75% lower,7644,0.20686210212819128
Diphtheria,75% lower,8197,0.2192294744075536
Diphtheria,75% lower,8456,0.22505588796122558
Diphtheria,75% lower,7378,0.20094901529302042
Diphtheria,75% lower,9009,0.23748520941863477
Diphtheria,75% lower,7350,0.20029923582255146
Diphtheria,75% lower,8883,0.23461853550084594
Diphtheria,75% lower,7539,0.20450721077776499
Diphtheria,75% lower,6706,0.18597837883062102
Diphtheria,75% lower,6699,0.1858244070932817
Diphtheria,75% lower,6314,0.17732322991803548
Diphtheria,75% lower,6916,0.19063094764536823
Diphtheria,75% lower,7994,0.21472338788235146
Diphtheria,75% lower,6776,0.18750586706958708
Diphtheria,75% lower,7777,0.20980256557651078
Diphtheria,75% lower,7455,0.20260748104619866
Diphtheria,75% lower,8582,0.22332091769190443
Diphtheria,75% lower,8617,0.22866734714980086
Diphtheria,75% lower,8603,0.22834709628731026
Diphtheria,75% lower,8008,0.21501769529910203
Diphtheria,75% lower,7126,0.1953160489288039
Diphtheria,75% lower,7308,0.1993716872761333
Diphtheria,75% lower,6972,0.19188422971618047
Diphtheria,75% lower,9093,0.23937346006475763
Diphtheria,75% lower,8008,0.21500942938963424
Diphtheria,75% lower,7728,0.20876268347350668
Diphtheria,75% lower,9002,0.23735118857786836
Diphtheria,75% lower,6321,0.17745877077117708
Diphtheria,75% lower,7098,0.19465406656892928
Diphtheria,75% lower,6832,0.18878515032527207
Diphtheria,75% lower,8778,0.2323244575887492
Diphtheria,75% lower,8792,0.23263409805503982
Diphtheria,75% lower,8659,0.22961840158108718
Diphtheria,75% lower,7098,0.1946876467911275
Diphtheria,75% lower,6986,0.19218371897944894
Diphtheria,75% lower,8967,0.23652990217153874
Diphtheria,75% lower,6139,0.17343778859747
Diphtheria,75% lower,8239,0.22015978306445386
Diphtheria,75% lower,7399,0.20136471248951743
Diphtheria,75% lower,8232,0.21999983135234435
Diphtheria,75% lower,7882,0.21219030986676896
Diphtheria,75% lower,6965,0.19174110654358972
Diphtheria,75% lower,7903,0.21262679345713748
Diphtheria,75% lower,8071,0.2164119204950452
Diphtheria,75% lower,8351,0.2226841777622026
Diphtheria,75% lower,7329,0.19978472490467858
Diphtheria,75% lower,7553,0.204797144166322
Diphtheria,75% lower,6839,0.18891815380283397
Diphtheria,75% lower,6300,0.1770222929150326
Diphtheria,75% lower,8141,0.21796058875324667
Diphtheria,75% lower,8183,0.21889501311969434
Diphtheria,75% lower,7105,0.19481696112948219
Diphtheria,75% lower,6517,0.18177161134759492
Diphtheria,75% lower,8547,0.22707971204466157
Diphtheria,75% lower,8330,0.22220872723024646
Diphtheria,75% lower,7301,0.19917669478430794
Diphtheria,75% lower,7658,0.2071761722795355
Diphtheria,75% lower,6566,0.18288560397725828
Diphtheria,75% lower,6839,0.1889238245010875
Diphtheria,75% lower,8372,0.2231820871656607
Diphtheria,75% lower,7098,0.19470142681110575
Diphtheria,75% lower,7672,0.20747421955645445
Diphtheria,75% lower,7455,0.20260001461857066
Diphtheria,75% lower,8211,0.21954436823020912
Diphtheria,75% lower,7539,0.20452280685114366
Diphtheria,75% lower,6867,0.1895562562343957
Diphtheria,75% lower,8246,0.22029650880329169
Diphtheria,75% lower,8428,0.22442180139044032
Diphtheria,75% lower,6188,0.17456394831728797
Diphtheria,75% lower,6587,0.18332057965116735
Diphtheria,75% lower,8484,0.22567393054445578
Diphtheria,75% lower,7553,0.20483291051201455
Diphtheria,75% lower,7126,0.19532186209843744
Diphtheria,75% lower,8232,0.22000214103375917
Diphtheria,75% lower,8995,0.23718678276720107
Diphtheria,75% lower,8001,0.21484602539501077
Diphtheria,75% lower,7763,0.20950772098167986
Diphtheria,75% lower,8876,0.23451720181620875
Diphtheria,75% lower,7049,0.19358818685122395
Diphtheria,75% lower,8610,0.22852051589682154
Diphtheria,75% lower,6419,0.17957459636155612
Diphtheria,75% lower,9016,0.23764218124315734
Diphtheria,75% lower,8827,0.2333799824942156
Diphtheria,75% lower,8792,0.23265272909393395
Diphtheria,75% lower,8617,0.2286850892425849
Diphtheria,75% lower,7735,0.2088743972558713
Diphtheria,75% lower,8876,0.23451432787880952
Diphtheria,75% lower,7084,0.19438969021076039
Diphtheria,75% lower,7210,0.1971661403991405
Diphtheria,75% lower,6398,0.17918822158138506
Diphtheria,75% lower,7434,0.20218654601759858
Diphtheria,75% lower,8841,0.23367453906770128
Diphtheria,75% lower,8470,0.2254086026008406
Diphtheria,75% lower,8603,0.22835541405262377
Diphtheria,75% lower,8064,0.2162882228123018
Diphtheria,75% lower,8008,0.21500238155626109
Diphtheria,75% lower,8246,0.22034887687146312
Diphtheria,75% lower,6720,0.1863326415376409
Diphtheria,75% lower,8253,0.22044898664980755
Diphtheria,75% lower,8813,0.23307129615073566
Diphtheria,75% lower,9065,0.23872437839117094
Diphtheria,75% lower,7301,0.19917253579008706
Diphtheria,75% lower,7791,0.21008685645999153
Diphtheria,75% lower,8085,0.2167185837656033
Diphtheria,75% lower,7021,0.19296940741151225
Diphtheria,75% lower,6468,0.18067085037392575
Diphtheria,75% lower,8435,0.22457129229831535
Diphtheria,75% lower,6097,0.17250831219321336
Diphtheria,75% lower,8792,0.23260888225388088
Diphtheria,75% lower,8876,0.2345223200278684
Diphtheria,75% lower,7931,0.21325270831448645
Diphtheria,75% lower,7966,0.21406202028844162
Diphtheria,75% lower,7672,0.20749047518875063
Diphtheria,75% lower,6923,0.1907648627160816
Diphtheria,75% lower,5621,0.16211973374957236
Diphtheria,75% lower,7903,0.2126318331502937
Diphtheria,75% lower,6293,0.17679181195482768
Diphtheria,75% lower,6321,0.17741872826339777
Diphtheria,75% lower,7854,0.21153176806997664
Diphtheria,75% lower,6349,0.17805006404991544
Diphtheria,50% lower,8596,0.1734174288424939
Diphtheria,50% lower,8498,0.17207270053880075
Diphtheria,50% lower,8764,0.17627219129758562
Diphtheria,50% lower,9086,0.18129850887489818
Diphtheria,50% lower,8988,0.17977022596412773
Diphtheria,50% lower,8918,0.17860725935383737
Diphtheria,50% lower,8673,0.17475226305686226
Diphtheria,50% lower,8960,0.1793084995426536
Diphtheria,50% lower,8526,0.17246337032526743
Diphtheria,50% lower,8540,0.17273912523486298
Diphtheria,50% lower,8512,0.17221437539551457
Diphtheria,50% lower,8890,0.17818063239166002
Diphtheria,50% lower,8547,0.1728577710726228
Diphtheria,50% lower,9016,0.1801966776525403
Diphtheria,50% lower,8897,0.1782308542783353
Diphtheria,50% lower,8631,0.17412829042474148
Measles,No vaccinations,1225,0.09351418544547595
Measles,No vaccinations,1246,0.09415997215204654
Measles,No vaccinations,1295,0.09557040613335065
Measles,No vaccinations,1057,0.08851160818663466
Measles,No vaccinations,1162,0.09167222224881443
Measles,No vaccinations,1211,0.0930886588408748
Measles,No vaccinations,1225,0.09349311698511002
Measles,No vaccinations,1267,0.09474305650524381
Measles,No vaccinations,1260,0.0945646777426297
Measles,No vaccinations,1197,0.09267192539757695
Measles,No vaccinations,1197,0.09267519449903076
Measles,No vaccinations,1099,0.08977793230491472
Measles,No vaccinations,1232,0.09374912768168554
Measles,No vaccinations,1393,0.0984632908176744
Measles,No vaccinations,1316,0.09623493606490978
Measles,No vaccinations,1099,0.0897737595155935
Measles,No vaccinations,1162,0.0916624570401178
Measles,No vaccinations,1295,0.09557025243652861
Measles,No vaccinations,1316,0.0962282807453669
Measles,No vaccinations,1190,0.09250904296079951
Measles,No vaccinations,1211,0.09310301944021418
Measles,No vaccinations,1330,0.0966420686544049
Measles,No vaccinations,1253,0.09432400548750758
Measles,No vaccinations,1169,0.09184744343063002
Measles,No vaccinations,1141,0.0910153177065303
Measles,No vaccinations,1246,0.09416042520602826
Measles,No vaccinations,1351,0.09723569097052118
Measles,No vaccinations,1162,0.09166699908011527
Measles,No vaccinations,1176,0.09208335284558411
Measles,No vaccinations,1190,0.09249466898362779
Measles,No vaccinations,1274,0.09498214840505366
Measles,No vaccinations,1274,0.09498007641247964
Measles,No vaccinations,1078,0.08918088497455809
Measles,No vaccinations,1232,0.09373758099095661
Measles,No vaccinations,1141,0.09102385109834513
Measles,No vaccinations,1113,0.09018326937638543
Measles,No vaccinations,980,0.08626542575784976
Measles,No vaccinations,1253,0.09433087180857658
Measles,No vaccinations,1274,0.09498115899184884
Measles,No vaccinations,1183,0.09224880877469259
Measles,No vaccinations,1211,0.09309093436180046
Measles,No vaccinations,1246,0.09416639094487131
Measles,No vaccinations,1169,0.09183966940871406
Measles,No vaccinations,1330,0.09665053918540058
Measles,No vaccinations,1421,0.09932539056038651
Measles,No vaccinations,1211,0.09309663266342842
Measles,No vaccinations,1316,0.09623096936143695
Measles,No vaccinations,1274,0.0949708297344698
Measles,No vaccinations,1330,0.09665034205121166
Measles,No vaccinations,1169,0.09184057552589044
Measles,No vaccinations,1386,0.09829819729190464
Measles,No vaccinations,1274,0.09499782465069753
Measles,No vaccinations,1253,0.0943260842653301
Measles,No vaccinations,1148,0.09124051895829917
Measles,No vaccinations,1043,0.08809844222002482
Measles,No vaccinations,1344,0.09704759713723202
Measles,No vaccinations,1239,0.09391340952474139
Measles,No vaccinations,1260,0.09459402154085553
Measles,No vaccinations,1064,0.08875618495437324
Measles,No vaccinations,1281,0.09516195273565878
Measles,No vaccinations,1239,0.09391932624339244
Measles,No vaccinations,1267,0.09474741133409637
Measles,No vaccinations,1148,0.09124668827358033
Measles,No vaccinations,1309,0.0959947742889298
Measles,No vaccinations,1190,0.09250625942933141
Measles,No vaccinations,1351,0.09724525305929488
Measles,No vaccinations,1183,0.09226041365337395
Measles,No vaccinations,1477,0.10096293105315747
Measles,No vaccinations,1281,0.09515325724505683
Measles,No vaccinations,1260,0.09457013373132679
Measles,No vaccinations,1274,0.09498256327215485
Measles,No vaccinations,1183,0.09225747083769059
Measles,No vaccinations,1071,0.08894275739932642
Measles,No vaccinations,1225,0.0934974548494756
Measles,No vaccinations,1239,0.09392275940748748
Measles,No vaccinations,973,0.08602859941685621
Measles,No vaccinations,1274,0.09499668951117646
Measles,No vaccinations,1316,0.09623436685398645
Measles,No vaccinations,1323,0.09640812990100199
Measles,No vaccinations,1393,0.09846467025337449
Measles,No vaccinations,1288,0.0954034988227705
Measles,No vaccinations,1246,0.09415863175708988
Measles,No vaccinations,1232,0.09374543962313814
Measles,No vaccinations,1267,0.09474679926830037
Measles,No vaccinations,1204,0.09291106365952508
Measles,No vaccinations,1197,0.09267332565980742
Measles,No vaccinations,1225,0.09351078823186729
Measles,No vaccinations,1232,0.09373437610193262
Measles,No vaccinations,1120,0.09041548545511452
Measles,No vaccinations,1302,0.09581151914555992
Measles,No vaccinations,1197,0.09266313075244675
Measles,No vaccinations,1169,0.09185183836091848
Measles,No vaccinations,1239,0.09391468285194883
Measles,No vaccinations,1288,0.09538838862660176
Measles,No vaccinations,1239,0.09391772473086961
Measles,No vaccinations,1281,0.09515587542289107
Measles,No vaccinations,1232,0.09374229834783974
Measles,No vaccinations,1092,0.0896069139270192
Measles,No vaccinations,1281,0.0951477472679881
Measles,No vaccinations,1239,0.09391665643326153
Measles,No vaccinations,1197,0.09267906365527669
Measles,No vaccinations,1260,0.09456810821860515
Measles,No vaccinations,1085,0.08935098369855381
Measles,No vaccinations,1197,0.09268288541528526
Measles,No vaccinations,1176,0.09207232713717999
Measles,No vaccinations,1134,0.09083493800504527
Measles,No vaccinations,1281,0.09516657739312492
Measles,No vaccinations,1204,0.0929136946224421
Measles,No vaccinations,1176,0.09207329481362825
Measles,No vaccinations,1330,0.09662560828740924
Measles,No vaccinations,1176,0.09209687568756003
Measles,No vaccinations,1218,0.09332552974993215
Measles,No vaccinations,1309,0.0959777134803099
Measles,No vaccinations,1253,0.09432712548629217
Measles,No vaccinations,1344,0.0970494036773401
Measles,No vaccinations,1309,0.09600368403221025
Measles,No vaccinations,1134,0.09084913700787492
Measles,No vaccinations,1120,0.090426679004252
Measles,No vaccinations,1141,0.09102006287980881
Measles,No vaccinations,1155,0.09142751567483565
Measles,No vaccinations,1267,0.09476013800811027
Measles,No vaccinations,1253,0.09433440949571263
Measles,No vaccinations,1148,0.09125115883319844
Measles,No vaccinations,1302,0.09581766225394256
