vaccine_coverage_cat,pathogen_cat,complication_cat,time,prob_gte1
50% lower,Polio,Paralytic polio,3750,0.00549999999999997
50% lower,Polio,Paralytic polio,3780,0.00549999999999997
50% lower,Polio,Paralytic polio,3810,0.00549999999999997
50% lower,Polio,Paralytic polio,3840,0.00549999999999997
50% lower,Polio,Paralytic polio,3870,0.00549999999999997
50% lower,Polio,Paralytic polio,3900,0.00549999999999997
50% lower,Polio,Paralytic polio,3930,0.00549999999999997
50% lower,Polio,Paralytic polio,3960,0.00549999999999997
50% lower,Polio,Paralytic polio,3990,0.00549999999999997
50% lower,Polio,Paralytic polio,4020,0.006000000000000104
50% lower,Polio,Paralytic polio,4050,0.006500000000000042
50% lower,Polio,Paralytic polio,4080,0.006500000000000042
50% lower,Polio,Paralytic polio,4110,0.006999999999999975
50% lower,Polio,Paralytic polio,4140,0.008499999999999943
50% lower,Polio,Paralytic polio,4170,0.009499999999999965
50% lower,Polio,Paralytic polio,4200,0.009499999999999965
50% lower,Polio,Paralytic polio,4230,0.009499999999999965
50% lower,Polio,Paralytic polio,4260,0.01000000000000007
50% lower,Polio,Paralytic polio,4290,0.010999999999999989
50% lower,Polio,Paralytic polio,4320,0.011999999999999995
50% lower,Polio,Paralytic polio,4350,0.013499999999999984
50% lower,Polio,Paralytic polio,4380,0.014500000000000037
50% lower,Polio,Paralytic polio,4410,0.01549999999999999
50% lower,Polio,Paralytic polio,4440,0.017499999999999953
50% lower,Polio,Paralytic polio,4470,0.018999999999999923
50% lower,Polio,Paralytic polio,4500,0.02
50% lower,Polio,Paralytic polio,4530,0.021000000000000064
50% lower,Polio,Paralytic polio,4560,0.023000000000000034
50% lower,Polio,Paralytic polio,4590,0.023499999999999962
50% lower,Polio,Paralytic polio,4620,0.024999999999999974
50% lower,Polio,Paralytic polio,4650,0.025499999999999936
50% lower,Polio,Paralytic polio,4680,0.02649999999999991
50% lower,Polio,Paralytic polio,4710,0.026999999999999913
50% lower,Polio,Paralytic polio,4740,0.026999999999999913
50% lower,Polio,Paralytic polio,4770,0.029000000000000074
50% lower,Polio,Paralytic polio,4800,0.032500000000000036
50% lower,Polio,Paralytic polio,4830,0.03649999999999984
50% lower,Polio,Paralytic polio,4860,0.037000000000000026
50% lower,Polio,Paralytic polio,4890,0.042000000000000155
50% lower,Polio,Paralytic polio,4920,0.04249999999999974
50% lower,Polio,Paralytic polio,4950,0.04350000000000011
50% lower,Polio,Paralytic polio,4980,0.04500000000000006
50% lower,Polio,Paralytic polio,5010,0.04600000000000001
50% lower,Polio,Paralytic polio,5040,0.04799999999999996
50% lower,Polio,Paralytic polio,5070,0.050499999999999816
50% lower,Polio,Paralytic polio,5100,0.05300000000000002
50% lower,Polio,Paralytic polio,5130,0.05600000000000004
50% lower,Polio,Paralytic polio,5160,0.05749999999999993
50% lower,Polio,Paralytic polio,5190,0.06199999999999998
50% lower,Polio,Paralytic polio,5220,0.06699999999999988
50% lower,Polio,Paralytic polio,5250,0.06999999999999991
50% lower,Polio,Paralytic polio,5280,0.07299999999999979
50% lower,Polio,Paralytic polio,5310,0.0749999999999999
50% lower,Polio,Paralytic polio,5340,0.07750000000000011
50% lower,Polio,Paralytic polio,5370,0.0814999999999999
50% lower,Polio,Paralytic polio,5400,0.08400000000000026
50% lower,Polio,Paralytic polio,5430,0.08599999999999983
50% lower,Polio,Paralytic polio,5460,0.08850000000000016
50% lower,Polio,Paralytic polio,5490,0.09499999999999992
50% lower,Polio,Paralytic polio,5520,0.09749999999999993
50% lower,Polio,Paralytic polio,5550,0.10049999999999992
50% lower,Polio,Paralytic polio,5580,0.10349999999999987
50% lower,Polio,Paralytic polio,5610,0.10750000000000005
50% lower,Polio,Paralytic polio,5640,0.11399999999999987
50% lower,Polio,Paralytic polio,5670,0.11949999999999984
50% lower,Polio,Paralytic polio,5700,0.11949999999999984
50% lower,Polio,Paralytic polio,5730,0.12249999999999994
50% lower,Polio,Paralytic polio,5760,0.1254999999999999
50% lower,Polio,Paralytic polio,5790,0.12999999999999984
50% lower,Polio,Paralytic polio,5820,0.13750000000000015
50% lower,Polio,Paralytic polio,5850,0.14200000000000007
50% lower,Polio,Paralytic polio,5880,0.14849999999999974
50% lower,Polio,Paralytic polio,5910,0.15200000000000022
50% lower,Polio,Paralytic polio,5940,0.15599999999999992
50% lower,Polio,Paralytic polio,5970,0.1589999999999999
50% lower,Polio,Paralytic polio,6000,0.16250000000000017
50% lower,Polio,Paralytic polio,6030,0.1650000000000002
50% lower,Polio,Paralytic polio,6060,0.16850000000000004
50% lower,Polio,Paralytic polio,6090,0.17199999999999988
50% lower,Polio,Paralytic polio,6120,0.17649999999999982
50% lower,Polio,Paralytic polio,6150,0.18199999999999977
50% lower,Polio,Paralytic polio,6180,0.18649999999999992
50% lower,Polio,Paralytic polio,6210,0.1885000000000001
50% lower,Polio,Paralytic polio,6240,0.1909999999999998
50% lower,Polio,Paralytic polio,6270,0.19799999999999976
50% lower,Polio,Paralytic polio,6300,0.2024999999999999
50% lower,Polio,Paralytic polio,6330,0.20549999999999988
50% lower,Polio,Paralytic polio,6360,0.2094999999999999
50% lower,Polio,Paralytic polio,6390,0.21399999999999975
50% lower,Polio,Paralytic polio,6420,0.21600000000000008
50% lower,Polio,Paralytic polio,6450,0.22050000000000006
50% lower,Polio,Paralytic polio,6480,0.22699999999999984
50% lower,Polio,Paralytic polio,6510,0.2310000000000001
50% lower,Polio,Paralytic polio,6540,0.23599999999999985
50% lower,Polio,Paralytic polio,6570,0.24299999999999986
50% lower,Polio,Paralytic polio,6600,0.2470000000000001
50% lower,Polio,Paralytic polio,6630,0.25100000000000017
50% lower,Polio,Paralytic polio,6660,0.25649999999999984
50% lower,Polio,Paralytic polio,6690,0.2580000000000003
50% lower,Polio,Paralytic polio,6720,0.2604999999999998
50% lower,Polio,Paralytic polio,6750,0.26450000000000007
50% lower,Polio,Paralytic polio,6780,0.26799999999999985
50% lower,Polio,Paralytic polio,6810,0.27099999999999974
50% lower,Polio,Paralytic polio,6840,0.27450000000000013
50% lower,Polio,Paralytic polio,6870,0.2770000000000002
50% lower,Polio,Paralytic polio,6900,0.28399999999999986
50% lower,Polio,Paralytic polio,6930,0.29000000000000026
50% lower,Polio,Paralytic polio,6960,0.2939999999999999
50% lower,Polio,Paralytic polio,6990,0.29750000000000015
50% lower,Polio,Paralytic polio,7020,0.29949999999999993
50% lower,Polio,Paralytic polio,7050,0.30350000000000016
50% lower,Polio,Paralytic polio,7080,0.3095000000000001
50% lower,Polio,Paralytic polio,7110,0.3159999999999999
50% lower,Polio,Paralytic polio,7140,0.3195000000000002
50% lower,Polio,Paralytic polio,7170,0.3240000000000001
50% lower,Polio,Paralytic polio,7200,0.3274999999999999
50% lower,Polio,Paralytic polio,7230,0.33199999999999985
50% lower,Polio,Paralytic polio,7260,0.33700000000000013
50% lower,Polio,Paralytic polio,7290,0.3415000000000001
50% lower,Polio,Paralytic polio,7320,0.3464999999999999
50% lower,Polio,Paralytic polio,7350,0.35199999999999987
50% lower,Polio,Paralytic polio,7380,0.35799999999999993
50% lower,Polio,Paralytic polio,7410,0.3595
50% lower,Polio,Paralytic polio,7440,0.3630000000000002
50% lower,Polio,Paralytic polio,7470,0.3660000000000001
50% lower,Polio,Paralytic polio,7500,0.3694999999999999
50% lower,Polio,Paralytic polio,7530,0.37350000000000005
50% lower,Polio,Paralytic polio,7560,0.37750000000000006
50% lower,Polio,Paralytic polio,7590,0.3824999999999999
50% lower,Polio,Paralytic polio,7620,0.38549999999999984
50% lower,Polio,Paralytic polio,7650,0.38950000000000007
50% lower,Polio,Paralytic polio,7680,0.39200000000000007
50% lower,Polio,Paralytic polio,7710,0.39599999999999985
50% lower,Polio,Paralytic polio,7740,0.39849999999999985
50% lower,Polio,Paralytic polio,7770,0.4029999999999998
50% lower,Polio,Paralytic polio,7800,0.4099999999999999
50% lower,Polio,Paralytic polio,7830,0.41400000000000015
50% lower,Polio,Paralytic polio,7860,0.41899999999999993
50% lower,Polio,Paralytic polio,7890,0.4259999999999999
50% lower,Polio,Paralytic polio,7920,0.43000000000000016
50% lower,Polio,Paralytic polio,7950,0.43499999999999994
50% lower,Polio,Paralytic polio,7980,0.44000000000000006
50% lower,Polio,Paralytic polio,8010,0.4415000000000002
50% lower,Polio,Paralytic polio,8040,0.4460000000000002
50% lower,Polio,Paralytic polio,8070,0.4479999999999998
50% lower,Polio,Paralytic polio,8100,0.45450000000000007
50% lower,Polio,Paralytic polio,8130,0.458
50% lower,Polio,Paralytic polio,8160,0.4665000000000001
50% lower,Polio,Paralytic polio,8190,0.4709999999999999
50% lower,Polio,Paralytic polio,8220,0.4735
50% lower,Polio,Paralytic polio,8250,0.4754999999999998
50% lower,Polio,Paralytic polio,8280,0.4775000000000002
50% lower,Polio,Paralytic polio,8310,0.4809999999999999
50% lower,Polio,Paralytic polio,8340,0.4874999999999999
50% lower,Polio,Paralytic polio,8370,0.49250000000000016
50% lower,Polio,Paralytic polio,8400,0.49649999999999994
50% lower,Polio,Paralytic polio,8430,0.4979999999999999
50% lower,Polio,Paralytic polio,8460,0.5009999999999999
50% lower,Polio,Paralytic polio,8490,0.5044999999999998
50% lower,Polio,Paralytic polio,8520,0.5074999999999998
50% lower,Polio,Paralytic polio,8550,0.5129999999999997
50% lower,Polio,Paralytic polio,8580,0.5175000000000002
50% lower,Polio,Paralytic polio,8610,0.5230000000000001
50% lower,Polio,Paralytic polio,8640,0.5284999999999999
50% lower,Polio,Paralytic polio,8670,0.5315
50% lower,Polio,Paralytic polio,8700,0.5379999999999998
50% lower,Polio,Paralytic polio,8730,0.5434999999999995
50% lower,Polio,Paralytic polio,8760,0.5479999999999996
50% lower,Polio,Paralytic polio,8790,0.5499999999999997
50% lower,Polio,Paralytic polio,8820,0.5535000000000002
50% lower,Polio,Paralytic polio,8850,0.5574999999999999
50% lower,Polio,Paralytic polio,8880,0.561
50% lower,Polio,Paralytic polio,8910,0.5649999999999996
50% lower,Polio,Paralytic polio,8940,0.5699999999999997
50% lower,Polio,Paralytic polio,8970,0.5765000000000003
50% lower,Polio,Paralytic polio,9000,0.5830000000000005
50% lower,Polio,Paralytic polio,9030,0.5875000000000005
50% lower,Polio,Paralytic polio,9060,0.5915000000000001
50% lower,Polio,Paralytic polio,9090,0.5945
50% lower,Polio,Paralytic polio,9120,0.5974999999999999
50% lower,Polio,Paralytic polio,9125,0.5974999999999999
25% lower,Polio,Paralytic polio,30,0
25% lower,Polio,Paralytic polio,60,0
25% lower,Polio,Paralytic polio,90,0
25% lower,Polio,Paralytic polio,120,0
25% lower,Polio,Paralytic polio,150,0
25% lower,Polio,Paralytic polio,180,0
25% lower,Polio,Paralytic polio,210,0
25% lower,Polio,Paralytic polio,240,0
25% lower,Polio,Paralytic polio,270,0
25% lower,Polio,Paralytic polio,300,0
25% lower,Polio,Paralytic polio,330,0
25% lower,Polio,Paralytic polio,360,0
25% lower,Polio,Paralytic polio,390,0
25% lower,Polio,Paralytic polio,420,0
25% lower,Polio,Paralytic polio,450,0
25% lower,Polio,Paralytic polio,480,0
25% lower,Polio,Paralytic polio,510,5.000000000000142e-4
25% lower,Polio,Paralytic polio,540,0.0010000000000000282
25% lower,Polio,Paralytic polio,570,0.0010000000000000282
25% lower,Polio,Paralytic polio,600,0.0010000000000000282
25% lower,Polio,Paralytic polio,630,0.0010000000000000282
25% lower,Polio,Paralytic polio,660,0.0010000000000000282
25% lower,Polio,Paralytic polio,690,0.0010000000000000282
25% lower,Polio,Paralytic polio,720,0.0010000000000000282
25% lower,Polio,Paralytic polio,750,0.0010000000000000282
25% lower,Polio,Paralytic polio,780,0.0010000000000000282
25% lower,Polio,Paralytic polio,810,0.0010000000000000282
25% lower,Polio,Paralytic polio,840,0.0010000000000000282
25% lower,Polio,Paralytic polio,870,0.0010000000000000282
25% lower,Polio,Paralytic polio,900,0.0010000000000000282
25% lower,Polio,Paralytic polio,930,0.0010000000000000282
25% lower,Polio,Paralytic polio,960,0.0010000000000000282
25% lower,Polio,Paralytic polio,990,0.0010000000000000282
25% lower,Polio,Paralytic polio,1020,0.0010000000000000282
25% lower,Polio,Paralytic polio,1050,0.0010000000000000282
25% lower,Polio,Paralytic polio,1080,0.0010000000000000282
25% lower,Polio,Paralytic polio,1110,0.0010000000000000282
25% lower,Polio,Paralytic polio,1140,0.0010000000000000282
25% lower,Polio,Paralytic polio,1170,0.0010000000000000282
25% lower,Polio,Paralytic polio,1200,0.0010000000000000282
25% lower,Polio,Paralytic polio,1230,0.0010000000000000282
25% lower,Polio,Paralytic polio,1260,0.0010000000000000282
25% lower,Polio,Paralytic polio,1290,0.0010000000000000282
25% lower,Polio,Paralytic polio,1320,0.0010000000000000282
25% lower,Polio,Paralytic polio,1350,0.0010000000000000282
25% lower,Polio,Paralytic polio,1380,0.0010000000000000282
25% lower,Polio,Paralytic polio,1410,0.0010000000000000282
25% lower,Polio,Paralytic polio,1440,0.0010000000000000282
25% lower,Polio,Paralytic polio,1470,0.0010000000000000282
25% lower,Polio,Paralytic polio,1500,0.0010000000000000282
25% lower,Polio,Paralytic polio,1530,0.0010000000000000282
25% lower,Polio,Paralytic polio,1560,0.0014999999999999903
25% lower,Polio,Paralytic polio,1590,0.0014999999999999903
25% lower,Polio,Paralytic polio,1620,0.0014999999999999903
25% lower,Polio,Paralytic polio,1650,0.0014999999999999903
25% lower,Polio,Paralytic polio,1680,0.0014999999999999903
25% lower,Polio,Paralytic polio,1710,0.0014999999999999903
25% lower,Polio,Paralytic polio,1740,0.0014999999999999903
25% lower,Polio,Paralytic polio,1770,0.0014999999999999903
25% lower,Polio,Paralytic polio,1800,0.0014999999999999903
25% lower,Polio,Paralytic polio,1830,0.0014999999999999903
25% lower,Polio,Paralytic polio,1860,0.0014999999999999903
25% lower,Polio,Paralytic polio,1890,0.0014999999999999903
25% lower,Polio,Paralytic polio,1920,0.0014999999999999903
25% lower,Polio,Paralytic polio,1950,0.0014999999999999903
25% lower,Polio,Paralytic polio,1980,0.0014999999999999903
25% lower,Polio,Paralytic polio,2010,0.0014999999999999903
25% lower,Polio,Paralytic polio,2040,0.0014999999999999903
25% lower,Polio,Paralytic polio,2070,0.002000000000000027
25% lower,Polio,Paralytic polio,2100,0.002000000000000027
25% lower,Polio,Paralytic polio,2130,0.0025000000000000382
25% lower,Polio,Paralytic polio,2160,0.0025000000000000382
25% lower,Polio,Paralytic polio,2190,0.0025000000000000382
25% lower,Polio,Paralytic polio,2220,0.0025000000000000382
25% lower,Polio,Paralytic polio,2250,0.0025000000000000382
25% lower,Polio,Paralytic polio,2280,0.0025000000000000382
25% lower,Polio,Paralytic polio,2310,0.0025000000000000382
25% lower,Polio,Paralytic polio,2340,0.0025000000000000382
25% lower,Polio,Paralytic polio,2370,0.0025000000000000382
25% lower,Polio,Paralytic polio,2400,0.0025000000000000382
25% lower,Polio,Paralytic polio,2430,0.0025000000000000382
25% lower,Polio,Paralytic polio,2460,0.0025000000000000382
25% lower,Polio,Paralytic polio,2490,0.0025000000000000382
25% lower,Polio,Paralytic polio,2520,0.0025000000000000382
25% lower,Polio,Paralytic polio,2550,0.0025000000000000382
25% lower,Polio,Paralytic polio,2580,0.0025000000000000382
25% lower,Polio,Paralytic polio,2610,0.0025000000000000382
25% lower,Polio,Paralytic polio,2640,0.0025000000000000382
25% lower,Polio,Paralytic polio,2670,0.0025000000000000382
25% lower,Polio,Paralytic polio,2700,0.0030000000000000057
25% lower,Polio,Paralytic polio,2730,0.0030000000000000057
25% lower,Polio,Paralytic polio,2760,0.0030000000000000057
25% lower,Polio,Paralytic polio,2790,0.0030000000000000057
25% lower,Polio,Paralytic polio,2820,0.0030000000000000057
25% lower,Polio,Paralytic polio,2850,0.0030000000000000057
25% lower,Polio,Paralytic polio,2880,0.0030000000000000057
25% lower,Polio,Paralytic polio,2910,0.0030000000000000057
25% lower,Polio,Paralytic polio,2940,0.0030000000000000057
25% lower,Polio,Paralytic polio,2970,0.0030000000000000057
25% lower,Polio,Paralytic polio,3000,0.0030000000000000057
25% lower,Polio,Paralytic polio,3030,0.0030000000000000057
25% lower,Polio,Paralytic polio,3060,0.0034999999999999944
25% lower,Polio,Paralytic polio,3090,0.0034999999999999944
25% lower,Polio,Paralytic polio,3120,0.0034999999999999944
25% lower,Polio,Paralytic polio,3150,0.003999999999999997
25% lower,Polio,Paralytic polio,3180,0.004500000000000004
25% lower,Polio,Paralytic polio,3210,0.004500000000000004
25% lower,Polio,Paralytic polio,3240,0.004500000000000004
25% lower,Polio,Paralytic polio,3270,0.004500000000000004
25% lower,Polio,Paralytic polio,3300,0.004500000000000004
25% lower,Polio,Paralytic polio,3330,0.004500000000000004
25% lower,Polio,Paralytic polio,3360,0.004500000000000004
25% lower,Polio,Paralytic polio,3390,0.004500000000000004
25% lower,Polio,Paralytic polio,3420,0.004500000000000004
25% lower,Polio,Paralytic polio,3450,0.004500000000000004
25% lower,Polio,Paralytic polio,3480,0.004500000000000004
25% lower,Polio,Paralytic polio,3510,0.004500000000000004
25% lower,Polio,Paralytic polio,3540,0.004500000000000004
25% lower,Polio,Paralytic polio,3570,0.004500000000000004
25% lower,Polio,Paralytic polio,3600,0.004500000000000004
25% lower,Polio,Paralytic polio,3630,0.004500000000000004
25% lower,Polio,Paralytic polio,3660,0.004500000000000004
25% lower,Polio,Paralytic polio,3690,0.004500000000000004
25% lower,Polio,Paralytic polio,3720,0.004500000000000004
25% lower,Polio,Paralytic polio,3750,0.004500000000000004
25% lower,Polio,Paralytic polio,3780,0.005000000000000031
25% lower,Polio,Paralytic polio,3810,0.005000000000000031
25% lower,Polio,Paralytic polio,3840,0.005000000000000031
25% lower,Polio,Paralytic polio,3870,0.005000000000000031
25% lower,Polio,Paralytic polio,3900,0.005000000000000031
25% lower,Polio,Paralytic polio,3930,0.005000000000000031
25% lower,Polio,Paralytic polio,3960,0.005000000000000031
25% lower,Polio,Paralytic polio,3990,0.005000000000000031
25% lower,Polio,Paralytic polio,4020,0.005499999999999994
25% lower,Polio,Paralytic polio,4050,0.005499999999999994
25% lower,Polio,Paralytic polio,4080,0.005499999999999994
25% lower,Polio,Paralytic polio,4110,0.005499999999999994
25% lower,Polio,Paralytic polio,4140,0.005499999999999994
25% lower,Polio,Paralytic polio,4170,0.005499999999999994
25% lower,Polio,Paralytic polio,4200,0.005499999999999994
25% lower,Polio,Paralytic polio,4230,0.005499999999999994
25% lower,Polio,Paralytic polio,4260,0.005499999999999994
25% lower,Polio,Paralytic polio,4290,0.005499999999999994
25% lower,Polio,Paralytic polio,4320,0.005999999999999996
25% lower,Polio,Paralytic polio,4350,0.005999999999999996
25% lower,Polio,Paralytic polio,4380,0.005999999999999996
25% lower,Polio,Paralytic polio,4410,0.005999999999999996
25% lower,Polio,Paralytic polio,4440,0.005999999999999996
25% lower,Polio,Paralytic polio,4470,0.005999999999999996
25% lower,Polio,Paralytic polio,4500,0.005999999999999996
25% lower,Polio,Paralytic polio,4530,0.005999999999999996
25% lower,Polio,Paralytic polio,4560,0.005999999999999996
25% lower,Polio,Paralytic polio,4590,0.005999999999999996
25% lower,Polio,Paralytic polio,4620,0.005999999999999996
25% lower,Polio,Paralytic polio,4650,0.005999999999999996
25% lower,Polio,Paralytic polio,4680,0.005999999999999996
25% lower,Polio,Paralytic polio,4710,0.006500000000000028
25% lower,Polio,Paralytic polio,4740,0.006500000000000028
25% lower,Polio,Paralytic polio,4770,0.006500000000000028
25% lower,Polio,Paralytic polio,4800,0.006500000000000028
25% lower,Polio,Paralytic polio,4830,0.006500000000000028
25% lower,Polio,Paralytic polio,4860,0.006500000000000028
25% lower,Polio,Paralytic polio,4890,0.006500000000000028
25% lower,Polio,Paralytic polio,4920,0.006500000000000028
25% lower,Polio,Paralytic polio,4950,0.006500000000000028
25% lower,Polio,Paralytic polio,4980,0.006500000000000028
25% lower,Polio,Paralytic polio,5010,0.007000000000000031
25% lower,Polio,Paralytic polio,5040,0.007000000000000031
25% lower,Polio,Paralytic polio,5070,0.007000000000000031
25% lower,Polio,Paralytic polio,5100,0.007000000000000031
25% lower,Polio,Paralytic polio,5130,0.007000000000000031
25% lower,Polio,Paralytic polio,5160,0.007000000000000031
25% lower,Polio,Paralytic polio,5190,0.007000000000000031
25% lower,Polio,Paralytic polio,5220,0.0075
25% lower,Polio,Paralytic polio,5250,0.0075
25% lower,Polio,Paralytic polio,5280,0.007999999999999993
25% lower,Polio,Paralytic polio,5310,0.007999999999999993
25% lower,Polio,Paralytic polio,5340,0.009000000000000015
25% lower,Polio,Paralytic polio,5370,0.009000000000000015
25% lower,Polio,Paralytic polio,5400,0.009499999999999995
25% lower,Polio,Paralytic polio,5430,0.009499999999999995
25% lower,Polio,Paralytic polio,5460,0.009499999999999995
25% lower,Polio,Paralytic polio,5490,0.009499999999999995
25% lower,Polio,Paralytic polio,5520,0.009499999999999995
25% lower,Polio,Paralytic polio,5550,0.009499999999999995
25% lower,Polio,Paralytic polio,5580,0.010000000000000005
25% lower,Polio,Paralytic polio,5610,0.010000000000000005
25% lower,Polio,Paralytic polio,5640,0.010000000000000005
25% lower,Polio,Paralytic polio,5670,0.011500000000000003
25% lower,Polio,Paralytic polio,5700,0.011500000000000003
25% lower,Polio,Paralytic polio,5730,0.011999999999999992
25% lower,Polio,Paralytic polio,5760,0.011999999999999992
25% lower,Polio,Paralytic polio,5790,0.012499999999999975
25% lower,Polio,Paralytic polio,5820,0.013000000000000032
25% lower,Polio,Paralytic polio,5850,0.013499999999999984
25% lower,Polio,Paralytic polio,5880,0.014000000000000021
25% lower,Polio,Paralytic polio,5910,0.014000000000000021
25% lower,Polio,Paralytic polio,5940,0.014500000000000022
25% lower,Polio,Paralytic polio,5970,0.014500000000000022
25% lower,Polio,Paralytic polio,6000,0.014500000000000022
25% lower,Polio,Paralytic polio,6030,0.015000000000000001
25% lower,Polio,Paralytic polio,6060,0.015000000000000001
25% lower,Polio,Paralytic polio,6090,0.015000000000000001
25% lower,Polio,Paralytic polio,6120,0.015000000000000001
25% lower,Polio,Paralytic polio,6150,0.015000000000000001
25% lower,Polio,Paralytic polio,6180,0.015999999999999986
25% lower,Polio,Paralytic polio,6210,0.01649999999999997
25% lower,Polio,Paralytic polio,6240,0.017000000000000053
25% lower,Polio,Paralytic polio,6270,0.017499999999999967
25% lower,Polio,Paralytic polio,6300,0.019500000000000062
25% lower,Polio,Paralytic polio,6330,0.02000000000000008
25% lower,Polio,Paralytic polio,6360,0.020499999999999904
25% lower,Polio,Paralytic polio,6390,0.020499999999999904
25% lower,Polio,Paralytic polio,6420,0.020499999999999904
25% lower,Polio,Paralytic polio,6450,0.02100000000000007
25% lower,Polio,Paralytic polio,6480,0.02100000000000007
25% lower,Polio,Paralytic polio,6510,0.02150000000000005
25% lower,Polio,Paralytic polio,6540,0.02150000000000005
25% lower,Polio,Paralytic polio,6570,0.02150000000000005
25% lower,Polio,Paralytic polio,6600,0.02150000000000005
25% lower,Polio,Paralytic polio,6630,0.02199999999999999
25% lower,Polio,Paralytic polio,6660,0.02199999999999999
25% lower,Polio,Paralytic polio,6690,0.02250000000000003
25% lower,Polio,Paralytic polio,6720,0.023499999999999955
25% lower,Polio,Paralytic polio,6750,0.02499999999999988
25% lower,Polio,Paralytic polio,6780,0.026000000000000134
25% lower,Polio,Paralytic polio,6810,0.026000000000000134
25% lower,Polio,Paralytic polio,6840,0.02800000000000008
25% lower,Polio,Paralytic polio,6870,0.02900000000000007
25% lower,Polio,Paralytic polio,6900,0.030000000000000034
25% lower,Polio,Paralytic polio,6930,0.030500000000000027
25% lower,Polio,Paralytic polio,6960,0.03150000000000001
25% lower,Polio,Paralytic polio,6990,0.03150000000000001
25% lower,Polio,Paralytic polio,7020,0.032499999999999966
25% lower,Polio,Paralytic polio,7050,0.034000000000000065
25% lower,Polio,Paralytic polio,7080,0.03600000000000003
25% lower,Polio,Paralytic polio,7110,0.03750000000000005
25% lower,Polio,Paralytic polio,7140,0.03850000000000001
25% lower,Polio,Paralytic polio,7170,0.041499999999999995
25% lower,Polio,Paralytic polio,7200,0.0424999999999999
25% lower,Polio,Paralytic polio,7230,0.04350000000000007
25% lower,Polio,Paralytic polio,7260,0.04600000000000005
25% lower,Polio,Paralytic polio,7290,0.047999999999999966
25% lower,Polio,Paralytic polio,7320,0.05149999999999999
25% lower,Polio,Paralytic polio,7350,0.05200000000000006
25% lower,Polio,Paralytic polio,7380,0.05300000000000001
25% lower,Polio,Paralytic polio,7410,0.056
25% lower,Polio,Paralytic polio,7440,0.05800000000000006
25% lower,Polio,Paralytic polio,7470,0.05950000000000009
25% lower,Polio,Paralytic polio,7500,0.06049999999999991
25% lower,Polio,Paralytic polio,7530,0.06049999999999991
25% lower,Polio,Paralytic polio,7560,0.06299999999999999
25% lower,Polio,Paralytic polio,7590,0.06450000000000009
25% lower,Polio,Paralytic polio,7620,0.06699999999999995
25% lower,Polio,Paralytic polio,7650,0.06849999999999988
25% lower,Polio,Paralytic polio,7680,0.07150000000000001
25% lower,Polio,Paralytic polio,7710,0.0725000000000001
25% lower,Polio,Paralytic polio,7740,0.07650000000000001
25% lower,Polio,Paralytic polio,7770,0.07700000000000004
25% lower,Polio,Paralytic polio,7800,0.07949999999999999
25% lower,Polio,Paralytic polio,7830,0.08099999999999996
25% lower,Polio,Paralytic polio,7860,0.08200000000000007
25% lower,Polio,Paralytic polio,7890,0.08500000000000003
25% lower,Polio,Paralytic polio,7920,0.08599999999999998
25% lower,Polio,Paralytic polio,7950,0.08699999999999998
25% lower,Polio,Paralytic polio,7980,0.08949999999999994
25% lower,Polio,Paralytic polio,8010,0.09200000000000003
25% lower,Polio,Paralytic polio,8040,0.09399999999999994
25% lower,Polio,Paralytic polio,8070,0.09549999999999993
25% lower,Polio,Paralytic polio,8100,0.0969999999999999
25% lower,Polio,Paralytic polio,8130,0.09800000000000006
25% lower,Polio,Paralytic polio,8160,0.09899999999999991
25% lower,Polio,Paralytic polio,8190,0.10100000000000002
25% lower,Polio,Paralytic polio,8220,0.1034999999999999
25% lower,Polio,Paralytic polio,8250,0.10549999999999994
25% lower,Polio,Paralytic polio,8280,0.10800000000000005
25% lower,Polio,Paralytic polio,8310,0.11299999999999989
25% lower,Polio,Paralytic polio,8340,0.11400000000000005
25% lower,Polio,Paralytic polio,8370,0.11750000000000009
25% lower,Polio,Paralytic polio,8400,0.1209999999999998
25% lower,Polio,Paralytic polio,8430,0.12350000000000005
25% lower,Polio,Paralytic polio,8460,0.12750000000000003
25% lower,Polio,Paralytic polio,8490,0.12900000000000017
25% lower,Polio,Paralytic polio,8520,0.1315
25% lower,Polio,Paralytic polio,8550,0.13300000000000003
25% lower,Polio,Paralytic polio,8580,0.13599999999999995
25% lower,Polio,Paralytic polio,8610,0.1389999999999999
25% lower,Polio,Paralytic polio,8640,0.14249999999999993
25% lower,Polio,Paralytic polio,8670,0.14500000000000013
25% lower,Polio,Paralytic polio,8700,0.14699999999999996
25% lower,Polio,Paralytic polio,8730,0.15100000000000013
25% lower,Polio,Paralytic polio,8760,0.1545000000000001
25% lower,Polio,Paralytic polio,8790,0.15699999999999997
25% lower,Polio,Paralytic polio,8820,0.16049999999999995
25% lower,Polio,Paralytic polio,8850,0.16349999999999984
25% lower,Polio,Paralytic polio,8880,0.16650000000000012
25% lower,Polio,Paralytic polio,8910,0.1685000000000001
25% lower,Polio,Paralytic polio,8940,0.1715
25% lower,Polio,Paralytic polio,8970,0.17400000000000007
25% lower,Polio,Paralytic polio,9000,0.17599999999999988
25% lower,Polio,Paralytic polio,9030,0.17899999999999988
25% lower,Polio,Paralytic polio,9060,0.1830000000000001
25% lower,Polio,Paralytic polio,9090,0.1845000000000001
25% lower,Polio,Paralytic polio,9120,0.187
