vaccine_coverage_cat,pathogen_cat,complication_cat,time,prob_gte1
50% lower,Measles,Post-measles neurological sequelae,30,0.002500000000000031
50% lower,Measles,Post-measles neurological sequelae,60,0.011500000000000005
50% lower,Measles,Post-measles neurological sequelae,90,0.02049999999999998
50% lower,Measles,Post-measles neurological sequelae,120,0.029000000000000047
50% lower,Measles,Post-measles neurological sequelae,150,0.04249999999999992
50% lower,Measles,Post-measles neurological sequelae,180,0.05350000000000012
50% lower,Measles,Post-measles neurological sequelae,210,0.06750000000000006
50% lower,Measles,Post-measles neurological sequelae,240,0.07999999999999996
50% lower,Measles,Post-measles neurological sequelae,270,0.09150000000000005
50% lower,Measles,Post-measles neurological sequelae,300,0.10750000000000004
50% lower,Measles,Post-measles neurological sequelae,330,0.12249999999999998
50% lower,Measles,Post-measles neurological sequelae,360,0.13950000000000004
50% lower,Measles,Post-measles neurological sequelae,390,0.15049999999999994
50% lower,Measles,Post-measles neurological sequelae,420,0.1674999999999999
50% lower,Measles,Post-measles neurological sequelae,450,0.18150000000000016
50% lower,Measles,Post-measles neurological sequelae,480,0.2005000000000001
50% lower,Measles,Post-measles neurological sequelae,510,0.21800000000000003
50% lower,Measles,Post-measles neurological sequelae,540,0.23150000000000007
50% lower,Measles,Post-measles neurological sequelae,570,0.25199999999999995
50% lower,Measles,Post-measles neurological sequelae,600,0.2705
50% lower,Measles,Post-measles neurological sequelae,630,0.2890000000000001
50% lower,Measles,Post-measles neurological sequelae,660,0.30449999999999994
50% lower,Measles,Post-measles neurological sequelae,690,0.32349999999999995
50% lower,Measles,Post-measles neurological sequelae,720,0.3394999999999999
50% lower,Measles,Post-measles neurological sequelae,750,0.359
50% lower,Measles,Post-measles neurological sequelae,780,0.3820000000000002
50% lower,Measles,Post-measles neurological sequelae,810,0.4029999999999998
50% lower,Measles,Post-measles neurological sequelae,840,0.4265
50% lower,Measles,Post-measles neurological sequelae,870,0.45099999999999996
50% lower,Measles,Post-measles neurological sequelae,900,0.47200000000000014
50% lower,Measles,Post-measles neurological sequelae,930,0.4905
50% lower,Measles,Post-measles neurological sequelae,960,0.5155000000000001
50% lower,Measles,Post-measles neurological sequelae,990,0.5409999999999998
50% lower,Measles,Post-measles neurological sequelae,1020,0.5669999999999998
50% lower,Measles,Post-measles neurological sequelae,1050,0.5889999999999999
50% lower,Measles,Post-measles neurological sequelae,1080,0.6214999999999999
50% lower,Measles,Post-measles neurological sequelae,1110,0.6499999999999999
50% lower,Measles,Post-measles neurological sequelae,1140,0.673
50% lower,Measles,Post-measles neurological sequelae,1170,0.6964999999999999
50% lower,Measles,Post-measles neurological sequelae,1200,0.7244999999999998
50% lower,Measles,Post-measles neurological sequelae,1230,0.7455000000000002
50% lower,Measles,Post-measles neurological sequelae,1260,0.7694999999999999
50% lower,Measles,Post-measles neurological sequelae,1290,0.7924999999999998
50% lower,Measles,Post-measles neurological sequelae,1320,0.8180000000000003
50% lower,Measles,Post-measles neurological sequelae,1350,0.8479999999999998
50% lower,Measles,Post-measles neurological sequelae,1380,0.8700000000000002
50% lower,Measles,Post-measles neurological sequelae,1410,0.8965000000000001
50% lower,Measles,Post-measles neurological sequelae,1440,0.922
50% lower,Measles,Post-measles neurological sequelae,1470,0.9404999999999999
50% lower,Measles,Post-measles neurological sequelae,1500,0.9540000000000001
50% lower,Measles,Post-measles neurological sequelae,1530,0.9654999999999999
50% lower,Measles,Post-measles neurological sequelae,1560,0.9754999999999999
50% lower,Measles,Post-measles neurological sequelae,1590,0.9829999999999999
50% lower,Measles,Post-measles neurological sequelae,1620,0.988
50% lower,Measles,Post-measles neurological sequelae,1650,0.992
50% lower,Measles,Post-measles neurological sequelae,1680,0.9964999999999999
50% lower,Measles,Post-measles neurological sequelae,1710,0.998
50% lower,Measles,Post-measles neurological sequelae,1740,0.999
50% lower,Measles,Post-measles neurological sequelae,1770,0.9995
50% lower,Measles,Post-measles neurological sequelae,1800,0.9995
50% lower,Measles,Post-measles neurological sequelae,1830,0.9995
50% lower,Measles,Post-measles neurological sequelae,1860,1
50% lower,Measles,Post-measles neurological sequelae,1890,1
50% lower,Measles,Post-measles neurological sequelae,1920,1
50% lower,Measles,Post-measles neurological sequelae,1950,1
50% lower,Measles,Post-measles neurological sequelae,1980,1
50% lower,Measles,Post-measles neurological sequelae,2010,1
50% lower,Measles,Post-measles neurological sequelae,2040,1
50% lower,Measles,Post-measles neurological sequelae,2070,1
50% lower,Measles,Post-measles neurological sequelae,2100,1
50% lower,Measles,Post-measles neurological sequelae,2130,1
50% lower,Measles,Post-measles neurological sequelae,2160,1
50% lower,Measles,Post-measles neurological sequelae,2190,1
50% lower,Measles,Post-measles neurological sequelae,2220,1
50% lower,Measles,Post-measles neurological sequelae,2250,1
50% lower,Measles,Post-measles neurological sequelae,2280,1
50% lower,Measles,Post-measles neurological sequelae,2310,1
50% lower,Measles,Post-measles neurological sequelae,2340,1
50% lower,Measles,Post-measles neurological sequelae,2370,1
50% lower,Measles,Post-measles neurological sequelae,2400,1
50% lower,Measles,Post-measles neurological sequelae,2430,1
50% lower,Measles,Post-measles neurological sequelae,2460,1
50% lower,Measles,Post-measles neurological sequelae,2490,1
50% lower,Measles,Post-measles neurological sequelae,2520,1
50% lower,Measles,Post-measles neurological sequelae,2550,1
50% lower,Measles,Post-measles neurological sequelae,2580,1
50% lower,Measles,Post-measles neurological sequelae,2610,1
50% lower,Measles,Post-measles neurological sequelae,2640,1
50% lower,Measles,Post-measles neurological sequelae,2670,1
50% lower,Measles,Post-measles neurological sequelae,2700,1
50% lower,Measles,Post-measles neurological sequelae,2730,1
50% lower,Measles,Post-measles neurological sequelae,2760,1
50% lower,Measles,Post-measles neurological sequelae,2790,1
50% lower,Measles,Post-measles neurological sequelae,2820,1
50% lower,Measles,Post-measles neurological sequelae,2850,1
50% lower,Measles,Post-measles neurological sequelae,2880,1
50% lower,Measles,Post-measles neurological sequelae,2910,1
50% lower,Measles,Post-measles neurological sequelae,2940,1
50% lower,Measles,Post-measles neurological sequelae,2970,1
50% lower,Measles,Post-measles neurological sequelae,3000,1
50% lower,Measles,Post-measles neurological sequelae,3030,1
50% lower,Measles,Post-measles neurological sequelae,3060,1
50% lower,Measles,Post-measles neurological sequelae,3090,1
50% lower,Measles,Post-measles neurological sequelae,3120,1
50% lower,Measles,Post-measles neurological sequelae,3150,1
50% lower,Measles,Post-measles neurological sequelae,3180,1
50% lower,Measles,Post-measles neurological sequelae,3210,1
50% lower,Measles,Post-measles neurological sequelae,3240,1
50% lower,Measles,Post-measles neurological sequelae,3270,1
50% lower,Measles,Post-measles neurological sequelae,3300,1
50% lower,Measles,Post-measles neurological sequelae,3330,1
50% lower,Measles,Post-measles neurological sequelae,3360,1
50% lower,Measles,Post-measles neurological sequelae,3390,1
50% lower,Measles,Post-measles neurological sequelae,3420,1
50% lower,Measles,Post-measles neurological sequelae,3450,1
50% lower,Measles,Post-measles neurological sequelae,3480,1
50% lower,Measles,Post-measles neurological sequelae,3510,1
50% lower,Measles,Post-measles neurological sequelae,3540,1
50% lower,Measles,Post-measles neurological sequelae,3570,1
50% lower,Measles,Post-measles neurological sequelae,3600,1
50% lower,Measles,Post-measles neurological sequelae,3630,1
50% lower,Measles,Post-measles neurological sequelae,3660,1
50% lower,Measles,Post-measles neurological sequelae,3690,1
50% lower,Measles,Post-measles neurological sequelae,3720,1
50% lower,Measles,Post-measles neurological sequelae,3750,1
50% lower,Measles,Post-measles neurological sequelae,3780,1
50% lower,Measles,Post-measles neurological sequelae,3810,1
50% lower,Measles,Post-measles neurological sequelae,3840,1
50% lower,Measles,Post-measles neurological sequelae,3870,1
50% lower,Measles,Post-measles neurological sequelae,3900,1
50% lower,Measles,Post-measles neurological sequelae,3930,1
50% lower,Measles,Post-measles neurological sequelae,3960,1
50% lower,Measles,Post-measles neurological sequelae,3990,1
50% lower,Measles,Post-measles neurological sequelae,4020,1
50% lower,Measles,Post-measles neurological sequelae,4050,1
50% lower,Measles,Post-measles neurological sequelae,4080,1
50% lower,Measles,Post-measles neurological sequelae,4110,1
50% lower,Measles,Post-measles neurological sequelae,4140,1
50% lower,Measles,Post-measles neurological sequelae,4170,1
50% lower,Measles,Post-measles neurological sequelae,4200,1
50% lower,Measles,Post-measles neurological sequelae,4230,1
50% lower,Measles,Post-measles neurological sequelae,4260,1
50% lower,Measles,Post-measles neurological sequelae,4290,1
50% lower,Measles,Post-measles neurological sequelae,4320,1
50% lower,Measles,Post-measles neurological sequelae,4350,1
50% lower,Measles,Post-measles neurological sequelae,4380,1
50% lower,Measles,Post-measles neurological sequelae,4410,1
50% lower,Measles,Post-measles neurological sequelae,4440,1
50% lower,Measles,Post-measles neurological sequelae,4470,1
50% lower,Measles,Post-measles neurological sequelae,4500,1
50% lower,Measles,Post-measles neurological sequelae,4530,1
50% lower,Measles,Post-measles neurological sequelae,4560,1
50% lower,Measles,Post-measles neurological sequelae,4590,1
50% lower,Measles,Post-measles neurological sequelae,4620,1
50% lower,Measles,Post-measles neurological sequelae,4650,1
50% lower,Measles,Post-measles neurological sequelae,4680,1
50% lower,Measles,Post-measles neurological sequelae,4710,1
50% lower,Measles,Post-measles neurological sequelae,4740,1
50% lower,Measles,Post-measles neurological sequelae,4770,1
50% lower,Measles,Post-measles neurological sequelae,4800,1
50% lower,Measles,Post-measles neurological sequelae,4830,1
50% lower,Measles,Post-measles neurological sequelae,4860,1
50% lower,Measles,Post-measles neurological sequelae,4890,1
50% lower,Measles,Post-measles neurological sequelae,4920,1
50% lower,Measles,Post-measles neurological sequelae,4950,1
50% lower,Measles,Post-measles neurological sequelae,4980,1
50% lower,Measles,Post-measles neurological sequelae,5010,1
50% lower,Measles,Post-measles neurological sequelae,5040,1
50% lower,Measles,Post-measles neurological sequelae,5070,1
50% lower,Measles,Post-measles neurological sequelae,5100,1
50% lower,Measles,Post-measles neurological sequelae,5130,1
50% lower,Measles,Post-measles neurological sequelae,5160,1
50% lower,Measles,Post-measles neurological sequelae,5190,1
50% lower,Measles,Post-measles neurological sequelae,5220,1
50% lower,Measles,Post-measles neurological sequelae,5250,1
50% lower,Measles,Post-measles neurological sequelae,5280,1
50% lower,Measles,Post-measles neurological sequelae,5310,1
50% lower,Measles,Post-measles neurological sequelae,5340,1
50% lower,Measles,Post-measles neurological sequelae,5370,1
50% lower,Measles,Post-measles neurological sequelae,5400,1
50% lower,Measles,Post-measles neurological sequelae,5430,1
50% lower,Measles,Post-measles neurological sequelae,5460,1
50% lower,Measles,Post-measles neurological sequelae,5490,1
50% lower,Measles,Post-measles neurological sequelae,5520,1
50% lower,Measles,Post-measles neurological sequelae,5550,1
50% lower,Measles,Post-measles neurological sequelae,5580,1
50% lower,Measles,Post-measles neurological sequelae,5610,1
50% lower,Measles,Post-measles neurological sequelae,5640,1
50% lower,Measles,Post-measles neurological sequelae,5670,1
50% lower,Measles,Post-measles neurological sequelae,5700,1
50% lower,Measles,Post-measles neurological sequelae,5730,1
50% lower,Measles,Post-measles neurological sequelae,5760,1
50% lower,Measles,Post-measles neurological sequelae,5790,1
50% lower,Measles,Post-measles neurological sequelae,5820,1
50% lower,Measles,Post-measles neurological sequelae,5850,1
50% lower,Measles,Post-measles neurological sequelae,5880,1
50% lower,Measles,Post-measles neurological sequelae,5910,1
50% lower,Measles,Post-measles neurological sequelae,5940,1
50% lower,Measles,Post-measles neurological sequelae,5970,1
50% lower,Measles,Post-measles neurological sequelae,6000,1
50% lower,Measles,Post-measles neurological sequelae,6030,1
50% lower,Measles,Post-measles neurological sequelae,6060,1
50% lower,Measles,Post-measles neurological sequelae,6090,1
50% lower,Measles,Post-measles neurological sequelae,6120,1
50% lower,Measles,Post-measles neurological sequelae,6150,1
50% lower,Measles,Post-measles neurological sequelae,6180,1
50% lower,Measles,Post-measles neurological sequelae,6210,1
50% lower,Measles,Post-measles neurological sequelae,6240,1
50% lower,Measles,Post-measles neurological sequelae,6270,1
50% lower,Measles,Post-measles neurological sequelae,6300,1
50% lower,Measles,Post-measles neurological sequelae,6330,1
50% lower,Measles,Post-measles neurological sequelae,6360,1
50% lower,Measles,Post-measles neurological sequelae,6390,1
50% lower,Measles,Post-measles neurological sequelae,6420,1
50% lower,Measles,Post-measles neurological sequelae,6450,1
50% lower,Measles,Post-measles neurological sequelae,6480,1
50% lower,Measles,Post-measles neurological sequelae,6510,1
50% lower,Measles,Post-measles neurological sequelae,6540,1
50% lower,Measles,Post-measles neurological sequelae,6570,1
50% lower,Measles,Post-measles neurological sequelae,6600,1
50% lower,Measles,Post-measles neurological sequelae,6630,1
50% lower,Measles,Post-measles neurological sequelae,6660,1
50% lower,Measles,Post-measles neurological sequelae,6690,1
50% lower,Measles,Post-measles neurological sequelae,6720,1
50% lower,Measles,Post-measles neurological sequelae,6750,1
50% lower,Measles,Post-measles neurological sequelae,6780,1
50% lower,Measles,Post-measles neurological sequelae,6810,1
50% lower,Measles,Post-measles neurological sequelae,6840,1
50% lower,Measles,Post-measles neurological sequelae,6870,1
50% lower,Measles,Post-measles neurological sequelae,6900,1
50% lower,Measles,Post-measles neurological sequelae,6930,1
50% lower,Measles,Post-measles neurological sequelae,6960,1
50% lower,Measles,Post-measles neurological sequelae,6990,1
50% lower,Measles,Post-measles neurological sequelae,7020,1
50% lower,Measles,Post-measles neurological sequelae,7050,1
50% lower,Measles,Post-measles neurological sequelae,7080,1
50% lower,Measles,Post-measles neurological sequelae,7110,1
50% lower,Measles,Post-measles neurological sequelae,7140,1
50% lower,Measles,Post-measles neurological sequelae,7170,1
50% lower,Measles,Post-measles neurological sequelae,7200,1
50% lower,Measles,Post-measles neurological sequelae,7230,1
50% lower,Measles,Post-measles neurological sequelae,7260,1
50% lower,Measles,Post-measles neurological sequelae,7290,1
50% lower,Measles,Post-measles neurological sequelae,7320,1
50% lower,Measles,Post-measles neurological sequelae,7350,1
50% lower,Measles,Post-measles neurological sequelae,7380,1
50% lower,Measles,Post-measles neurological sequelae,7410,1
50% lower,Measles,Post-measles neurological sequelae,7440,1
50% lower,Measles,Post-measles neurological sequelae,7470,1
50% lower,Measles,Post-measles neurological sequelae,7500,1
50% lower,Measles,Post-measles neurological sequelae,7530,1
50% lower,Measles,Post-measles neurological sequelae,7560,1
50% lower,Measles,Post-measles neurological sequelae,7590,1
50% lower,Measles,Post-measles neurological sequelae,7620,1
50% lower,Measles,Post-measles neurological sequelae,7650,1
50% lower,Measles,Post-measles neurological sequelae,7680,1
50% lower,Measles,Post-measles neurological sequelae,7710,1
50% lower,Measles,Post-measles neurological sequelae,7740,1
50% lower,Measles,Post-measles neurological sequelae,7770,1
50% lower,Measles,Post-measles neurological sequelae,7800,1
50% lower,Measles,Post-measles neurological sequelae,7830,1
50% lower,Measles,Post-measles neurological sequelae,7860,1
50% lower,Measles,Post-measles neurological sequelae,7890,1
50% lower,Measles,Post-measles neurological sequelae,7920,1
50% lower,Measles,Post-measles neurological sequelae,7950,1
50% lower,Measles,Post-measles neurological sequelae,7980,1
50% lower,Measles,Post-measles neurological sequelae,8010,1
50% lower,Measles,Post-measles neurological sequelae,8040,1
50% lower,Measles,Post-measles neurological sequelae,8070,1
50% lower,Measles,Post-measles neurological sequelae,8100,1
50% lower,Measles,Post-measles neurological sequelae,8130,1
50% lower,Measles,Post-measles neurological sequelae,8160,1
50% lower,Measles,Post-measles neurological sequelae,8190,1
50% lower,Measles,Post-measles neurological sequelae,8220,1
50% lower,Measles,Post-measles neurological sequelae,8250,1
50% lower,Measles,Post-measles neurological sequelae,8280,1
50% lower,Measles,Post-measles neurological sequelae,8310,1
50% lower,Measles,Post-measles neurological sequelae,8340,1
50% lower,Measles,Post-measles neurological sequelae,8370,1
50% lower,Measles,Post-measles neurological sequelae,8400,1
50% lower,Measles,Post-measles neurological sequelae,8430,1
50% lower,Measles,Post-measles neurological sequelae,8460,1
50% lower,Measles,Post-measles neurological sequelae,8490,1
50% lower,Measles,Post-measles neurological sequelae,8520,1
50% lower,Measles,Post-measles neurological sequelae,8550,1
50% lower,Measles,Post-measles neurological sequelae,8580,1
50% lower,Measles,Post-measles neurological sequelae,8610,1
50% lower,Measles,Post-measles neurological sequelae,8640,1
50% lower,Measles,Post-measles neurological sequelae,8670,1
50% lower,Measles,Post-measles neurological sequelae,8700,1
50% lower,Measles,Post-measles neurological sequelae,8730,1
50% lower,Measles,Post-measles neurological sequelae,8760,1
50% lower,Measles,Post-measles neurological sequelae,8790,1
50% lower,Measles,Post-measles neurological sequelae,8820,1
50% lower,Measles,Post-measles neurological sequelae,8850,1
50% lower,Measles,Post-measles neurological sequelae,8880,1
50% lower,Measles,Post-measles neurological sequelae,8910,1
50% lower,Measles,Post-measles neurological sequelae,8940,1
50% lower,Measles,Post-measles neurological sequelae,8970,1
50% lower,Measles,Post-measles neurological sequelae,9000,1
50% lower,Measles,Post-measles neurological sequelae,9030,1
50% lower,Measles,Post-measles neurological sequelae,9060,1
50% lower,Measles,Post-measles neurological sequelae,9090,1
50% lower,Measles,Post-measles neurological sequelae,9120,1
25% lower,Measles,Post-measles neurological sequelae,30,0.003999999999999997
25% lower,Measles,Post-measles neurological sequelae,60,0.009000000000000024
25% lower,Measles,Post-measles neurological sequelae,90,0.017499999999999974
25% lower,Measles,Post-measles neurological sequelae,120,0.030500000000000027
25% lower,Measles,Post-measles neurological sequelae,150,0.044499999999999894
25% lower,Measles,Post-measles neurological sequelae,180,0.0535
25% lower,Measles,Post-measles neurological sequelae,210,0.06699999999999995
25% lower,Measles,Post-measles neurological sequelae,240,0.08200000000000009
25% lower,Measles,Post-measles neurological sequelae,270,0.0989999999999999
25% lower,Measles,Post-measles neurological sequelae,300,0.11400000000000005
25% lower,Measles,Post-measles neurological sequelae,330,0.125
25% lower,Measles,Post-measles neurological sequelae,360,0.1380000000000001
25% lower,Measles,Post-measles neurological sequelae,390,0.149
25% lower,Measles,Post-measles neurological sequelae,420,0.16149999999999984
25% lower,Measles,Post-measles neurological sequelae,450,0.17499999999999982
25% lower,Measles,Post-measles neurological sequelae,480,0.18700000000000003
25% lower,Measles,Post-measles neurological sequelae,510,0.2064999999999999
25% lower,Measles,Post-measles neurological sequelae,540,0.2224999999999999
25% lower,Measles,Post-measles neurological sequelae,570,0.23650000000000002
25% lower,Measles,Post-measles neurological sequelae,600,0.2535
25% lower,Measles,Post-measles neurological sequelae,630,0.267
25% lower,Measles,Post-measles neurological sequelae,660,0.281
25% lower,Measles,Post-measles neurological sequelae,690,0.2985
25% lower,Measles,Post-measles neurological sequelae,720,0.31399999999999995
25% lower,Measles,Post-measles neurological sequelae,750,0.32599999999999985
25% lower,Measles,Post-measles neurological sequelae,780,0.33599999999999985
25% lower,Measles,Post-measles neurological sequelae,810,0.34700000000000014
25% lower,Measles,Post-measles neurological sequelae,840,0.36199999999999993
25% lower,Measles,Post-measles neurological sequelae,870,0.37549999999999994
25% lower,Measles,Post-measles neurological sequelae,900,0.391
25% lower,Measles,Post-measles neurological sequelae,930,0.3995000000000002
25% lower,Measles,Post-measles neurological sequelae,960,0.41599999999999976
25% lower,Measles,Post-measles neurological sequelae,990,0.4270000000000002
25% lower,Measles,Post-measles neurological sequelae,1020,0.4415000000000002
25% lower,Measles,Post-measles neurological sequelae,1050,0.4555
25% lower,Measles,Post-measles neurological sequelae,1080,0.47500000000000014
25% lower,Measles,Post-measles neurological sequelae,1110,0.4935
25% lower,Measles,Post-measles neurological sequelae,1140,0.508
25% lower,Measles,Post-measles neurological sequelae,1170,0.5225
25% lower,Measles,Post-measles neurological sequelae,1200,0.5360000000000001
25% lower,Measles,Post-measles neurological sequelae,1230,0.5524999999999999
25% lower,Measles,Post-measles neurological sequelae,1260,0.5669999999999998
25% lower,Measles,Post-measles neurological sequelae,1290,0.5765
25% lower,Measles,Post-measles neurological sequelae,1320,0.5895
25% lower,Measles,Post-measles neurological sequelae,1350,0.604
25% lower,Measles,Post-measles neurological sequelae,1380,0.6190000000000001
25% lower,Measles,Post-measles neurological sequelae,1410,0.6285
25% lower,Measles,Post-measles neurological sequelae,1440,0.6454999999999999
25% lower,Measles,Post-measles neurological sequelae,1470,0.6595000000000002
25% lower,Measles,Post-measles neurological sequelae,1500,0.6725000000000001
25% lower,Measles,Post-measles neurological sequelae,1530,0.6895
25% lower,Measles,Post-measles neurological sequelae,1560,0.7045
25% lower,Measles,Post-measles neurological sequelae,1590,0.7239999999999999
25% lower,Measles,Post-measles neurological sequelae,1620,0.7395000000000002
25% lower,Measles,Post-measles neurological sequelae,1650,0.7505000000000001
25% lower,Measles,Post-measles neurological sequelae,1680,0.7665
25% lower,Measles,Post-measles neurological sequelae,1710,0.7795
25% lower,Measles,Post-measles neurological sequelae,1740,0.7909999999999999
25% lower,Measles,Post-measles neurological sequelae,1770,0.803
25% lower,Measles,Post-measles neurological sequelae,1800,0.8190000000000001
25% lower,Measles,Post-measles neurological sequelae,1830,0.8355
25% lower,Measles,Post-measles neurological sequelae,1860,0.8480000000000001
25% lower,Measles,Post-measles neurological sequelae,1890,0.8625
25% lower,Measles,Post-measles neurological sequelae,1920,0.8720000000000001
25% lower,Measles,Post-measles neurological sequelae,1950,0.8859999999999999
25% lower,Measles,Post-measles neurological sequelae,1980,0.8979999999999999
25% lower,Measles,Post-measles neurological sequelae,2010,0.9105000000000001
25% lower,Measles,Post-measles neurological sequelae,2040,0.9239999999999999
25% lower,Measles,Post-measles neurological sequelae,2070,0.9334999999999999
25% lower,Measles,Post-measles neurological sequelae,2100,0.9455
25% lower,Measles,Post-measles neurological sequelae,2130,0.9540000000000001
25% lower,Measles,Post-measles neurological sequelae,2160,0.9635000000000001
25% lower,Measles,Post-measles neurological sequelae,2190,0.9685
25% lower,Measles,Post-measles neurological sequelae,2220,0.9735
25% lower,Measles,Post-measles neurological sequelae,2250,0.9775
25% lower,Measles,Post-measles neurological sequelae,2280,0.982
25% lower,Measles,Post-measles neurological sequelae,2310,0.9884999999999999
25% lower,Measles,Post-measles neurological sequelae,2340,0.9915
25% lower,Measles,Post-measles neurological sequelae,2370,0.994
25% lower,Measles,Post-measles neurological sequelae,2400,0.995
25% lower,Measles,Post-measles neurological sequelae,2430,0.996
25% lower,Measles,Post-measles neurological sequelae,2460,0.9975
25% lower,Measles,Post-measles neurological sequelae,2490,0.9985
25% lower,Measles,Post-measles neurological sequelae,2520,0.999
25% lower,Measles,Post-measles neurological sequelae,2550,1
25% lower,Measles,Post-measles neurological sequelae,2580,1
25% lower,Measles,Post-measles neurological sequelae,2610,1
25% lower,Measles,Post-measles neurological sequelae,2640,1
25% lower,Measles,Post-measles neurological sequelae,2670,1
25% lower,Measles,Post-measles neurological sequelae,2700,1
25% lower,Measles,Post-measles neurological sequelae,2730,1
25% lower,Measles,Post-measles neurological sequelae,2760,1
25% lower,Measles,Post-measles neurological sequelae,2790,1
25% lower,Measles,Post-measles neurological sequelae,2820,1
25% lower,Measles,Post-measles neurological sequelae,2850,1
25% lower,Measles,Post-measles neurological sequelae,2880,1
25% lower,Measles,Post-measles neurological sequelae,2910,1
25% lower,Measles,Post-measles neurological sequelae,2940,1
25% lower,Measles,Post-measles neurological sequelae,2970,1
25% lower,Measles,Post-measles neurological sequelae,3000,1
25% lower,Measles,Post-measles neurological sequelae,3030,1
25% lower,Measles,Post-measles neurological sequelae,3060,1
25% lower,Measles,Post-measles neurological sequelae,3090,1
25% lower,Measles,Post-measles neurological sequelae,3120,1
25% lower,Measles,Post-measles neurological sequelae,3150,1
25% lower,Measles,Post-measles neurological sequelae,3180,1
25% lower,Measles,Post-measles neurological sequelae,3210,1
25% lower,Measles,Post-measles neurological sequelae,3240,1
25% lower,Measles,Post-measles neurological sequelae,3270,1
25% lower,Measles,Post-measles neurological sequelae,3300,1
25% lower,Measles,Post-measles neurological sequelae,3330,1
25% lower,Measles,Post-measles neurological sequelae,3360,1
25% lower,Measles,Post-measles neurological sequelae,3390,1
25% lower,Measles,Post-measles neurological sequelae,3420,1
25% lower,Measles,Post-measles neurological sequelae,3450,1
25% lower,Measles,Post-measles neurological sequelae,3480,1
25% lower,Measles,Post-measles neurological sequelae,3510,1
25% lower,Measles,Post-measles neurological sequelae,3540,1
25% lower,Measles,Post-measles neurological sequelae,3570,1
25% lower,Measles,Post-measles neurological sequelae,3600,1
25% lower,Measles,Post-measles neurological sequelae,3630,1
25% lower,Measles,Post-measles neurological sequelae,3660,1
25% lower,Measles,Post-measles neurological sequelae,3690,1
25% lower,Measles,Post-measles neurological sequelae,3720,1
25% lower,Measles,Post-measles neurological sequelae,3750,1
25% lower,Measles,Post-measles neurological sequelae,3780,1
25% lower,Measles,Post-measles neurological sequelae,3810,1
25% lower,Measles,Post-measles neurological sequelae,3840,1
25% lower,Measles,Post-measles neurological sequelae,3870,1
25% lower,Measles,Post-measles neurological sequelae,3900,1
25% lower,Measles,Post-measles neurological sequelae,3930,1
25% lower,Measles,Post-measles neurological sequelae,3960,1
25% lower,Measles,Post-measles neurological sequelae,3990,1
25% lower,Measles,Post-measles neurological sequelae,4020,1
25% lower,Measles,Post-measles neurological sequelae,4050,1
25% lower,Measles,Post-measles neurological sequelae,4080,1
25% lower,Measles,Post-measles neurological sequelae,4110,1
25% lower,Measles,Post-measles neurological sequelae,4140,1
25% lower,Measles,Post-measles neurological sequelae,4170,1
25% lower,Measles,Post-measles neurological sequelae,4200,1
25% lower,Measles,Post-measles neurological sequelae,4230,1
25% lower,Measles,Post-measles neurological sequelae,4260,1
25% lower,Measles,Post-measles neurological sequelae,4290,1
25% lower,Measles,Post-measles neurological sequelae,4320,1
25% lower,Measles,Post-measles neurological sequelae,4350,1
25% lower,Measles,Post-measles neurological sequelae,4380,1
25% lower,Measles,Post-measles neurological sequelae,4410,1
25% lower,Measles,Post-measles neurological sequelae,4440,1
25% lower,Measles,Post-measles neurological sequelae,4470,1
25% lower,Measles,Post-measles neurological sequelae,4500,1
25% lower,Measles,Post-measles neurological sequelae,4530,1
25% lower,Measles,Post-measles neurological sequelae,4560,1
25% lower,Measles,Post-measles neurological sequelae,4590,1
25% lower,Measles,Post-measles neurological sequelae,4620,1
25% lower,Measles,Post-measles neurological sequelae,4650,1
25% lower,Measles,Post-measles neurological sequelae,4680,1
25% lower,Measles,Post-measles neurological sequelae,4710,1
25% lower,Measles,Post-measles neurological sequelae,4740,1
25% lower,Measles,Post-measles neurological sequelae,4770,1
25% lower,Measles,Post-measles neurological sequelae,4800,1
25% lower,Measles,Post-measles neurological sequelae,4830,1
25% lower,Measles,Post-measles neurological sequelae,4860,1
25% lower,Measles,Post-measles neurological sequelae,4890,1
25% lower,Measles,Post-measles neurological sequelae,4920,1
25% lower,Measles,Post-measles neurological sequelae,4950,1
25% lower,Measles,Post-measles neurological sequelae,4980,1
25% lower,Measles,Post-measles neurological sequelae,5010,1
25% lower,Measles,Post-measles neurological sequelae,5040,1
25% lower,Measles,Post-measles neurological sequelae,5070,1
25% lower,Measles,Post-measles neurological sequelae,5100,1
25% lower,Measles,Post-measles neurological sequelae,5130,1
25% lower,Measles,Post-measles neurological sequelae,5160,1
25% lower,Measles,Post-measles neurological sequelae,5190,1
25% lower,Measles,Post-measles neurological sequelae,5220,1
25% lower,Measles,Post-measles neurological sequelae,5250,1
25% lower,Measles,Post-measles neurological sequelae,5280,1
25% lower,Measles,Post-measles neurological sequelae,5310,1
25% lower,Measles,Post-measles neurological sequelae,5340,1
25% lower,Measles,Post-measles neurological sequelae,5370,1
25% lower,Measles,Post-measles neurological sequelae,5400,1
25% lower,Measles,Post-measles neurological sequelae,5430,1
25% lower,Measles,Post-measles neurological sequelae,5460,1
25% lower,Measles,Post-measles neurological sequelae,5490,1
25% lower,Measles,Post-measles neurological sequelae,5520,1
25% lower,Measles,Post-measles neurological sequelae,5550,1
