pathogen_cat,metric_cat,state,vaccine_coverage_cat,time,winsorized_mean,mean,p025,p975
Measles,Cumulative new infections,US,Current levels,1600,828.1116999999999,835.2554999999999,473.97499999999997,1505.1249999999993
Measles,Cumulative new infections,US,Current levels,1602,829.3995000000001,836.4760000000001,474,1509.0499999999997
Measles,Cumulative new infections,US,Current levels,1604,830.6031999999998,837.6760000000003,474,1510.0249999999999
Measles,Cumulative new infections,US,Current levels,1606,831.7547999999999,838.85,474,1511.0499999999997
Measles,Cumulative new infections,US,Current levels,1608,832.9633000000001,840.0695000000002,474.975,1511.0499999999997
Measles,Cumulative new infections,US,Current levels,1610,834.0975999999998,841.22,475,1514.0499999999997
Measles,Cumulative new infections,US,Current levels,1612,835.3142999999998,842.3894999999999,476.975,1514.1249999999993
Measles,Cumulative new infections,US,Current levels,1614,836.4877999999998,843.5780000000003,477,1514.174999999999
Measles,Cumulative new infections,US,Current levels,1616,837.6408999999999,844.7274999999997,479.975,1514.3249999999982
Measles,Cumulative new infections,US,Current levels,1618,838.8018000000001,845.9105,480,1514.3999999999978
Measles,Cumulative new infections,US,Current levels,1620,839.9598,847.0944999999999,480.975,1518.349999999998
Measles,Cumulative new infections,US,Current levels,1622,841.1607999999999,848.2695,481.97499999999997,1525.2249999999988
Measles,Cumulative new infections,US,Current levels,1624,842.3164000000002,849.4620000000002,482,1528.174999999999
Measles,Cumulative new infections,US,Current levels,1626,843.4826000000002,850.6420000000002,482.975,1532.1249999999993
Measles,Cumulative new infections,US,Current levels,1628,844.5665,851.7879999999999,483.97499999999997,1537.0999999999995
Measles,Cumulative new infections,US,Current levels,1630,845.7429999999999,853,484.975,1537.1249999999993
Measles,Cumulative new infections,US,Current levels,1632,846.8975,854.1875,484.975,1537.199999999999
Measles,Cumulative new infections,US,Current levels,1634,848.0428999999999,855.3740000000001,485,1537.2749999999985
Measles,Cumulative new infections,US,Current levels,1636,849.1592,856.5710000000001,485.975,1549.0999999999995
Measles,Cumulative new infections,US,Current levels,1638,850.3738999999998,857.8005000000004,487,1555.0999999999995
Measles,Cumulative new infections,US,Current levels,1640,851.5154000000001,859.0274999999999,487.975,1558.2249999999988
Measles,Cumulative new infections,US,Current levels,1642,852.6320000000001,860.2164999999999,488.95000000000005,1560.199999999999
Measles,Cumulative new infections,US,Current levels,1644,853.7907999999999,861.4370000000001,489.925,1562.199999999999
Measles,Cumulative new infections,US,Current levels,1646,854.98,862.6505000000002,489.97499999999997,1565.174999999999
Measles,Cumulative new infections,US,Current levels,1648,856.1127999999998,863.8264999999999,490,1568.2249999999988
Measles,Cumulative new infections,US,Current levels,1650,857.2707999999998,865.0304999999996,490.975,1570.199999999999
Measles,Cumulative new infections,US,Current levels,1652,858.4431,866.2294999999999,491.975,1572.2499999999986
Measles,Cumulative new infections,US,Current levels,1654,859.6523000000001,867.487,491.975,1578.0999999999995
Measles,Cumulative new infections,US,Current levels,1656,860.9224999999999,868.6595000000001,492,1583.0499999999997
Measles,Cumulative new infections,US,Current levels,1658,862.1744000000001,869.8469999999998,492.975,1587.0249999999999
Measles,Cumulative new infections,US,Current levels,1660,863.3245000000001,871.0700000000002,493.975,1588.0249999999999
Measles,Cumulative new infections,US,Current levels,1662,864.4347999999999,872.266,494.97499999999997,1590.0249999999999
Measles,Cumulative new infections,US,Current levels,1664,865.5538000000001,873.4275000000002,495,1592.0249999999999
Measles,Cumulative new infections,US,Current levels,1666,866.7069999999999,874.5930000000001,496.975,1593.0499999999997
Measles,Cumulative new infections,US,Current levels,1668,867.8405999999998,875.7660000000001,499.92499999999995,1593.0499999999997
Measles,Cumulative new infections,US,Current levels,1670,868.9640999999999,876.9124999999999,499.95,1595.0249999999999
Measles,Cumulative new infections,US,Current levels,1672,870.0935000000001,878.0905000000002,499.95,1597
Measles,Cumulative new infections,US,Current levels,1674,871.271,879.302,500.975,1598
Measles,Cumulative new infections,US,Current levels,1676,872.4613000000002,880.4954999999999,502.97499999999997,1599
Measles,Cumulative new infections,US,Current levels,1678,873.6651999999999,881.6759999999999,505,1600.0499999999997
Measles,Cumulative new infections,US,Current levels,1680,874.7812000000001,882.8335000000001,505.97499999999997,1600.1499999999992
Measles,Cumulative new infections,US,Current levels,1682,875.9224999999998,883.9899999999997,506,1600.2749999999985
Measles,Cumulative new infections,US,Current levels,1684,877.1014999999999,885.1605,508.925,1601.2749999999985
Measles,Cumulative new infections,US,Current levels,1686,878.1756,886.3015,508.925,1603.374999999998
Measles,Cumulative new infections,US,Current levels,1688,879.2796999999999,887.4895000000002,509,1606.3249999999982
Measles,Cumulative new infections,US,Current levels,1690,880.3886000000001,888.6889999999999,509.975,1610.2999999999984
Measles,Cumulative new infections,US,Current levels,1692,881.5441,889.8725000000003,510.97499999999997,1612.2999999999984
Measles,Cumulative new infections,US,Current levels,1694,882.7222000000002,891.084,511.95,1619.174999999999
Measles,Cumulative new infections,US,Current levels,1696,883.8582000000001,892.2800000000001,512.975,1624.0499999999997
Measles,Cumulative new infections,US,Current levels,1698,885.0694,893.4515,513,1628
Measles,Cumulative new infections,US,Current levels,1700,886.2479000000001,894.6320000000002,514.95,1628
Measles,Cumulative new infections,US,Current levels,1702,887.4334999999999,895.826,515.925,1628.0249999999999
Measles,Cumulative new infections,US,Current levels,1704,888.5682,897.0155000000001,517.9250000000001,1628.0249999999999
Measles,Cumulative new infections,US,Current levels,1706,889.6760999999999,898.1920000000001,517.95,1630
Measles,Cumulative new infections,US,Current levels,1708,890.8154,899.3870000000001,517.975,1630
Measles,Cumulative new infections,US,Current levels,1710,891.9631,900.5780000000003,518,1630.0999999999995
Measles,Cumulative new infections,US,Current levels,1712,893.1817,901.7874999999998,519,1631.174999999999
Measles,Cumulative new infections,US,Current levels,1714,894.3696,902.927,521,1632.1499999999992
Measles,Cumulative new infections,US,Current levels,1716,895.5421,904.1209999999999,522.975,1633.1249999999993
Measles,Cumulative new infections,US,Current levels,1718,896.6675000000002,905.2964999999998,524,1634.1249999999993
Measles,Cumulative new infections,US,Current levels,1720,897.7589,906.4509999999999,524,1634.1249999999993
Measles,Cumulative new infections,US,Current levels,1722,898.9276,907.6379999999998,524,1635.0999999999995
Measles,Cumulative new infections,US,Current levels,1724,900.0665,908.8520000000001,524.975,1635.0999999999995
Measles,Cumulative new infections,US,Current levels,1726,901.1906,910.005,525.9499999999999,1635.0999999999995
Measles,Cumulative new infections,US,Current levels,1728,902.3115000000001,911.1889999999997,525.9749999999999,1637.0499999999997
Measles,Cumulative new infections,US,Current levels,1730,903.4550000000002,912.3789999999996,526,1639.0249999999999
Measles,Cumulative new infections,US,Current levels,1732,904.5553999999997,913.5505000000003,527,1641
Measles,Cumulative new infections,US,Current levels,1734,905.6834999999999,914.6945000000001,528.95,1641.0249999999999
Measles,Cumulative new infections,US,Current levels,1736,906.7549,915.8494999999999,530.9749999999999,1641.1249999999993
Measles,Cumulative new infections,US,Current levels,1738,907.9228999999998,917.041,530.9749999999999,1641.174999999999
Measles,Cumulative new infections,US,Current levels,1740,909.0405,918.2310000000002,531,1641.174999999999
Measles,Cumulative new infections,US,Current levels,1742,910.1648,919.393,531.975,1641.2249999999988
Measles,Cumulative new infections,US,Current levels,1744,911.2594,920.5495000000001,532,1642.199999999999
Measles,Cumulative new infections,US,Current levels,1746,912.3333999999999,921.7009999999999,532,1643.199999999999
Measles,Cumulative new infections,US,Current levels,1748,913.4474,922.88,533,1643.2249999999988
Measles,Cumulative new infections,US,Current levels,1750,914.5506,924.0759999999999,534.975,1643.2249999999988
Measles,Cumulative new infections,US,Current levels,1752,915.6655999999999,925.246,535,1645.174999999999
Measles,Cumulative new infections,US,Current levels,1754,916.7943000000001,926.4315,535.975,1645.2249999999988
Measles,Cumulative new infections,US,Current levels,1756,917.9046000000001,927.6204999999999,536.9749999999999,1647.174999999999
Measles,Cumulative new infections,US,Current levels,1758,919.1090999999996,928.8125,537.975,1648.174999999999
Measles,Cumulative new infections,US,Current levels,1760,920.2403000000003,929.9760000000001,538,1648.2249999999988
Measles,Cumulative new infections,US,Current levels,1762,921.2951,931.098,538.975,1648.2249999999988
Measles,Cumulative new infections,US,Current levels,1764,922.3991,932.252,540.95,1650.174999999999
Measles,Cumulative new infections,US,Current levels,1766,923.452,933.366,540.975,1651.1499999999992
Measles,Cumulative new infections,US,Current levels,1768,924.5642000000001,934.5134999999998,541,1653.1249999999993
Measles,Cumulative new infections,US,Current levels,1770,925.7559,935.7074999999999,541.9749999999999,1655.0749999999996
Measles,Cumulative new infections,US,Current levels,1772,926.9263000000001,936.8955,542.975,1658.0999999999995
Measles,Cumulative new infections,US,Current levels,1774,928.0938,938.0865,543,1658.174999999999
Measles,Cumulative new infections,US,Current levels,1776,929.2561000000001,939.262,543,1658.2999999999984
Measles,Cumulative new infections,US,Current levels,1778,930.3632000000001,940.4584999999998,543,1659.2999999999984
Measles,Cumulative new infections,US,Current levels,1780,931.5966000000003,941.6485000000004,543.975,1659.2999999999984
Measles,Cumulative new infections,US,Current levels,1782,932.6739000000002,942.8030000000001,544.975,1660.2999999999984
Measles,Cumulative new infections,US,Current levels,1784,933.8184000000001,943.9815000000001,545.975,1661.2749999999985
Measles,Cumulative new infections,US,Current levels,1786,934.9587,945.149,546,1662.2499999999986
Measles,Cumulative new infections,US,Current levels,1788,936.0932999999998,946.3609999999996,547,1662.2499999999986
Measles,Cumulative new infections,US,Current levels,1790,937.2094999999999,947.5625,548.95,1663.2249999999988
Measles,Cumulative new infections,US,Current levels,1792,938.3446999999998,948.7514999999997,549,1665.199999999999
Measles,Cumulative new infections,US,Current levels,1794,939.4608000000001,949.9294999999998,553.9,1665.2249999999988
Measles,Cumulative new infections,US,Current levels,1796,940.5391,951.0790000000002,553.95,1666.199999999999
Measles,Cumulative new infections,US,Current levels,1798,941.7499000000001,952.2805,555.9000000000001,1667.174999999999
Measles,Cumulative new infections,US,Current levels,1800,942.8853999999999,953.436,555.9000000000001,1668.174999999999
Measles,Cumulative new infections,US,Current levels,1802,944.0813999999996,954.6009999999999,556.9000000000001,1669.174999999999
Measles,Cumulative new infections,US,Current levels,1804,945.2032000000002,955.7905000000002,556.9000000000001,1669.2749999999985
Measles,Cumulative new infections,US,Current levels,1806,946.3027,956.9465,557.9,1669.2749999999985
Measles,Cumulative new infections,US,Current levels,1808,947.4317,958.0975000000001,557.925,1669.3249999999982
Measles,Cumulative new infections,US,Current levels,1810,948.5639,959.2779999999999,560,1672.2499999999986
Measles,Cumulative new infections,US,Current levels,1812,949.6304000000001,960.425,561,1672.2499999999986
Measles,Cumulative new infections,US,Current levels,1814,950.7607000000003,961.5530000000001,561.975,1673.2249999999988
Measles,Cumulative new infections,US,Current levels,1816,951.8963000000001,962.723,562,1674.199999999999
Measles,Cumulative new infections,US,Current levels,1818,953.0237000000001,963.9270000000001,563,1677.1249999999993
Measles,Cumulative new infections,US,Current levels,1820,954.1073000000001,965.0905,563,1678.1499999999992
Measles,Cumulative new infections,US,Current levels,1822,955.1634,966.2305000000002,564,1678.1499999999992
Measles,Cumulative new infections,US,Current levels,1824,956.1797,967.3504999999999,564,1679.1249999999993
Measles,Cumulative new infections,US,High vaccination,1,0.09350000000000001,0.09800000000000005,0,1
Measles,Cumulative new infections,US,High vaccination,2,0.20750000000000032,0.21050000000000024,0,1
Measles,Cumulative new infections,US,High vaccination,4,0.38349999999999973,0.39800000000000024,0,2
Measles,Cumulative new infections,US,High vaccination,6,0.6160000000000002,0.624,0,3
Measles,Cumulative new infections,US,High vaccination,8,0.8010000000000003,0.8265000000000003,0,3
Measles,Cumulative new infections,US,High vaccination,10,1.0494999999999997,1.0675000000000006,0,4
Measles,Cumulative new infections,US,High vaccination,12,1.3199999999999998,1.3369999999999997,0,4
Measles,Cumulative new infections,US,High vaccination,14,1.5535000000000003,1.5849999999999995,0,5
Measles,Cumulative new infections,US,High vaccination,16,1.8399999999999983,1.8644999999999994,0,6
Measles,Cumulative new infections,US,High vaccination,18,2.1070000000000007,2.1324999999999994,0,6
Measles,Cumulative new infections,US,High vaccination,20,2.382399999999998,2.4239999999999995,0,7
Measles,Cumulative new infections,US,High vaccination,22,2.6879999999999997,2.732499999999999,0,8
Measles,Cumulative new infections,US,High vaccination,24,2.994,3.038500000000001,0,9
Measles,Cumulative new infections,US,High vaccination,26,3.3270000000000013,3.370500000000001,0,9.024999999999864
Measles,Cumulative new infections,US,High vaccination,28,3.669000000000001,3.712500000000001,0,10
Measles,Cumulative new infections,US,High vaccination,30,4.039499999999999,4.084500000000001,0,11
Measles,Cumulative new infections,US,High vaccination,32,4.408499999999998,4.453500000000001,0,13
Measles,Cumulative new infections,US,High vaccination,34,4.775,4.82,0,13
Measles,Cumulative new infections,US,High vaccination,36,5.159,5.2035,0,14
Measles,Cumulative new infections,US,High vaccination,38,5.5405000000000015,5.603500000000002,0,15
Measles,Cumulative new infections,US,High vaccination,40,5.9365000000000014,5.998499999999997,0.9750000000000014,15
Measles,Cumulative new infections,US,High vaccination,42,6.351499999999999,6.416500000000001,1,16
Measles,Cumulative new infections,US,High vaccination,44,6.8065,6.853,1,18
Measles,Cumulative new infections,US,High vaccination,46,7.2499,7.3039999999999985,1,19
Measles,Cumulative new infections,US,High vaccination,48,7.669500000000001,7.730000000000001,1,20
Measles,Cumulative new infections,US,High vaccination,50,8.1375,8.182,1,21
Measles,Cumulative new infections,US,High vaccination,52,8.609500000000002,8.656,1,22
Measles,Cumulative new infections,US,High vaccination,54,9.096499999999999,9.146499999999998,1,23
Measles,Cumulative new infections,US,High vaccination,56,9.593000000000002,9.655999999999997,2,24
Measles,Cumulative new infections,US,High vaccination,58,10.130000000000003,10.1695,2,25.024999999999864
Measles,Cumulative new infections,US,High vaccination,60,10.640499999999998,10.712499999999999,2,27
Measles,Cumulative new infections,US,High vaccination,62,11.149900000000002,11.231500000000002,2,28
Measles,Cumulative new infections,US,High vaccination,64,11.706499999999998,11.783499999999998,2,29
Measles,Cumulative new infections,US,High vaccination,66,12.256499999999999,12.353500000000002,2,30
Measles,Cumulative new infections,US,High vaccination,68,12.849499999999997,12.9255,2,31
Measles,Cumulative new infections,US,High vaccination,70,13.410499999999999,13.503000000000002,3,33
Measles,Cumulative new infections,US,High vaccination,72,13.981000000000003,14.091999999999999,3,34.024999999999864
Measles,Cumulative new infections,US,High vaccination,74,14.569,14.655,3,35.024999999999864
Measles,Cumulative new infections,US,High vaccination,76,15.147000000000004,15.251500000000002,3,37
Measles,Cumulative new infections,US,High vaccination,78,15.736499999999996,15.858500000000005,3,38
Measles,Cumulative new infections,US,High vaccination,80,16.381,16.499499999999994,4,40
Measles,Cumulative new infections,US,High vaccination,82,17.024999999999995,17.124499999999994,4,41
Measles,Cumulative new infections,US,High vaccination,84,17.5984,17.71999999999999,4,42
Measles,Cumulative new infections,US,High vaccination,86,18.287,18.411,4,44
Measles,Cumulative new infections,US,High vaccination,88,18.923899999999993,19.078000000000007,4,46
Measles,Cumulative new infections,US,High vaccination,90,19.556999999999995,19.734999999999992,5,47
Measles,Cumulative new infections,US,High vaccination,92,20.218,20.397499999999997,5,48.024999999999864
Measles,Cumulative new infections,US,High vaccination,94,20.869899999999994,21.045499999999997,5,50
Measles,Cumulative new infections,US,High vaccination,96,21.540000000000003,21.724,5,52
Measles,Cumulative new infections,US,High vaccination,98,22.217000000000006,22.407999999999994,5,54
Measles,Cumulative new infections,US,High vaccination,100,22.878000000000004,23.095499999999994,5.975000000000001,55
Measles,Cumulative new infections,US,High vaccination,102,23.5619,23.78299999999999,6,57
Measles,Cumulative new infections,US,High vaccination,104,24.283400000000004,24.490500000000004,6,58
Measles,Cumulative new infections,US,High vaccination,106,24.991500000000013,25.201499999999992,6,60
Measles,Cumulative new infections,US,High vaccination,108,25.676399999999997,25.9095,6,62
Measles,Cumulative new infections,US,High vaccination,110,26.40999999999999,26.625,6,64.02499999999986
Measles,Cumulative new infections,US,High vaccination,112,27.083899999999996,27.34049999999999,7,66
Measles,Cumulative new infections,US,High vaccination,114,27.818500000000007,28.0655,7,67
Measles,Cumulative new infections,US,High vaccination,116,28.53900000000001,28.789500000000004,7,68
Measles,Cumulative new infections,US,High vaccination,118,29.311000000000007,29.563999999999997,7,71
Measles,Cumulative new infections,US,High vaccination,120,30.06040000000001,30.323500000000003,8,72.02499999999986
Measles,Cumulative new infections,US,High vaccination,122,30.83349999999999,31.101,8,75
Measles,Cumulative new infections,US,High vaccination,124,31.618000000000002,31.870500000000003,8.975000000000001,78
Measles,Cumulative new infections,US,High vaccination,126,32.37600000000001,32.63100000000002,9,79
Measles,Cumulative new infections,US,High vaccination,128,33.1445,33.397000000000006,9,80.02499999999986
Measles,Cumulative new infections,US,High vaccination,130,33.95649999999999,34.2045,9,83.02499999999986
Measles,Cumulative new infections,US,High vaccination,132,34.74389999999999,35.017,10,86
Measles,Cumulative new infections,US,High vaccination,134,35.564499999999995,35.80900000000001,10,88
Measles,Cumulative new infections,US,High vaccination,136,36.373499999999986,36.627499999999976,10,89.02499999999986
Measles,Cumulative new infections,US,High vaccination,138,37.170000000000016,37.43049999999998,11,91.02499999999986
Measles,Cumulative new infections,US,High vaccination,140,37.98749999999999,38.26500000000001,11,94
Measles,Cumulative new infections,US,High vaccination,142,38.8525,39.104,11,95.02499999999986
Measles,Cumulative new infections,US,High vaccination,144,39.698399999999985,39.96250000000001,11,96.02499999999986
Measles,Cumulative new infections,US,High vaccination,146,40.513400000000004,40.79699999999999,12,98.02499999999986
Measles,Cumulative new infections,US,High vaccination,148,41.334900000000005,41.62,12,100
Measles,Cumulative new infections,US,High vaccination,150,42.177400000000006,42.484,13,101
Measles,Cumulative new infections,US,High vaccination,152,43.00140000000001,43.31649999999999,13,103
Measles,Cumulative new infections,US,High vaccination,154,43.9,44.20600000000001,13,104
Measles,Cumulative new infections,US,High vaccination,156,44.719500000000004,45.048500000000004,14,105.04999999999973
Measles,Cumulative new infections,US,High vaccination,158,45.5274,45.8735,14,108
Measles,Cumulative new infections,US,High vaccination,160,46.421999999999976,46.758500000000005,14,110
Measles,Cumulative new infections,US,High vaccination,162,47.21790000000001,47.60150000000001,15,111
Measles,Cumulative new infections,US,High vaccination,164,48.10049999999999,48.496,15,113
Measles,Cumulative new infections,US,High vaccination,166,48.9534,49.35549999999999,15,115
Measles,Cumulative new infections,US,High vaccination,168,49.82489999999999,50.23100000000001,15,116
Measles,Cumulative new infections,US,High vaccination,170,50.705999999999996,51.13399999999999,16,117
Measles,Cumulative new infections,US,High vaccination,172,51.56640000000001,51.99950000000002,16,119
Measles,Cumulative new infections,US,High vaccination,174,52.43500000000001,52.8825,17,121
Measles,Cumulative new infections,US,High vaccination,176,53.304500000000026,53.758999999999986,17,121.02499999999986
Measles,Cumulative new infections,US,High vaccination,178,54.16099999999997,54.62250000000003,17,124
Measles,Cumulative new infections,US,High vaccination,180,55.026900000000005,55.498000000000005,17,126
Measles,Cumulative new infections,US,High vaccination,182,55.923,56.382,18,128
Measles,Cumulative new infections,US,High vaccination,184,56.83749999999998,57.281499999999966,18,129.02499999999986
Measles,Cumulative new infections,US,High vaccination,186,57.73200000000002,58.18649999999998,18,132
Measles,Cumulative new infections,US,High vaccination,188,58.6585,59.09899999999998,18.975,134
Measles,Cumulative new infections,US,High vaccination,190,59.53940000000001,59.99349999999998,19,136.02499999999986
Measles,Cumulative new infections,US,High vaccination,192,60.4404,60.8975,19,138
Measles,Cumulative new infections,US,High vaccination,194,61.34449999999999,61.810499999999976,19,140.02499999999986
Measles,Cumulative new infections,US,High vaccination,196,62.27689999999999,62.732499999999995,20,143.02499999999986
Measles,Cumulative new infections,US,High vaccination,198,63.2089,63.68149999999999,20,146.02499999999986
Measles,Cumulative new infections,US,High vaccination,200,64.14710000000001,64.594,21,148.02499999999986
Measles,Cumulative new infections,US,High vaccination,202,65.07100000000004,65.53200000000002,21,150
Measles,Cumulative new infections,US,High vaccination,204,65.9375,66.42599999999999,21,151.02499999999986
Measles,Cumulative new infections,US,High vaccination,206,66.89299999999999,67.37999999999997,22,153.02499999999986
Measles,Cumulative new infections,US,High vaccination,208,67.7919,68.31199999999998,22.975,154
Measles,Cumulative new infections,US,High vaccination,210,68.72790000000002,69.26799999999997,23,156
Measles,Cumulative new infections,US,High vaccination,212,69.7279,70.223,23,158
Measles,Cumulative new infections,US,High vaccination,214,70.68500000000002,71.18149999999999,24,161
Measles,Cumulative new infections,US,High vaccination,216,71.5969,72.12399999999998,24,162.02499999999986
Measles,Cumulative new infections,US,High vaccination,218,72.54689999999998,73.081,24,163.02499999999986
Measles,Cumulative new infections,US,High vaccination,220,73.478,74.00600000000001,24,165.02499999999986
Measles,Cumulative new infections,US,High vaccination,222,74.41550000000002,74.94400000000002,25,166.04999999999973
Measles,Cumulative new infections,US,High vaccination,224,75.3624,75.91900000000001,25,169
Measles,Cumulative new infections,US,High vaccination,226,76.33599999999998,76.87650000000001,26,170.04999999999973
Measles,Cumulative new infections,US,High vaccination,228,77.29100000000003,77.84049999999999,26,173
Measles,Cumulative new infections,US,High vaccination,230,78.2498,78.793,26,173.02499999999986
Measles,Cumulative new infections,US,High vaccination,232,79.22909999999997,79.80750000000002,27,175.04999999999973
Measles,Cumulative new infections,US,High vaccination,234,80.19620000000003,80.77699999999999,27,179.02499999999986
Measles,Cumulative new infections,US,High vaccination,236,81.1989,81.7325,28,181.02499999999986
Measles,Cumulative new infections,US,High vaccination,238,82.17400000000002,82.72300000000003,28,183
Measles,Cumulative new infections,US,High vaccination,240,83.122,83.67400000000002,28,187
Measles,Cumulative new infections,US,High vaccination,242,84.08640000000001,84.683,28.975,189
Measles,Cumulative new infections,US,High vaccination,244,85.0554,85.64800000000001,28.975,191.04999999999973
Measles,Cumulative new infections,US,High vaccination,246,86.07400000000001,86.6395,29,193.0749999999996
Measles,Cumulative new infections,US,High vaccination,248,87.03599999999997,87.63600000000002,30,196.04999999999973
Measles,Cumulative new infections,US,High vaccination,250,88.00910000000003,88.62399999999998,30,199.02499999999986
Measles,Cumulative new infections,US,High vaccination,252,88.97279999999999,89.61250000000001,31,200.04999999999973
Measles,Cumulative new infections,US,High vaccination,254,89.97439999999997,90.58800000000002,31,203.02499999999986
Measles,Cumulative new infections,US,High vaccination,256,90.9604,91.57049999999998,31,204
Measles,Cumulative new infections,US,High vaccination,258,91.95400000000004,92.56049999999996,31.975,204.0749999999996
Measles,Cumulative new infections,US,High vaccination,260,92.9375,93.54000000000002,32,209
Measles,Cumulative new infections,US,High vaccination,262,93.89939999999996,94.504,32,212
Measles,Cumulative new infections,US,High vaccination,264,94.8659,95.481,33,213.04999999999973
Measles,Cumulative new infections,US,High vaccination,266,95.85189999999999,96.486,33,216
Measles,Cumulative new infections,US,High vaccination,268,96.8574,97.508,33,219.02499999999986
Measles,Cumulative new infections,US,High vaccination,270,97.8681,98.51000000000002,34,220.04999999999973
Measles,Cumulative new infections,US,High vaccination,272,98.86189999999999,99.52000000000001,34,224.02499999999986
Measles,Cumulative new infections,US,High vaccination,274,99.84000000000002,100.51799999999997,35,226.02499999999986
Measles,Cumulative new infections,US,High vaccination,276,100.8694,101.55049999999997,35,227.04999999999973
Measles,Cumulative new infections,US,High vaccination,278,101.8885,102.58049999999999,35.975,229.02499999999986
Measles,Cumulative new infections,US,High vaccination,280,102.8786,103.5915,36,231
Measles,Cumulative new infections,US,High vaccination,282,103.88780000000001,104.62299999999999,36,232.02499999999986
Measles,Cumulative new infections,US,High vaccination,284,104.89829999999999,105.6335,36.975,235
Measles,Cumulative new infections,US,High vaccination,286,105.8954,106.633,37,236.02499999999986
Measles,Cumulative new infections,US,High vaccination,288,106.86239999999998,107.63350000000001,38,239.02499999999986
Measles,Cumulative new infections,US,High vaccination,290,107.89399999999999,108.68700000000001,38,243
Measles,Cumulative new infections,US,High vaccination,292,108.91290000000002,109.70549999999999,38,246.02499999999986
Measles,Cumulative new infections,US,High vaccination,294,109.93790000000004,110.72300000000003,39,247.02499999999986
Measles,Cumulative new infections,US,High vaccination,296,110.90289999999997,111.72549999999998,39,249
Measles,Cumulative new infections,US,High vaccination,298,111.89259999999999,112.72899999999998,40,251
Measles,Cumulative new infections,US,High vaccination,300,112.9176,113.75249999999998,41,252.0749999999996
Measles,Cumulative new infections,US,High vaccination,302,113.9623,114.79299999999999,42,254.0749999999996
Measles,Cumulative new infections,US,High vaccination,304,115.01439999999998,115.84800000000003,42,259
Measles,Cumulative new infections,US,High vaccination,306,116.0244,116.85549999999998,42,260.02499999999986
Measles,Cumulative new infections,US,High vaccination,308,117.06439999999998,117.88749999999999,43,261.0499999999997
Measles,Cumulative new infections,US,High vaccination,310,118.1609,118.9885,43,263.02499999999986
Measles,Cumulative new infections,US,High vaccination,312,119.22599999999996,120.01850000000002,44,266.02499999999986
Measles,Cumulative new infections,US,High vaccination,314,120.20289999999999,121.03249999999998,44,269.02499999999986
Measles,Cumulative new infections,US,High vaccination,316,121.2234,122.07000000000002,45,271.0499999999997
Measles,Cumulative new infections,US,High vaccination,318,122.26339999999999,123.11150000000002,45,273.02499999999986
Measles,Cumulative new infections,US,High vaccination,320,123.33250000000001,124.14250000000001,45,274.02499999999986
Measles,Cumulative new infections,US,High vaccination,322,124.35849999999999,125.19549999999998,45.975,276.02499999999986
Measles,Cumulative new infections,US,High vaccination,324,125.38999999999999,126.22699999999999,46,277.0749999999996
Measles,Cumulative new infections,US,High vaccination,326,126.38379999999998,127.26599999999999,46.975,282.0499999999997
Measles,Cumulative new infections,US,High vaccination,328,127.433,128.31450000000004,47,285.02499999999986
Measles,Cumulative new infections,US,High vaccination,330,128.44699999999995,129.36150000000004,48,286
Measles,Cumulative new infections,US,High vaccination,332,129.53289999999998,130.42700000000002,48,287.02499999999986
Measles,Cumulative new infections,US,High vaccination,334,130.5489,131.468,49,288.0499999999997
Measles,Cumulative new infections,US,High vaccination,336,131.6126,132.51200000000003,49,289.0499999999997
Measles,Cumulative new infections,US,High vaccination,338,132.6709,133.6065,50,292
Measles,Cumulative new infections,US,High vaccination,340,133.7312,134.66250000000002,50,294.0499999999997
Measles,Cumulative new infections,US,High vaccination,342,134.77470000000002,135.73200000000003,50,297.02499999999986
Measles,Cumulative new infections,US,High vaccination,344,135.87060000000002,136.79399999999998,51,299.02499999999986
Measles,Cumulative new infections,US,High vaccination,346,136.89700000000002,137.841,51,299.0749999999996
Measles,Cumulative new infections,US,High vaccination,348,137.9795,138.93050000000002,51.975,302.0499999999997
Measles,Cumulative new infections,US,High vaccination,350,139.02840000000003,139.9655,52,306.02499999999986
Measles,Cumulative new infections,US,High vaccination,352,140.0144,140.999,53,307.02499999999986
Measles,Cumulative new infections,US,High vaccination,354,141.07399999999998,142.07350000000002,53,309
Measles,Cumulative new infections,US,High vaccination,356,142.211,143.1775,53,310.02499999999986
Measles,Cumulative new infections,US,High vaccination,358,143.22250000000003,144.20899999999997,54,314
Measles,Cumulative new infections,US,High vaccination,360,144.25089999999997,145.27850000000004,55,316
Measles,Cumulative new infections,US,High vaccination,362,145.30149999999998,146.338,56,317.0499999999997
Measles,Cumulative new infections,US,High vaccination,364,146.32150000000001,147.38649999999996,57,319.02499999999986
Measles,Cumulative new infections,US,High vaccination,366,147.3776,148.42899999999997,57,322
Measles,Cumulative new infections,US,High vaccination,368,148.4468,149.52650000000003,57,325.02499999999986
Measles,Cumulative new infections,US,High vaccination,370,149.53,150.58900000000003,58,327.02499999999986
Measles,Cumulative new infections,US,High vaccination,372,150.52100000000002,151.62999999999994,58.975,330.0499999999997
Measles,Cumulative new infections,US,High vaccination,374,151.54729999999998,152.6645,59,334.0499999999997
Measles,Cumulative new infections,US,High vaccination,376,152.6193,153.7265,59,337.0499999999997
Measles,Cumulative new infections,US,High vaccination,378,153.60319999999996,154.75249999999997,59.975,340
