"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Louisiana"	"22"	"2017"	"2017"	"60-64 years "	"60-64"	4019	290415	1383.8816866	1341.0962438	1426.6671293	21.8293075
	"Louisiana"	"22"	"2017"	"2017"	"65-69 years"	"65-69"	4496	239283	1878.9466866	1824.0232912	1933.8700819	28.0221405
	"Louisiana"	"22"	"2017"	"2017"	"70-74 years"	"70-74"	4906	177136	2769.6233403	2692.1213224	2847.1253581	39.5418458
	"Louisiana"	"22"	"2017"	"2017"	"75-79 years"	"75-79"	5138	120723	4256.0241213	4139.6482081	4372.4000346	59.3754659
	"Louisiana"	"22"	"2017"	"2017"	"80-84 years"	"80-84"	5381	80313	6700.0361087	6521.0160404	6879.0561771	91.3367696
	"Louisiana"	"22"	"2017"	"2017"	"85-89 years"	"85-89"	5428	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2017"	"2017"	"90-94 years"	"90-94"	3930	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2017"	"2017"	"95-99 years"	"95-99"	1522	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2017"	"2017"	"100+ years"	"100+"	307	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2018"	"2018"	"< 1 year"	"1"	454	59755	759.7690570	689.8799088	829.6582051	35.6577286
	"Louisiana"	"22"	"2018"	"2018"	"1-4 years"	"1-4"	88	247264	35.5894914	28.5438398	43.8473211	3.7938525
	"Louisiana"	"22"	"2018"	"2018"	"5-9 years"	"5-9"	51	301567	16.9116647	12.5919182	22.2357950	2.3681067
	"Louisiana"	"22"	"2018"	"2018"	"10-14 years"	"10-14"	64	307358	20.8226238	16.0359190	26.5900741	2.6028280
	"Louisiana"	"22"	"2018"	"2018"	"15-19 years"	"15-19"	202	296013	68.2402462	58.8295669	77.6509255	4.8013670
	"Louisiana"	"22"	"2018"	"2018"	"20-24 years"	"20-24"	395	309308	127.7044241	115.1104305	140.2984176	6.4255069
	"Louisiana"	"22"	"2018"	"2018"	"25-29 years"	"25-29"	520	343819	151.2423688	138.2428322	164.2419054	6.6324166
	"Louisiana"	"22"	"2018"	"2018"	"30-34 years"	"30-34"	662	323363	204.7234841	189.1281480	220.3188203	7.9568042
	"Louisiana"	"22"	"2018"	"2018"	"35-39 years"	"35-39"	738	313687	235.2663642	218.2922261	252.2405024	8.6602745
	"Louisiana"	"22"	"2018"	"2018"	"40-44 years"	"40-44"	913	269839	338.3499049	316.4023199	360.2974900	11.1977475
	"Louisiana"	"22"	"2018"	"2018"	"45-49 years"	"45-49"	1210	275446	439.2875555	414.5354420	464.0396689	12.6286293
	"Louisiana"	"22"	"2018"	"2018"	"50-54 years"	"50-54"	1849	287860	642.3261308	613.0480094	671.6042521	14.9378170
	"Louisiana"	"22"	"2018"	"2018"	"55-59 years"	"55-59"	3120	312333	998.9338302	963.8816129	1033.9860476	17.8837844
	"Louisiana"	"22"	"2018"	"2018"	"60-64 years "	"60-64"	4059	293933	1380.9269459	1338.4437432	1423.4101486	21.6751034
	"Louisiana"	"22"	"2018"	"2018"	"65-69 years"	"65-69"	4654	242885	1916.1331494	1861.0817243	1971.1845746	28.0874618
	"Louisiana"	"22"	"2018"	"2018"	"70-74 years"	"70-74"	5071	185061	2740.1775631	2664.7573123	2815.5978138	38.4797198
	"Louisiana"	"22"	"2018"	"2018"	"75-79 years"	"75-79"	5311	126634	4193.9763413	4081.1802898	4306.7723927	57.5490058
	"Louisiana"	"22"	"2018"	"2018"	"80-84 years"	"80-84"	5421	82803	6546.8642440	6372.5833805	6721.1451076	88.9188079
	"Louisiana"	"22"	"2018"	"2018"	"85-89 years"	"85-89"	5366	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2018"	"2018"	"90-94 years"	"90-94"	3945	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2018"	"2018"	"95-99 years"	"95-99"	1652	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2018"	"2018"	"100+ years"	"100+"	303	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2019"	"2019"	"< 1 year"	"1"	468	58010	806.7574556	733.6643975	879.8505137	37.2923766
	"Louisiana"	"22"	"2019"	"2019"	"1-4 years"	"1-4"	78	243459	32.0382487	25.3249541	39.9853363	3.6276173
	"Louisiana"	"22"	"2019"	"2019"	"5-9 years"	"5-9"	43	301217	14.2754227	10.3311234	19.2288516	2.1769816
	"Louisiana"	"22"	"2019"	"2019"	"10-14 years"	"10-14"	70	306719	22.8221923	17.7910400	28.8344706	2.7277737
	"Louisiana"	"22"	"2019"	"2019"	"15-19 years"	"15-19"	223	293860	75.8864766	65.9262773	85.8466759	5.0817343
	"Louisiana"	"22"	"2019"	"2019"	"20-24 years"	"20-24"	385	303408	126.8918420	114.2165081	139.5671759	6.4670071
	"Louisiana"	"22"	"2019"	"2019"	"25-29 years"	"25-29"	486	335245	144.9686051	132.0798225	157.8573876	6.5759095
	"Louisiana"	"22"	"2019"	"2019"	"30-34 years"	"30-34"	635	322982	196.6053836	181.3133721	211.8973950	7.8020467
	"Louisiana"	"22"	"2019"	"2019"	"35-39 years"	"35-39"	832	315125	264.0222134	246.0816996	281.9627272	9.1533233
	"Louisiana"	"22"	"2019"	"2019"	"40-44 years"	"40-44"	901	274729	327.9595529	306.5447559	349.3743498	10.9259168
	"Louisiana"	"22"	"2019"	"2019"	"45-49 years"	"45-49"	1160	269497	430.4315076	405.6612153	455.2017999	12.6379042
	"Louisiana"	"22"	"2019"	"2019"	"50-54 years"	"50-54"	1835	278851	658.0575289	627.9481429	688.1669149	15.3619316
	"Louisiana"	"22"	"2019"	"2019"	"55-59 years"	"55-59"	3101	308346	1005.6884150	970.2912373	1041.0855926	18.0597845
	"Louisiana"	"22"	"2019"	"2019"	"60-64 years "	"60-64"	4072	296324	1374.1715150	1331.9636749	1416.3793551	21.5346123
	"Louisiana"	"22"	"2019"	"2019"	"65-69 years"	"65-69"	4576	248923	1838.3194803	1785.0554466	1891.5835140	27.1755274
	"Louisiana"	"22"	"2019"	"2019"	"70-74 years"	"70-74"	5088	193611	2627.9498582	2555.7394842	2700.1602323	36.8420276
	"Louisiana"	"22"	"2019"	"2019"	"75-79 years"	"75-79"	5293	131141	4036.1138012	3927.3790093	4144.8485930	55.4769346
	"Louisiana"	"22"	"2019"	"2019"	"80-84 years"	"80-84"	5468	85290	6411.0681205	6241.1372783	6580.9989628	86.6994093
	"Louisiana"	"22"	"2019"	"2019"	"85-89 years"	"85-89"	5377	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2019"	"2019"	"90-94 years"	"90-94"	3935	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2019"	"2019"	"95-99 years"	"95-99"	1582	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2019"	"2019"	"100+ years"	"100+"	330	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020 "	"2020"	"< 1 year"	"1"	430	57134	752.6166556	681.4796355	823.7536757	36.2943980
	"Louisiana"	"22"	"2020 "	"2020"	"1-4 years"	"1-4"	80	238771	33.5049064	26.5673805	41.6998714	3.7459624
	"Louisiana"	"22"	"2020 "	"2020"	"5-9 years"	"5-9"	47	301718	15.5774597	11.4456943	20.7147502	2.2722060
	"Louisiana"	"22"	"2020 "	"2020"	"10-14 years"	"10-14"	78	304821	25.5887882	20.2269135	31.9360871	2.8973597
	"Louisiana"	"22"	"2020 "	"2020"	"15-19 years"	"15-19"	284	291669	97.3706496	86.0459949	108.6953043	5.7778851
	"Louisiana"	"22"	"2020 "	"2020"	"20-24 years"	"20-24"	503	303575	165.6921683	151.2119850	180.1723517	7.3878486
	"Louisiana"	"22"	"2020 "	"2020"	"25-29 years"	"25-29"	692	324947	212.9578054	197.0907409	228.8248699	8.0954411
	"Louisiana"	"22"	"2020 "	"2020"	"30-34 years"	"30-34"	851	324056	262.6089318	244.9647800	280.2530835	9.0021182
	"Louisiana"	"22"	"2020 "	"2020"	"35-39 years"	"35-39"	1049	314945	333.0740288	312.9178084	353.2302491	10.2837859
	"Louisiana"	"22"	"2020 "	"2020"	"40-44 years"	"40-44"	1209	282782	427.5378207	403.4377975	451.6378438	12.2959302
	"Louisiana"	"22"	"2020 "	"2020"	"45-49 years"	"45-49"	1498	263611	568.2615672	539.4843729	597.0387616	14.6822420
	"Louisiana"	"22"	"2020 "	"2020"	"50-54 years"	"50-54"	2143	273592	783.2831369	750.1193770	816.4468969	16.9202857
	"Louisiana"	"22"	"2020 "	"2020"	"55-59 years"	"55-59"	3545	302082	1173.5224211	1134.8911193	1212.1537229	19.7098479
	"Louisiana"	"22"	"2020 "	"2020"	"60-64 years "	"60-64"	4990	297865	1675.2555688	1628.7733481	1721.7377895	23.7154187
	"Louisiana"	"22"	"2020 "	"2020"	"65-69 years"	"65-69"	5882	255550	2301.7022109	2242.8798169	2360.5246050	30.0114255
	"Louisiana"	"22"	"2020 "	"2020"	"70-74 years"	"70-74"	6449	202732	3181.0468994	3103.4078954	3258.6859033	39.6117367
	"Louisiana"	"22"	"2020 "	"2020"	"75-79 years"	"75-79"	6722	134974	4980.2184124	4861.1613379	5099.2754870	60.7434054
	"Louisiana"	"22"	"2020 "	"2020"	"80-84 years"	"80-84"	6773	87227	7764.7975971	7579.8725776	7949.7226166	94.3494997
	"Louisiana"	"22"	"2020 "	"2020"	"85-89 years"	"85-89"	6434	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020 "	"2020"	"90-94 years"	"90-94"	4775	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020 "	"2020"	"95-99 years"	"95-99"	1923	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020 "	"2020"	"100+ years"	"100+"	395	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020 "	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"1999"	"1999"	"< 1 year"	"1"	66	13349	494.4190576	382.3836992	629.0246460	60.8587790
	"Maine"	"23"	"1999"	"1999"	"1-4 years"	"1-4"	12	57179	Unreliable	10.8440511	36.6596128	6.0583459
	"Maine"	"23"	"1999"	"1999"	"5-9 years"	"5-9"	10	84608	Unreliable	5.6677856	21.7360061	3.7375634
	"Maine"	"23"	"1999"	"1999"	"10-14 years"	"10-14"	20	92200	21.6919740	13.2501085	33.5015184	4.8504728
	"Maine"	"23"	"1999"	"1999"	"15-19 years"	"15-19"	68	89060	76.3530204	59.2911745	96.7957781	9.2591638
	"Maine"	"23"	"1999"	"1999"	"20-24 years"	"20-24"	56	69702	80.3420275	60.6895641	104.3305501	10.7361550
	"Maine"	"23"	"1999"	"1999"	"25-29 years"	"25-29"	49	73574	66.5996140	49.2710604	88.0480197	9.5142306
	"Maine"	"23"	"1999"	"1999"	"30-34 years"	"30-34"	93	85762	108.4396353	87.5248828	132.8461440	11.2446664
	"Maine"	"23"	"1999"	"1999"	"35-39 years"	"35-39"	125	105434	118.5575810	97.7735207	139.3416414	10.6041124
	"Maine"	"23"	"1999"	"1999"	"40-44 years"	"40-44"	184	108096	170.2190645	145.6235813	194.8145477	12.5487159
	"Maine"	"23"	"1999"	"1999"	"45-49 years"	"45-49"	258	99910	258.2324092	226.7217879	289.7430304	16.0768476
	"Maine"	"23"	"1999"	"1999"	"50-54 years"	"50-54"	375	86441	433.8219132	389.9130774	477.7307491	22.4024673
	"Maine"	"23"	"1999"	"1999"	"55-59 years"	"55-59"	446	65724	678.5953381	615.6157938	741.5748824	32.1324205
	"Maine"	"23"	"1999"	"1999"	"60-64 years "	"60-64"	671	54088	1240.5709215	1146.7031714	1334.4386716	47.8917092
	"Maine"	"23"	"1999"	"1999"	"65-69 years"	"65-69"	980	49907	1963.6523935	1840.7083068	2086.5964801	62.7265748
	"Maine"	"23"	"1999"	"1999"	"70-74 years"	"70-74"	1432	46067	3108.5158573	2947.5114927	3269.5202220	82.1450840
	"Maine"	"23"	"1999"	"1999"	"75-79 years"	"75-79"	1766	37396	4722.4302064	4502.1749560	4942.6854569	112.3751278
	"Maine"	"23"	"1999"	"1999"	"80-84 years"	"80-84"	1934	25428	7605.7888941	7266.8104332	7944.7673550	172.9481943
	"Maine"	"23"	"1999"	"1999"	"85-89 years"	"85-89"	1791	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"1999"	"1999"	"90-94 years"	"90-94"	1307	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"1999"	"1999"	"95-99 years"	"95-99"	494	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"1999"	"1999"	"100+ years"	"100+"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"1999"	"1999"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2000"	"2000"	"< 1 year"	"1"	66	13456	490.4875149	379.3430440	624.0227408	60.3748395
	"Maine"	"23"	"2000"	"2000"	"1-4 years"	"1-4"	18	57270	Unreliable	18.6273442	49.6730225	7.4081381
	"Maine"	"23"	"2000"	"2000"	"5-9 years"	"5-9"	14	83022	Unreliable	9.2191708	28.2932476	4.5068264
	"Maine"	"23"	"2000"	"2000"	"10-14 years"	"10-14"	17	92252	Unreliable	10.7349217	29.5047262	4.4693943
	"Maine"	"23"	"2000"	"2000"	"15-19 years"	"15-19"	56	89485	62.5803207	47.2725485	81.2655529	8.3626471
	"Maine"	"23"	"2000"	"2000"	"20-24 years"	"20-24"	63	69656	90.4444700	69.5002441	115.7173682	11.3949321
	"Maine"	"23"	"2000"	"2000"	"25-29 years"	"25-29"	64	71951	88.9494239	68.5017303	113.5866353	11.1186780
	"Maine"	"23"	"2000"	"2000"	"30-34 years"	"30-34"	77	85666	89.8839680	70.9346298	112.3396797	10.2432288
	"Maine"	"23"	"2000"	"2000"	"35-39 years"	"35-39"	128	104149	122.9008440	101.6093590	144.1923289	10.8630025
	"Maine"	"23"	"2000"	"2000"	"40-44 years"	"40-44"	189	108831	173.6637539	148.9046824	198.4228254	12.6321793
	"Maine"	"23"	"2000"	"2000"	"45-49 years"	"45-49"	292	101921	286.4964041	253.6351736	319.3576345	16.7659339
	"Maine"	"23"	"2000"	"2000"	"50-54 years"	"50-54"	392	90675	432.3132065	389.5163825	475.1100305	21.8351143
	"Maine"	"23"	"2000"	"2000"	"55-59 years"	"55-59"	473	68490	690.6117681	628.3732168	752.8503195	31.7543629
	"Maine"	"23"	"2000"	"2000"	"60-64 years "	"60-64"	640	54697	1170.0824542	1079.4293769	1260.7355316	46.2515701
	"Maine"	"23"	"2000"	"2000"	"65-69 years"	"65-69"	947	50100	1890.2195609	1769.8287513	2010.6103705	61.4238824
	"Maine"	"23"	"2000"	"2000"	"70-74 years"	"70-74"	1345	46096	2917.8236723	2761.8849496	3073.7623950	79.5605728
	"Maine"	"23"	"2000"	"2000"	"75-79 years"	"75-79"	1827	38098	4795.5273243	4575.6283682	5015.4262803	112.1933449
	"Maine"	"23"	"2000"	"2000"	"80-84 years"	"80-84"	1950	25792	7560.4838710	7224.9098306	7896.0579113	171.2112451
	"Maine"	"23"	"2000"	"2000"	"85-89 years"	"85-89"	1898	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2000"	"2000"	"90-94 years"	"90-94"	1303	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2000"	"2000"	"95-99 years"	"95-99"	484	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2000"	"2000"	"100+ years"	"100+"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2000"	"2000"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2001"	"2001"	"< 1 year"	"1"	84	13796	608.8721369	485.6607712	753.8263265	66.4333966
	"Maine"	"23"	"2001"	"2001"	"1-4 years"	"1-4"	10	56623	Unreliable	8.4689967	32.4786747	5.5847936
	"Maine"	"23"	"2001"	"2001"	"5-9 years"	"5-9"	12	80706	Unreliable	7.6828489	25.9727901	4.2922479
	"Maine"	"23"	"2001"	"2001"	"10-14 years"	"10-14"	12	92720	Unreliable	6.6873598	22.6074202	3.7360889
	"Maine"	"23"	"2001"	"2001"	"15-19 years"	"15-19"	59	91743	64.3100836	48.9560511	82.9555061	8.3724597
	"Maine"	"23"	"2001"	"2001"	"20-24 years"	"20-24"	61	71677	85.1040083	65.0977580	109.3195028	10.8964517
	"Maine"	"23"	"2001"	"2001"	"25-29 years"	"25-29"	47	68097	69.0191932	50.7125424	91.7810329	10.0674840
	"Maine"	"23"	"2001"	"2001"	"30-34 years"	"30-34"	90	84770	106.1696355	85.3731273	130.5005308	11.1912622
	"Maine"	"23"	"2001"	"2001"	"35-39 years"	"35-39"	110	100860	109.0620662	88.6806926	129.4434398	10.3986600
	"Maine"	"23"	"2001"	"2001"	"40-44 years"	"40-44"	213	110384	192.9627482	167.0484325	218.8770639	13.2215897
	"Maine"	"23"	"2001"	"2001"	"45-49 years"	"45-49"	296	104393	283.5439158	251.2418313	315.8460003	16.4806553
	"Maine"	"23"	"2001"	"2001"	"50-54 years"	"50-54"	366	97195	376.5625804	337.9834273	415.1417335	19.6832414
	"Maine"	"23"	"2001"	"2001"	"55-59 years"	"55-59"	506	71430	708.3858323	646.6623131	770.1093515	31.4915914
	"Maine"	"23"	"2001"	"2001"	"60-64 years "	"60-64"	646	56132	1150.8586902	1062.1100283	1239.6073521	45.2799295
	"Maine"	"23"	"2001"	"2001"	"65-69 years"	"65-69"	955	50222	1901.5570865	1780.9525196	2022.1616534	61.5329423
	"Maine"	"23"	"2001"	"2001"	"70-74 years"	"70-74"	1317	46001	2862.9812395	2708.3555369	3017.6069422	78.8906646
	"Maine"	"23"	"2001"	"2001"	"75-79 years"	"75-79"	1762	38410	4587.3470450	4373.1493879	4801.5447022	109.2845189
	"Maine"	"23"	"2001"	"2001"	"80-84 years"	"80-84"	1991	26684	7461.4000899	7133.6515472	7789.1486327	167.2186443
	"Maine"	"23"	"2001"	"2001"	"85-89 years"	"85-89"	1904	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2001"	"2001"	"90-94 years"	"90-94"	1313	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2001"	"2001"	"95-99 years"	"95-99"	543	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2001"	"2001"	"100+ years"	"100+"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2001"	"2001"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2002"	"2002"	"< 1 year"	"1"	59	13514	436.5842830	332.3497854	563.1631641	56.8384324
	"Maine"	"23"	"2002"	"2002"	"1-4 years"	"1-4"	18	56748	Unreliable	18.7986889	50.1299429	7.4762823
	"Maine"	"23"	"2002"	"2002"	"5-9 years"	"5-9"	11	78792	Unreliable	6.9692355	24.9797949	4.2093421
	"Maine"	"23"	"2002"	"2002"	"10-14 years"	"10-14"	14	92614	Unreliable	8.2643445	25.3629257	4.0400559
	"Maine"	"23"	"2002"	"2002"	"15-19 years"	"15-19"	53	92860	57.0751669	42.7532953	74.6554598	7.8398771
	"Maine"	"23"	"2002"	"2002"	"20-24 years"	"20-24"	65	74110	87.7074619	67.6908649	111.7901768	10.8787718
	"Maine"	"23"	"2002"	"2002"	"25-29 years"	"25-29"	70	67460	103.7651942	80.8901571	131.1010969	12.4023129
	"Maine"	"23"	"2002"	"2002"	"30-34 years"	"30-34"	86	83530	102.9570214	82.3522327	127.1508919	11.1021411
	"Maine"	"23"	"2002"	"2002"	"35-39 years"	"35-39"	150	98264	152.6500041	128.2209156	177.0790925	12.4638206
	"Maine"	"23"	"2002"	"2002"	"40-44 years"	"40-44"	205	110375	185.7304643	160.3053868	211.1555418	12.9719783
	"Maine"	"23"	"2002"	"2002"	"45-49 years"	"45-49"	260	106861	243.3067256	213.7318101	272.8816410	15.0892426
	"Maine"	"23"	"2002"	"2002"	"50-54 years"	"50-54"	431	97496	442.0694182	400.3336984	483.8051381	21.2937346
	"Maine"	"23"	"2002"	"2002"	"55-59 years"	"55-59"	550	78254	702.8394715	644.0998870	761.5790560	29.9691758
	"Maine"	"23"	"2002"	"2002"	"60-64 years "	"60-64"	694	58414	1188.0713528	1099.6781520	1276.4645535	45.0985718
	"Maine"	"23"	"2002"	"2002"	"65-69 years"	"65-69"	929	50294	1847.1388237	1728.3576121	1965.9200353	60.6026590
	"Maine"	"23"	"2002"	"2002"	"70-74 years"	"70-74"	1342	46052	2914.0971076	2758.1835673	3070.0106480	79.5477247
	"Maine"	"23"	"2002"	"2002"	"75-79 years"	"75-79"	1799	38793	4637.4345887	4423.1365055	4851.7326720	109.3357568
	"Maine"	"23"	"2002"	"2002"	"80-84 years"	"80-84"	2086	27340	7629.8463789	7302.4192099	7957.2735480	167.0546781
	"Maine"	"23"	"2002"	"2002"	"85-89 years"	"85-89"	1916	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2002"	"2002"	"90-94 years"	"90-94"	1326	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2002"	"2002"	"95-99 years"	"95-99"	504	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2002"	"2002"	"100+ years"	"100+"	126	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2002"	"2002"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"< 1 year"	"1"	68	13842	491.2584887	381.4818668	622.7880364	59.5738423
	"Maine"	"23"	"2003"	"2003"	"1-4 years"	"1-4"	16	56776	Unreliable	16.1079329	45.7641257	7.0452304
	"Maine"	"23"	"2003"	"2003"	"5-9 years"	"5-9"	11	77369	Unreliable	7.0974163	25.4392328	4.2867619
	"Maine"	"23"	"2003"	"2003"	"10-14 years"	"10-14"	18	91740	Unreliable	11.6283846	31.0090909	4.6246356
	"Maine"	"23"	"2003"	"2003"	"15-19 years"	"15-19"	50	93919	53.2373641	39.5138364	70.1870761	7.5289002
	"Maine"	"23"	"2003"	"2003"	"20-24 years"	"20-24"	71	76668	92.6070851	72.3270595	116.8108729	10.9904390
	"Maine"	"23"	"2003"	"2003"	"25-29 years"	"25-29"	70	67885	103.1155631	80.3837372	130.2803270	12.3246671
	"Maine"	"23"	"2003"	"2003"	"30-34 years"	"30-34"	74	81736	90.5353822	71.0901928	113.6590242	10.5245244
	"Maine"	"23"	"2003"	"2003"	"35-39 years"	"35-39"	114	95564	119.2917835	97.3932931	141.1902739	11.1726992
	"Maine"	"23"	"2003"	"2003"	"40-44 years"	"40-44"	218	109810	198.5247245	172.1709742	224.8784748	13.4457910
	"Maine"	"23"	"2003"	"2003"	"45-49 years"	"45-49"	282	109113	258.4476643	228.2826088	288.6127199	15.3903344
	"Maine"	"23"	"2003"	"2003"	"50-54 years"	"50-54"	422	99290	425.0176251	384.4661380	465.5691123	20.6895343
	"Maine"	"23"	"2003"	"2003"	"55-59 years"	"55-59"	585	82428	709.7102926	652.1981905	767.2223948	29.3429093
	"Maine"	"23"	"2003"	"2003"	"60-64 years "	"60-64"	722	62133	1162.0234014	1077.2611767	1246.7856261	43.2460330
	"Maine"	"23"	"2003"	"2003"	"65-69 years"	"65-69"	869	51181	1697.8957035	1585.0052565	1810.7861504	57.5971668
	"Maine"	"23"	"2003"	"2003"	"70-74 years"	"70-74"	1272	45468	2797.5719187	2643.8294765	2951.3143610	78.4400216
	"Maine"	"23"	"2003"	"2003"	"75-79 years"	"75-79"	1813	39119	4634.5765485	4421.2390350	4847.9140620	108.8456702
	"Maine"	"23"	"2003"	"2003"	"80-84 years"	"80-84"	1962	27935	7023.4472883	6712.6645441	7334.2300326	158.5626246
	"Maine"	"23"	"2003"	"2003"	"85-89 years"	"85-89"	1850	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"90-94 years"	"90-94"	1389	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"95-99 years"	"95-99"	545	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"100+ years"	"100+"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maine"	"23"	"2004"	"2004"	"< 1 year"	"1"	79	14177	557.2406010	441.1729562	694.4889610	62.6944658
	"Maine"	"23"	"2004"	"2004"	"1-4 years"	"1-4"	22	56626	38.8514110	24.3477908	58.8214248	8.2831487
	"Maine"	"23"	"2004"	"2004"	"5-9 years"	"5-9"	10	76805	Unreliable	6.2436039	23.9442745	4.1172810
	"Maine"	"23"	"2004"	"2004"	"10-14 years"	"10-14"	14	90119	Unreliable	8.4931479	26.0651139	4.1519074
	"Maine"	"23"	"2004"	"2004"	"15-19 years"	"15-19"	56	94105	59.5079964	44.9517454	77.2758939	7.9520905
	"Maine"	"23"	"2004"	"2004"	"20-24 years"	"20-24"	88	78022	112.7887006	90.4599216	138.9590628	12.0233159
	"Maine"	"23"	"2004"	"2004"	"25-29 years"	"25-29"	74	68695	107.7225417	84.5858942	135.2359560	12.5224911
	"Maine"	"23"	"2004"	"2004"	"30-34 years"	"30-34"	62	79460	78.0266801	59.8222754	100.0263025	9.9093983
	"Maine"	"23"	"2004"	"2004"	"35-39 years"	"35-39"	125	92448	135.2111457	111.5075868	158.9147047	12.0936525
	"Maine"	"23"	"2004"	"2004"	"40-44 years"	"40-44"	213	109033	195.3537003	169.1182869	221.5891136	13.3854150
	"Maine"	"23"	"2004"	"2004"	"45-49 years"	"45-49"	302	109928	274.7252747	243.7402950	305.7102544	15.8086631
