"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Alabama"	"01"	"1999"	"1999"	"< 1 year"	"1"	606	58787	1030.8401517	948.7651151	1112.9151884	41.8750187
	"Alabama"	"01"	"1999"	"1999"	"1-4 years"	"1-4"	121	236153	51.2379686	42.1082942	60.3676430	4.6579971
	"Alabama"	"01"	"1999"	"1999"	"5-9 years"	"5-9"	86	315749	27.2368242	21.7859186	33.6372055	2.9370223
	"Alabama"	"01"	"1999"	"1999"	"10-14 years"	"10-14"	98	317379	30.8779094	25.0682307	37.6302906	3.1191399
	"Alabama"	"01"	"1999"	"1999"	"15-19 years"	"15-19"	338	327789	103.1151137	92.1220170	114.1082103	5.6087228
	"Alabama"	"01"	"1999"	"1999"	"20-24 years"	"20-24"	414	306182	135.2136964	122.1887308	148.2386621	6.6453906
	"Alabama"	"01"	"1999"	"1999"	"25-29 years"	"25-29"	407	307028	132.5611996	119.6824028	145.4399965	6.5708147
	"Alabama"	"01"	"1999"	"1999"	"30-34 years"	"30-34"	486	301295	161.3037057	146.9626117	175.6447996	7.3168847
	"Alabama"	"01"	"1999"	"1999"	"35-39 years"	"35-39"	736	342932	214.6198080	199.1142655	230.1253505	7.9109911
	"Alabama"	"01"	"1999"	"1999"	"40-44 years"	"40-44"	1151	344000	334.5930233	315.2628703	353.9231762	9.8623229
	"Alabama"	"01"	"1999"	"1999"	"45-49 years"	"45-49"	1392	309892	449.1887496	425.5912861	472.7862132	12.0395222
	"Alabama"	"01"	"1999"	"1999"	"50-54 years"	"50-54"	1765	275759	640.0516393	610.1910255	669.9122531	15.2350070
	"Alabama"	"01"	"1999"	"1999"	"55-59 years"	"55-59"	2204	220728	998.5140082	956.8266438	1040.2013726	21.2690635
	"Alabama"	"01"	"1999"	"1999"	"60-64 years "	"60-64"	2837	189814	1494.6210501	1439.6217075	1549.6203926	28.0608891
	"Alabama"	"01"	"1999"	"1999"	"65-69 years"	"65-69"	3833	167363	2290.2314132	2217.7267350	2362.7360913	36.9921827
	"Alabama"	"01"	"1999"	"1999"	"70-74 years"	"70-74"	5011	148565	3372.9344058	3279.5441069	3466.3247047	47.6481117
	"Alabama"	"01"	"1999"	"1999"	"75-79 years"	"75-79"	6258	117897	5308.0231049	5176.5093746	5439.5368353	67.0988420
	"Alabama"	"01"	"1999"	"1999"	"80-84 years"	"80-84"	6214	76876	8083.1468859	7882.1677764	8284.1259954	102.5403620
	"Alabama"	"01"	"1999"	"1999"	"85-89 years"	"85-89"	5715	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"90-94 years"	"90-94"	3500	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"95-99 years"	"95-99"	1319	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"100+ years"	"100+"	315	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"1999"	"1999"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	"< 1 year"	"1"	596	59101	1008.4431736	927.4805874	1089.4057597	41.3074419
	"Alabama"	"01"	"2000"	"2000"	"1-4 years"	"1-4"	97	236891	40.9471023	33.2052336	49.9521890	4.1575483
	"Alabama"	"01"	"2000"	"2000"	"5-9 years"	"5-9"	55	315345	17.4412152	13.1391650	22.7021833	2.3517730
	"Alabama"	"01"	"2000"	"2000"	"10-14 years"	"10-14"	83	320252	25.9170903	20.6427032	32.1281210	2.8447702
	"Alabama"	"01"	"2000"	"2000"	"15-19 years"	"15-19"	299	324580	92.1190462	81.6773774	102.5607149	5.3273820
	"Alabama"	"01"	"2000"	"2000"	"20-24 years"	"20-24"	409	306865	133.2833656	120.3661066	146.2006247	6.5904383
	"Alabama"	"01"	"2000"	"2000"	"25-29 years"	"25-29"	387	301196	128.4877621	115.6862181	141.2893061	6.5314000
	"Alabama"	"01"	"2000"	"2000"	"30-34 years"	"30-34"	467	301819	154.7284962	140.6949336	168.7620588	7.1599809
	"Alabama"	"01"	"2000"	"2000"	"35-39 years"	"35-39"	709	340300	208.3455774	193.0093959	223.6817589	7.8245824
	"Alabama"	"01"	"2000"	"2000"	"40-44 years"	"40-44"	1127	345212	326.4660556	307.4056497	345.5264616	9.7246969
	"Alabama"	"01"	"2000"	"2000"	"45-49 years"	"45-49"	1451	315173	460.3820759	436.6934007	484.0707510	12.0860587
	"Alabama"	"01"	"2000"	"2000"	"50-54 years"	"50-54"	1814	285036	636.4108393	607.1238319	665.6978468	14.9423507
	"Alabama"	"01"	"2000"	"2000"	"55-59 years"	"55-59"	2321	225450	1029.4965624	987.6130204	1071.3801044	21.3691541
	"Alabama"	"01"	"2000"	"2000"	"60-64 years "	"60-64"	2789	190082	1467.2614977	1412.8063004	1521.7166949	27.7832639
	"Alabama"	"01"	"2000"	"2000"	"65-69 years"	"65-69"	3925	167968	2336.7546199	2263.6492379	2409.8600019	37.2986643
	"Alabama"	"01"	"2000"	"2000"	"70-74 years"	"70-74"	5067	148780	3405.6996908	3311.9247132	3499.4746684	47.8443763
	"Alabama"	"01"	"2000"	"2000"	"75-79 years"	"75-79"	6167	118108	5221.4921936	5091.1713957	5351.8129914	66.4902030
	"Alabama"	"01"	"2000"	"2000"	"80-84 years"	"80-84"	6354	77641	8183.8204042	7982.5923368	8385.0484716	102.6673813
	"Alabama"	"01"	"2000"	"2000"	"85-89 years"	"85-89"	5624	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	"90-94 years"	"90-94"	3692	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	"95-99 years"	"95-99"	1312	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	"100+ years"	"100+"	316	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	"< 1 year"	"1"	567	61537	921.3968832	845.5546206	997.2391458	38.6950319
	"Alabama"	"01"	"2001"	"2001"	"1-4 years"	"1-4"	98	235087	41.6866947	33.8433431	50.8027411	4.2109921
	"Alabama"	"01"	"2001"	"2001"	"5-9 years"	"5-9"	67	307526	21.7867758	16.8845333	27.6683337	2.6616783
	"Alabama"	"01"	"2001"	"2001"	"10-14 years"	"10-14"	94	323615	29.0468612	23.4727686	35.5460964	2.9959550
	"Alabama"	"01"	"2001"	"2001"	"15-19 years"	"15-19"	297	321866	92.2744248	81.7799866	102.7688629	5.3543052
	"Alabama"	"01"	"2001"	"2001"	"20-24 years"	"20-24"	409	318741	128.3173486	115.8813749	140.7533223	6.3448845
	"Alabama"	"01"	"2001"	"2001"	"25-29 years"	"25-29"	371	286763	129.3751286	116.2101575	142.5400997	6.7168220
	"Alabama"	"01"	"2001"	"2001"	"30-34 years"	"30-34"	480	302186	158.8425672	144.6322965	173.0528378	7.2501381
	"Alabama"	"01"	"2001"	"2001"	"35-39 years"	"35-39"	698	330870	210.9589869	195.3085527	226.6094211	7.9849154
	"Alabama"	"01"	"2001"	"2001"	"40-44 years"	"40-44"	1147	347133	330.4209050	311.2985278	349.5432821	9.7563149
	"Alabama"	"01"	"2001"	"2001"	"45-49 years"	"45-49"	1484	323347	458.9496733	435.5987430	482.3006035	11.9137399
	"Alabama"	"01"	"2001"	"2001"	"50-54 years"	"50-54"	2011	300108	670.0921002	640.8044496	699.3797507	14.9426789
	"Alabama"	"01"	"2001"	"2001"	"55-59 years"	"55-59"	2291	231202	990.9083831	950.3316546	1031.4851117	20.7024125
	"Alabama"	"01"	"2001"	"2001"	"60-64 years "	"60-64"	2836	193822	1463.1981922	1409.3456618	1517.0507225	27.4757808
	"Alabama"	"01"	"2001"	"2001"	"65-69 years"	"65-69"	3826	169261	2260.4143896	2188.7882324	2332.0405469	36.5439578
	"Alabama"	"01"	"2001"	"2001"	"70-74 years"	"70-74"	5037	149001	3380.5142247	3287.1559400	3473.8725094	47.6317779
	"Alabama"	"01"	"2001"	"2001"	"75-79 years"	"75-79"	6015	118750	5065.2631579	4937.2542275	5193.2720883	65.3106788
	"Alabama"	"01"	"2001"	"2001"	"80-84 years"	"80-84"	6385	79883	7992.9396743	7796.8827633	8188.9965853	100.0290362
	"Alabama"	"01"	"2001"	"2001"	"85-89 years"	"85-89"	5785	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	"90-94 years"	"90-94"	3727	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	"95-99 years"	"95-99"	1390	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	"100+ years"	"100+"	300	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	"< 1 year"	"1"	539	58963	914.1325916	836.9586145	991.3065687	39.3744781
	"Alabama"	"01"	"2002"	"2002"	"1-4 years"	"1-4"	102	237083	43.0229076	34.6734984	51.3723167	4.2599026
	"Alabama"	"01"	"2002"	"2002"	"5-9 years"	"5-9"	61	302632	20.1564937	15.4181052	25.8918224	2.5807746
	"Alabama"	"01"	"2002"	"2002"	"10-14 years"	"10-14"	89	325008	27.3839413	21.9914956	33.6984043	2.9026920
	"Alabama"	"01"	"2002"	"2002"	"15-19 years"	"15-19"	316	320749	98.5194030	87.6567902	109.3820159	5.5421494
	"Alabama"	"01"	"2002"	"2002"	"20-24 years"	"20-24"	406	322812	125.7697979	113.5357714	138.0038244	6.2418503
	"Alabama"	"01"	"2002"	"2002"	"25-29 years"	"25-29"	419	281003	149.1087284	134.8312298	163.3862270	7.2844381
	"Alabama"	"01"	"2002"	"2002"	"30-34 years"	"30-34"	493	302668	162.8847450	148.5062635	177.2632265	7.3359600
	"Alabama"	"01"	"2002"	"2002"	"35-39 years"	"35-39"	754	321114	234.8075761	218.0472485	251.5679038	8.5511876
	"Alabama"	"01"	"2002"	"2002"	"40-44 years"	"40-44"	1052	345023	304.9072091	286.4818528	323.3325654	9.4006920
	"Alabama"	"01"	"2002"	"2002"	"45-49 years"	"45-49"	1600	330998	483.3866066	459.7006628	507.0725503	12.0846652
	"Alabama"	"01"	"2002"	"2002"	"50-54 years"	"50-54"	1974	298908	660.4038701	631.2704074	689.5373328	14.8640116
	"Alabama"	"01"	"2002"	"2002"	"55-59 years"	"55-59"	2454	248643	986.9572037	947.9075566	1026.0068508	19.9232893
	"Alabama"	"01"	"2002"	"2002"	"60-64 years "	"60-64"	2843	198880	1429.5052293	1376.9575682	1482.0528903	26.8100311
	"Alabama"	"01"	"2002"	"2002"	"65-69 years"	"65-69"	3679	170495	2157.8345406	2088.1062019	2227.5628793	35.5756830
	"Alabama"	"01"	"2002"	"2002"	"70-74 years"	"70-74"	4903	147964	3313.6438593	3220.8902209	3406.3974978	47.3232849
	"Alabama"	"01"	"2002"	"2002"	"75-79 years"	"75-79"	6162	119599	5152.2169918	5023.5730408	5280.8609428	65.6346689
	"Alabama"	"01"	"2002"	"2002"	"80-84 years"	"80-84"	6692	81123	8249.2018293	8051.5549168	8446.8487419	100.8402615
	"Alabama"	"01"	"2002"	"2002"	"85-89 years"	"85-89"	5957	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	"90-94 years"	"90-94"	3820	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	"95-99 years"	"95-99"	1460	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	"100+ years"	"100+"	291	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	"< 1 year"	"1"	519	58021	894.5037142	817.5455781	971.4618503	39.2643551
	"Alabama"	"01"	"2003"	"2003"	"1-4 years"	"1-4"	96	237183	40.4750762	32.7848117	49.4269488	4.1309702
	"Alabama"	"01"	"2003"	"2003"	"5-9 years"	"5-9"	63	299148	21.0598099	16.1829897	26.9445525	2.6532866
	"Alabama"	"01"	"2003"	"2003"	"10-14 years"	"10-14"	70	326642	21.4301896	16.7059043	27.0757588	2.5613976
	"Alabama"	"01"	"2003"	"2003"	"15-19 years"	"15-19"	282	321655	87.6715736	77.4388718	97.9042754	5.2207662
	"Alabama"	"01"	"2003"	"2003"	"20-24 years"	"20-24"	416	326983	127.2237395	114.9979317	139.4495472	6.2376570
	"Alabama"	"01"	"2003"	"2003"	"25-29 years"	"25-29"	411	280387	146.5831155	132.4115082	160.7547227	7.2304119
	"Alabama"	"01"	"2003"	"2003"	"30-34 years"	"30-34"	467	302722	154.2669512	140.2752498	168.2586526	7.1386232
	"Alabama"	"01"	"2003"	"2003"	"35-39 years"	"35-39"	728	312160	233.2137365	216.2725233	250.1549498	8.6434761
	"Alabama"	"01"	"2003"	"2003"	"40-44 years"	"40-44"	1161	343191	338.2955847	318.8358779	357.7552914	9.9284218
	"Alabama"	"01"	"2003"	"2003"	"45-49 years"	"45-49"	1661	337237	492.5319582	468.8451977	516.2187188	12.0850819
	"Alabama"	"01"	"2003"	"2003"	"50-54 years"	"50-54"	2077	302120	687.4751754	657.9090208	717.0413300	15.0847728
	"Alabama"	"01"	"2003"	"2003"	"55-59 years"	"55-59"	2533	258551	979.6906606	941.5377703	1017.8435510	19.4657604
	"Alabama"	"01"	"2003"	"2003"	"60-64 years "	"60-64"	3078	207119	1486.1021925	1433.6008464	1538.6035386	26.7864011
	"Alabama"	"01"	"2003"	"2003"	"65-69 years"	"65-69"	3756	173635	2163.1583494	2093.9781847	2232.3385141	35.2960024
	"Alabama"	"01"	"2003"	"2003"	"70-74 years"	"70-74"	4786	147332	3248.4456873	3156.4123153	3340.4790592	46.9558020
	"Alabama"	"01"	"2003"	"2003"	"75-79 years"	"75-79"	6138	120741	5083.6087162	4956.4299097	5210.7875226	64.8871462
	"Alabama"	"01"	"2003"	"2003"	"80-84 years"	"80-84"	6854	83097	8248.1918721	8052.9186123	8443.4651320	99.6292142
	"Alabama"	"01"	"2003"	"2003"	"85-89 years"	"85-89"	5938	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	"90-94 years"	"90-94"	3910	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	"95-99 years"	"95-99"	1461	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	"100+ years"	"100+"	310	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	"< 1 year"	"1"	516	58927	875.6597146	800.1041264	951.2153027	38.5487695
	"Alabama"	"01"	"2004"	"2004"	"1-4 years"	"1-4"	106	237043	44.7176251	36.2046401	53.2306101	4.3433597
	"Alabama"	"01"	"2004"	"2004"	"5-9 years"	"5-9"	49	297554	16.4675992	12.1828945	21.7709895	2.3525142
	"Alabama"	"01"	"2004"	"2004"	"10-14 years"	"10-14"	79	326228	24.2161924	19.1722017	30.1806405	2.7245345
	"Alabama"	"01"	"2004"	"2004"	"15-19 years"	"15-19"	315	325095	96.8947538	86.1943281	107.5951796	5.4594009
	"Alabama"	"01"	"2004"	"2004"	"20-24 years"	"20-24"	470	326749	143.8412971	130.8368848	156.8457095	6.6349043
	"Alabama"	"01"	"2004"	"2004"	"25-29 years"	"25-29"	408	283864	143.7308007	129.7839602	157.6776412	7.1157350
	"Alabama"	"01"	"2004"	"2004"	"30-34 years"	"30-34"	476	299896	158.7216902	144.4626966	172.9806838	7.2749967
	"Alabama"	"01"	"2004"	"2004"	"35-39 years"	"35-39"	678	305558	221.8891340	205.1867963	238.5914716	8.5216009
	"Alabama"	"01"	"2004"	"2004"	"40-44 years"	"40-44"	1192	342253	348.2803657	328.5085326	368.0521988	10.0876699
	"Alabama"	"01"	"2004"	"2004"	"45-49 years"	"45-49"	1634	340768	479.5051179	456.2550999	502.7551358	11.8622540
	"Alabama"	"01"	"2004"	"2004"	"50-54 years"	"50-54"	2109	307605	685.6195445	656.3577491	714.8813400	14.9294875
	"Alabama"	"01"	"2004"	"2004"	"55-59 years"	"55-59"	2739	270380	1013.0187144	975.0804443	1050.9569845	19.3562602
	"Alabama"	"01"	"2004"	"2004"	"60-64 years "	"60-64"	3030	214983	1409.4137676	1359.2288441	1459.5986911	25.6045528
	"Alabama"	"01"	"2004"	"2004"	"65-69 years"	"65-69"	3756	176683	2125.8411958	2057.8544744	2193.8279172	34.6871028
	"Alabama"	"01"	"2004"	"2004"	"70-74 years"	"70-74"	4675	147028	3179.6664581	3088.5185241	3270.8143921	46.5040480
	"Alabama"	"01"	"2004"	"2004"	"75-79 years"	"75-79"	6072	120322	5046.4586692	4919.5249777	5173.3923608	64.7620875
	"Alabama"	"01"	"2004"	"2004"	"80-84 years"	"80-84"	6724	84290	7977.2214972	7786.5464468	8167.8965476	97.2831890
	"Alabama"	"01"	"2004"	"2004"	"85-89 years"	"85-89"	5665	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	"90-94 years"	"90-94"	3775	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	"95-99 years"	"95-99"	1367	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	"100+ years"	"100+"	286	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	"< 1 year"	"1"	568	59424	955.8427571	877.2344657	1034.4510486	40.1062712
	"Alabama"	"01"	"2005"	"2005"	"1-4 years"	"1-4"	87	237017	36.7062278	29.4002202	45.2771320	3.9353207
	"Alabama"	"01"	"2005"	"2005"	"5-9 years"	"5-9"	48	298450	16.0830960	11.8583883	21.3237728	2.3213950
	"Alabama"	"01"	"2005"	"2005"	"10-14 years"	"10-14"	79	323028	24.4560843	19.3621265	30.4796179	2.7515245
	"Alabama"	"01"	"2005"	"2005"	"15-19 years"	"15-19"	284	330753	85.8646785	75.8782212	95.8511358	5.0951313
	"Alabama"	"01"	"2005"	"2005"	"20-24 years"	"20-24"	443	326727	135.5872028	122.9609956	148.2134099	6.4419424
	"Alabama"	"01"	"2005"	"2005"	"25-29 years"	"25-29"	442	290568	152.1158558	137.9344456	166.2972661	7.2354134
	"Alabama"	"01"	"2005"	"2005"	"30-34 years"	"30-34"	505	295263	171.0339596	156.1165734	185.9513457	7.6109113
	"Alabama"	"01"	"2005"	"2005"	"35-39 years"	"35-39"	660	303456	217.4944638	200.9011812	234.0877464	8.4659605
	"Alabama"	"01"	"2005"	"2005"	"40-44 years"	"40-44"	1128	339299	332.4501398	313.0489645	351.8513152	9.8985589
	"Alabama"	"01"	"2005"	"2005"	"45-49 years"	"45-49"	1688	344392	490.1391438	466.7567356	513.5215520	11.9298001
	"Alabama"	"01"	"2005"	"2005"	"50-54 years"	"50-54"	2236	314839	710.2042631	680.7665922	739.6419341	15.0192199
	"Alabama"	"01"	"2005"	"2005"	"55-59 years"	"55-59"	2773	284084	976.1197392	939.7881637	1012.4513148	18.5365181
	"Alabama"	"01"	"2005"	"2005"	"60-64 years "	"60-64"	3303	220403	1498.6184399	1447.5099726	1549.7269071	26.0757486
	"Alabama"	"01"	"2005"	"2005"	"65-69 years"	"65-69"	3747	179942	2082.3376421	2015.6622813	2149.0130030	34.0180412
	"Alabama"	"01"	"2005"	"2005"	"70-74 years"	"70-74"	4727	149085	3170.6744475	3080.2855846	3261.0633103	46.1167668
	"Alabama"	"01"	"2005"	"2005"	"75-79 years"	"75-79"	6014	120923	4973.4128330	4847.7146875	5099.1109784	64.1317069
	"Alabama"	"01"	"2005"	"2005"	"80-84 years"	"80-84"	6850	84762	8081.4515939	7890.0700025	8272.8331853	97.6436691
	"Alabama"	"01"	"2005"	"2005"	"85-89 years"	"85-89"	5830	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	"90-94 years"	"90-94"	3975	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	"95-99 years"	"95-99"	1406	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	"100+ years"	"100+"	294	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	"< 1 year"	"1"	571	60823	938.7896026	861.7868433	1015.7923620	39.2871221
	"Alabama"	"01"	"2006"	"2006"	"1-4 years"	"1-4"	103	236399	43.5704043	35.1558901	51.9849185	4.2931195
	"Alabama"	"01"	"2006"	"2006"	"5-9 years"	"5-9"	64	303581	21.0816882	16.2354298	26.9208943	2.6352110
	"Alabama"	"01"	"2006"	"2006"	"10-14 years"	"10-14"	61	321867	18.9519273	14.4967083	24.3445088	2.4265456
	"Alabama"	"01"	"2006"	"2006"	"15-19 years"	"15-19"	304	337003	90.2069121	80.0664185	100.3474057	5.1737212
	"Alabama"	"01"	"2006"	"2006"	"20-24 years"	"20-24"	536	326239	164.2967272	150.3875132	178.2059412	7.0965378
	"Alabama"	"01"	"2006"	"2006"	"25-29 years"	"25-29"	494	302813	163.1369855	148.7508208	177.5231503	7.3398800
	"Alabama"	"01"	"2006"	"2006"	"30-34 years"	"30-34"	563	288248	195.3179207	179.1838496	211.4519918	8.2316689
	"Alabama"	"01"	"2006"	"2006"	"35-39 years"	"35-39"	722	308663	233.9120659	216.8496668	250.9744651	8.7053057
	"Alabama"	"01"	"2006"	"2006"	"40-44 years"	"40-44"	1149	334043	343.9676928	324.0786579	363.8567277	10.1474668
	"Alabama"	"01"	"2006"	"2006"	"45-49 years"	"45-49"	1718	348601	492.8270430	469.5225841	516.1315018	11.8900300
	"Alabama"	"01"	"2006"	"2006"	"50-54 years"	"50-54"	2302	323309	712.0123473	682.9258827	741.0988119	14.8400330
	"Alabama"	"01"	"2006"	"2006"	"55-59 years"	"55-59"	2904	297745	975.3312398	939.8572612	1010.8052185	18.0989687
	"Alabama"	"01"	"2006"	"2006"	"60-64 years "	"60-64"	3182	226567	1404.4410704	1355.6422297	1453.2399111	24.8973677
	"Alabama"	"01"	"2006"	"2006"	"65-69 years"	"65-69"	3703	184594	2006.0240311	1941.4117094	2070.6363528	32.9654703
	"Alabama"	"01"	"2006"	"2006"	"70-74 years"	"70-74"	4707	151454	3107.8743381	3019.0877386	3196.6609375	45.2992854
	"Alabama"	"01"	"2006"	"2006"	"75-79 years"	"75-79"	5857	122066	4798.2239117	4675.3388844	4921.1089389	62.6964425
	"Alabama"	"01"	"2006"	"2006"	"80-84 years"	"80-84"	6643	85688	7752.5441135	7566.1130868	7938.9751402	95.1178708
	"Alabama"	"01"	"2006"	"2006"	"85-89 years"	"85-89"	6010	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	"90-94 years"	"90-94"	3712	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	"95-99 years"	"95-99"	1372	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	"100+ years"	"100+"	299	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2007"	"2007"	"< 1 year"	"1"	641	62907	1018.9645032	940.0810140	1097.8479923	40.2466781
	"Alabama"	"01"	"2007"	"2007"	"1-4 years"	"1-4"	76	237393	32.0144233	25.2238440	40.0708530	3.6723062
	"Alabama"	"01"	"2007"	"2007"	"5-9 years"	"5-9"	66	306013	21.5677112	16.6804678	27.4395205	2.6548017
	"Alabama"	"01"	"2007"	"2007"	"10-14 years"	"10-14"	55	320407	17.1656674	12.9315839	22.3435193	2.3146181
	"Alabama"	"01"	"2007"	"2007"	"15-19 years"	"15-19"	304	341279	89.0766792	79.0632393	99.0901191	5.1088979
	"Alabama"	"01"	"2007"	"2007"	"20-24 years"	"20-24"	529	327293	161.6288769	147.8552856	175.4024681	7.0273425
	"Alabama"	"01"	"2007"	"2007"	"25-29 years"	"25-29"	442	307619	143.6842328	130.2888832	157.0795823	6.8343620
	"Alabama"	"01"	"2007"	"2007"	"30-34 years"	"30-34"	514	286033	179.6995452	164.1641791	195.2349112	7.9262072
	"Alabama"	"01"	"2007"	"2007"	"35-39 years"	"35-39"	727	312470	232.6623356	215.7495575	249.5751136	8.6289684
	"Alabama"	"01"	"2007"	"2007"	"40-44 years"	"40-44"	1049	326486	321.3001476	301.8564324	340.7438629	9.9202629
	"Alabama"	"01"	"2007"	"2007"	"45-49 years"	"45-49"	1685	348251	483.8464211	460.7436725	506.9491697	11.7871166
	"Alabama"	"01"	"2007"	"2007"	"50-54 years"	"50-54"	2272	332544	683.2178599	655.1240190	711.3117008	14.3335923
	"Alabama"	"01"	"2007"	"2007"	"55-59 years"	"55-59"	2890	298032	969.6945294	934.3402414	1005.0488175	18.0379020
	"Alabama"	"01"	"2007"	"2007"	"60-64 years "	"60-64"	3338	244043	1367.7917416	1321.3901495	1414.1933338	23.6742817
	"Alabama"	"01"	"2007"	"2007"	"65-69 years"	"65-69"	3863	189797	2035.3324868	1971.1481465	2099.5168271	32.7471124
	"Alabama"	"01"	"2007"	"2007"	"70-74 years"	"70-74"	4620	152814	3023.2832070	2936.1037991	3110.4626150	44.4792898
	"Alabama"	"01"	"2007"	"2007"	"75-79 years"	"75-79"	5604	121729	4603.6688053	4483.1343859	4724.2032247	61.4971528
	"Alabama"	"01"	"2007"	"2007"	"80-84 years"	"80-84"	6573	86812	7571.5338893	7388.4887817	7754.5789970	93.3903611
	"Alabama"	"01"	"2007"	"2007"	"85-89 years"	"85-89"	6035	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2007"	"2007"	"90-94 years"	"90-94"	3732	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
