st_name,st_fips,year,age_char,age_int,population
Nevada,32,2006,50-54 years,50,166621
Nevada,32,2006,55-59 years,55,157941
Nevada,32,2006,60-64 years,60,123105
Nevada,32,2006,65-69 years,65,94764
Nevada,32,2006,70-74 years,70,71394
Nevada,32,2006,75-79 years,75,54179
Nevada,32,2006,80-84 years,80,35661
Nevada,32,2006,85+ years,85,24417
Nevada,32,2007,< 1 year,0,39465
Nevada,32,2007,1-4 years,1,150468
Nevada,32,2007,5-9 years,5,172980
Nevada,32,2007,10-14 years,10,180806
Nevada,32,2007,15-19 years,15,174629
Nevada,32,2007,20-24 years,20,173295
Nevada,32,2007,25-29 years,25,197495
Nevada,32,2007,30-34 years,30,181471
Nevada,32,2007,35-39 years,35,195115
Nevada,32,2007,40-44 years,40,191156
Nevada,32,2007,45-49 years,45,187662
Nevada,32,2007,50-54 years,50,173717
Nevada,32,2007,55-59 years,55,158363
Nevada,32,2007,60-64 years,60,133694
Nevada,32,2007,65-69 years,65,99644
Nevada,32,2007,70-74 years,70,73835
Nevada,32,2007,75-79 years,75,54725
Nevada,32,2007,80-84 years,80,36387
Nevada,32,2007,85+ years,85,26165
Nevada,32,2008,< 1 year,0,38556
Nevada,32,2008,1-4 years,1,153991
Nevada,32,2008,5-9 years,5,177236
Nevada,32,2008,10-14 years,10,181778
Nevada,32,2008,15-19 years,15,179570
Nevada,32,2008,20-24 years,20,176177
Nevada,32,2008,25-29 years,25,200873
Nevada,32,2008,30-34 years,30,185619
Nevada,32,2008,35-39 years,35,196351
Nevada,32,2008,40-44 years,40,192004
Nevada,32,2008,45-49 years,45,190555
Nevada,32,2008,50-54 years,50,178525
Nevada,32,2008,55-59 years,55,159618
Nevada,32,2008,60-64 years,60,139759
Nevada,32,2008,65-69 years,65,106139
Nevada,32,2008,70-74 years,70,76565
Nevada,32,2008,75-79 years,75,55449
Nevada,32,2008,80-84 years,80,37236
Nevada,32,2008,85+ years,85,27629
Nevada,32,2009,< 1 year,0,37232
Nevada,32,2009,1-4 years,1,153238
Nevada,32,2009,5-9 years,5,181223
Nevada,32,2009,10-14 years,10,182792
Nevada,32,2009,15-19 years,15,182261
Nevada,32,2009,20-24 years,20,175952
Nevada,32,2009,25-29 years,25,199845
Nevada,32,2009,30-34 years,30,188632
Nevada,32,2009,35-39 years,35,195257
Nevada,32,2009,40-44 years,40,190802
Nevada,32,2009,45-49 years,45,193570
Nevada,32,2009,50-54 years,50,180829
Nevada,32,2009,55-59 years,55,162391
Nevada,32,2009,60-64 years,60,145418
Nevada,32,2009,65-69 years,65,111561
Nevada,32,2009,70-74 years,70,80101
Nevada,32,2009,75-79 years,75,56416
Nevada,32,2009,80-84 years,80,38116
Nevada,32,2009,85+ years,85,29029
Nevada,32,2010,< 1 year,0,36219
Nevada,32,2010,1-4 years,1,150339
Nevada,32,2010,5-9 years,5,182664
Nevada,32,2010,10-14 years,10,182893
Nevada,32,2010,15-19 years,15,181360
Nevada,32,2010,20-24 years,20,178484
Nevada,32,2010,25-29 years,25,196019
Nevada,32,2010,30-34 years,30,191013
Nevada,32,2010,35-39 years,35,190298
Nevada,32,2010,40-44 years,40,191833
Nevada,32,2010,45-49 years,45,193495
Nevada,32,2010,50-54 years,50,183219
Nevada,32,2010,55-59 years,55,165472
Nevada,32,2010,60-64 years,60,152058
Nevada,32,2010,65-69 years,65,116420
Nevada,32,2010,70-74 years,70,83107
Nevada,32,2010,75-79 years,75,57833
Nevada,32,2010,80-84 years,80,39139
Nevada,32,2010,85+ years,85,30618
Nevada,32,2011,< 1 year,0,35618
Nevada,32,2011,1-4 years,1,148046
Nevada,32,2011,5-9 years,5,181712
Nevada,32,2011,10-14 years,10,182225
Nevada,32,2011,15-19 years,15,176311
Nevada,32,2011,20-24 years,20,182081
Nevada,32,2011,25-29 years,25,194929
Nevada,32,2011,30-34 years,30,192627
Nevada,32,2011,35-39 years,35,184301
Nevada,32,2011,40-44 years,40,193676
Nevada,32,2011,45-49 years,45,191147
Nevada,32,2011,50-54 years,50,184889
Nevada,32,2011,55-59 years,55,168422
Nevada,32,2011,60-64 years,60,157669
Nevada,32,2011,65-69 years,65,120191
Nevada,32,2011,70-74 years,70,87220
Nevada,32,2011,75-79 years,75,59753
Nevada,32,2011,80-84 years,80,40060
Nevada,32,2011,85+ years,85,32237
Nevada,32,2012,< 1 year,0,34559
Nevada,32,2012,1-4 years,1,145746
Nevada,32,2012,5-9 years,5,183815
Nevada,32,2012,10-14 years,10,181892
Nevada,32,2012,15-19 years,15,174954
Nevada,32,2012,20-24 years,20,185637
Nevada,32,2012,25-29 years,25,195882
Nevada,32,2012,30-34 years,30,195581
Nevada,32,2012,35-39 years,35,183289
Nevada,32,2012,40-44 years,40,195116
Nevada,32,2012,45-49 years,45,189996
Nevada,32,2012,50-54 years,50,186801
Nevada,32,2012,55-59 years,55,173401
Nevada,32,2012,60-64 years,60,156963
Nevada,32,2012,65-69 years,65,131546
Nevada,32,2012,70-74 years,70,92303
Nevada,32,2012,75-79 years,75,62375
Nevada,32,2012,80-84 years,80,41045
Nevada,32,2012,85+ years,85,33769
Nevada,32,2013,< 1 year,0,34920
Nevada,32,2013,1-4 years,1,143384
Nevada,32,2013,5-9 years,5,186302
Nevada,32,2013,10-14 years,10,182871
Nevada,32,2013,15-19 years,15,174556
Nevada,32,2013,20-24 years,20,185942
Nevada,32,2013,25-29 years,25,198051
Nevada,32,2013,30-34 years,30,198502
Nevada,32,2013,35-39 years,35,183749
Nevada,32,2013,40-44 years,40,194560
Nevada,32,2013,45-49 years,45,188554
Nevada,32,2013,50-54 years,50,189142
Nevada,32,2013,55-59 years,55,177075
Nevada,32,2013,60-64 years,60,158849
Nevada,32,2013,65-69 years,65,138247
Nevada,32,2013,70-74 years,70,99425
Nevada,32,2013,75-79 years,75,65512
Nevada,32,2013,80-84 years,80,42141
Nevada,32,2013,85+ years,85,35174
Nevada,32,2014,< 1 year,0,35022
Nevada,32,2014,1-4 years,1,143716
Nevada,32,2014,5-9 years,5,187905
Nevada,32,2014,10-14 years,10,184106
Nevada,32,2014,15-19 years,15,174669
Nevada,32,2014,20-24 years,20,185970
Nevada,32,2014,25-29 years,25,202982
Nevada,32,2014,30-34 years,30,201627
Nevada,32,2014,35-39 years,35,186235
Nevada,32,2014,40-44 years,40,193144
Nevada,32,2014,45-49 years,45,188332
Nevada,32,2014,50-54 years,50,192280
Nevada,32,2014,55-59 years,55,180233
Nevada,32,2014,60-64 years,60,162522
Nevada,32,2014,65-69 years,65,145089
Nevada,32,2014,70-74 years,70,105368
Nevada,32,2014,75-79 years,75,69304
Nevada,32,2014,80-84 years,80,43394
Nevada,32,2014,85+ years,85,37037
Nevada,32,2015,< 1 year,0,36077
Nevada,32,2015,1-4 years,1,144433
Nevada,32,2015,5-9 years,5,190137
Nevada,32,2015,10-14 years,10,185784
Nevada,32,2015,15-19 years,15,175622
Nevada,32,2015,20-24 years,20,183821
Nevada,32,2015,25-29 years,25,210223
Nevada,32,2015,30-34 years,30,204584
Nevada,32,2015,35-39 years,35,191806
Nevada,32,2015,40-44 years,40,190520
Nevada,32,2015,45-49 years,45,191284
Nevada,32,2015,50-54 years,50,193398
Nevada,32,2015,55-59 years,55,183576
Nevada,32,2015,60-64 years,60,167247
Nevada,32,2015,65-69 years,65,152505
Nevada,32,2015,70-74 years,70,110494
Nevada,32,2015,75-79 years,75,73251
Nevada,32,2015,80-84 years,80,45055
Nevada,32,2015,85+ years,85,38714
Nevada,32,2016,< 1 year,0,36139
Nevada,32,2016,1-4 years,1,146304
Nevada,32,2016,5-9 years,5,191738
Nevada,32,2016,10-14 years,10,188371
Nevada,32,2016,15-19 years,15,177551
Nevada,32,2016,20-24 years,20,181936
Nevada,32,2016,25-29 years,25,217101
Nevada,32,2016,30-34 years,30,208166
Nevada,32,2016,35-39 years,35,197782
Nevada,32,2016,40-44 years,40,187699
Nevada,32,2016,45-49 years,45,195885
Nevada,32,2016,50-54 years,50,193139
Nevada,32,2016,55-59 years,55,187410
Nevada,32,2016,60-64 years,60,171741
Nevada,32,2016,65-69 years,65,158948
Nevada,32,2016,70-74 years,70,115386
Nevada,32,2016,75-79 years,75,77186
Nevada,32,2016,80-84 years,80,46699
Nevada,32,2016,85+ years,85,40374
Nevada,32,2017,< 1 year,0,35833
Nevada,32,2017,1-4 years,1,148822
Nevada,32,2017,5-9 years,5,191073
Nevada,32,2017,10-14 years,10,192735
Nevada,32,2017,15-19 years,15,179050
Nevada,32,2017,20-24 years,20,181163
Nevada,32,2017,25-29 years,25,223311
Nevada,32,2017,30-34 years,30,211897
Nevada,32,2017,35-39 years,35,203981
Nevada,32,2017,40-44 years,40,188312
Nevada,32,2017,45-49 years,45,198931
Nevada,32,2017,50-54 years,50,192477
Nevada,32,2017,55-59 years,55,190508
Nevada,32,2017,60-64 years,60,176939
Nevada,32,2017,65-69 years,65,158084
Nevada,32,2017,70-74 years,70,126465
Nevada,32,2017,75-79 years,75,81813
Nevada,32,2017,80-84 years,80,48853
Nevada,32,2017,85+ years,85,41850
Nevada,32,2018,< 1 year,0,35342
Nevada,32,2018,1-4 years,1,150200
Nevada,32,2018,5-9 years,5,191780
Nevada,32,2018,10-14 years,10,197347
Nevada,32,2018,15-19 years,15,181004
Nevada,32,2018,20-24 years,20,181996
Nevada,32,2018,25-29 years,25,227470
Nevada,32,2018,30-34 years,30,217635
Nevada,32,2018,35-39 years,35,210354
Nevada,32,2018,40-44 years,40,191419
Nevada,32,2018,45-49 years,45,200707
Nevada,32,2018,50-54 years,50,193128
Nevada,32,2018,55-59 years,55,193786
Nevada,32,2018,60-64 years,60,181812
Nevada,32,2018,65-69 years,65,160303
Nevada,32,2018,70-74 years,70,132974
Nevada,32,2018,75-79 years,75,88379
Nevada,32,2018,80-84 years,80,51542
Nevada,32,2018,85+ years,85,43547
Nevada,32,2019,< 1 year,0,35780
Nevada,32,2019,1-4 years,1,150140
Nevada,32,2019,5-9 years,5,193644
Nevada,32,2019,10-14 years,10,199786
Nevada,32,2019,15-19 years,15,183294
Nevada,32,2019,20-24 years,20,183861
Nevada,32,2019,25-29 years,25,230946
Nevada,32,2019,30-34 years,30,225156
Nevada,32,2019,35-39 years,35,216042
Nevada,32,2019,40-44 years,40,195639
Nevada,32,2019,45-49 years,45,200516
Nevada,32,2019,50-54 years,50,194516
Nevada,32,2019,55-59 years,55,198066
Nevada,32,2019,60-64 years,60,185703
Nevada,32,2019,65-69 years,65,164427
Nevada,32,2019,70-74 years,70,139466
Nevada,32,2019,75-79 years,75,93866
Nevada,32,2019,80-84 years,80,54864
Nevada,32,2019,85+ years,85,45059
Nevada,32,2020,< 1 year,0,35704
Nevada,32,2020,1-4 years,1,148952
Nevada,32,2020,5-9 years,5,195109
Nevada,32,2020,10-14 years,10,200809
Nevada,32,2020,15-19 years,15,184412
Nevada,32,2020,20-24 years,20,185474
Nevada,32,2020,25-29 years,25,229704
Nevada,32,2020,30-34 years,30,232406
Nevada,32,2020,35-39 years,35,219957
Nevada,32,2020,40-44 years,40,200965
Nevada,32,2020,45-49 years,45,198285
Nevada,32,2020,50-54 years,50,197934
Nevada,32,2020,55-59 years,55,199445
Nevada,32,2020,60-64 years,60,189787
Nevada,32,2020,65-69 years,65,169711
Nevada,32,2020,70-74 years,70,146401
Nevada,32,2020,75-79 years,75,98274
Nevada,32,2020,80-84 years,80,58016
Nevada,32,2020,85+ years,85,46914
New Hampshire,33,1999,< 1 year,0,14019
New Hampshire,33,1999,1-4 years,1,61767
New Hampshire,33,1999,5-9 years,5,89400
New Hampshire,33,1999,10-14 years,10,91850
New Hampshire,33,1999,15-19 years,15,85086
New Hampshire,33,1999,20-24 years,20,67321
New Hampshire,33,1999,25-29 years,25,73597
New Hampshire,33,1999,30-34 years,30,88800
New Hampshire,33,1999,35-39 years,35,111031
New Hampshire,33,1999,40-44 years,40,109702
New Hampshire,33,1999,45-49 years,45,95212
New Hampshire,33,1999,50-54 years,50,81814
New Hampshire,33,1999,55-59 years,55,59876
New Hampshire,33,1999,60-64 years,60,45930
New Hampshire,33,1999,65-69 years,65,40928
New Hampshire,33,1999,70-74 years,70,37071
New Hampshire,33,1999,75-79 years,75,30261
New Hampshire,33,1999,80-84 years,80,20476
New Hampshire,33,1999,85+ years,85,17873
New Hampshire,33,2000,< 1 year,0,14147
New Hampshire,33,2000,1-4 years,1,61603
New Hampshire,33,2000,5-9 years,5,88330
New Hampshire,33,2000,10-14 years,10,93825
New Hampshire,33,2000,15-19 years,15,87097
New Hampshire,33,2000,20-24 years,20,69193
New Hampshire,33,2000,25-29 years,25,70774
New Hampshire,33,2000,30-34 years,30,88821
New Hampshire,33,2000,35-39 years,35,109381
New Hampshire,33,2000,40-44 years,40,111991
New Hampshire,33,2000,45-49 years,45,98907
New Hampshire,33,2000,50-54 years,50,86900
New Hampshire,33,2000,55-59 years,55,63210
New Hampshire,33,2000,60-64 years,60,47322
New Hampshire,33,2000,65-69 years,65,41145
New Hampshire,33,2000,70-74 years,70,37214
New Hampshire,33,2000,75-79 years,75,30706
New Hampshire,33,2000,80-84 years,80,20989
New Hampshire,33,2000,85+ years,85,18327
New Hampshire,33,2001,< 1 year,0,14840
New Hampshire,33,2001,1-4 years,1,60958
New Hampshire,33,2001,5-9 years,5,86839
New Hampshire,33,2001,10-14 years,10,95415
New Hampshire,33,2001,15-19 years,15,89759
New Hampshire,33,2001,20-24 years,20,71783
New Hampshire,33,2001,25-29 years,25,68285
New Hampshire,33,2001,30-34 years,30,88671
New Hampshire,33,2001,35-39 years,35,106753
New Hampshire,33,2001,40-44 years,40,114827
New Hampshire,33,2001,45-49 years,45,101818
New Hampshire,33,2001,50-54 years,50,91955
New Hampshire,33,2001,55-59 years,55,65586
New Hampshire,33,2001,60-64 years,60,48752
New Hampshire,33,2001,65-69 years,65,41384
New Hampshire,33,2001,70-74 years,70,37013
New Hampshire,33,2001,75-79 years,75,30622
New Hampshire,33,2001,80-84 years,80,21570
New Hampshire,33,2001,85+ years,85,18687
New Hampshire,33,2002,< 1 year,0,14827
New Hampshire,33,2002,1-4 years,1,60716
New Hampshire,33,2002,5-9 years,5,85608
New Hampshire,33,2002,10-14 years,10,96202
New Hampshire,33,2002,15-19 years,15,91581
New Hampshire,33,2002,20-24 years,20,74951
New Hampshire,33,2002,25-29 years,25,66599
New Hampshire,33,2002,30-34 years,30,87746
New Hampshire,33,2002,35-39 years,35,103995
New Hampshire,33,2002,40-44 years,40,115360
New Hampshire,33,2002,45-49 years,45,105151
New Hampshire,33,2002,50-54 years,50,91852
New Hampshire,33,2002,55-59 years,55,72578
New Hampshire,33,2002,60-64 years,60,51296
New Hampshire,33,2002,65-69 years,65,41581
New Hampshire,33,2002,70-74 years,70,36826
New Hampshire,33,2002,75-79 years,75,30930
New Hampshire,33,2002,80-84 years,80,22238
New Hampshire,33,2002,85+ years,85,19052
New Hampshire,33,2003,< 1 year,0,14619
New Hampshire,33,2003,1-4 years,1,60511
New Hampshire,33,2003,5-9 years,5,83913
New Hampshire,33,2003,10-14 years,10,96033
New Hampshire,33,2003,15-19 years,15,93120
New Hampshire,33,2003,20-24 years,20,77684
New Hampshire,33,2003,25-29 years,25,66173
New Hampshire,33,2003,30-34 years,30,86104
New Hampshire,33,2003,35-39 years,35,100632
New Hampshire,33,2003,40-44 years,40,115421
New Hampshire,33,2003,45-49 years,45,107814
New Hampshire,33,2003,50-54 years,50,93447
New Hampshire,33,2003,55-59 years,55,76672
New Hampshire,33,2003,60-64 years,60,55356
New Hampshire,33,2003,65-69 years,65,42313
New Hampshire,33,2003,70-74 years,70,36503
New Hampshire,33,2003,75-79 years,75,31107
New Hampshire,33,2003,80-84 years,80,22863
New Hampshire,33,2003,85+ years,85,19555
New Hampshire,33,2004,< 1 year,0,14592
New Hampshire,33,2004,1-4 years,1,60320
New Hampshire,33,2004,5-9 years,5,82435
New Hampshire,33,2004,10-14 years,10,94723
New Hampshire,33,2004,15-19 years,15,94783
New Hampshire,33,2004,20-24 years,20,79850
New Hampshire,33,2004,25-29 years,25,66250
New Hampshire,33,2004,30-34 years,30,82956
New Hampshire,33,2004,35-39 years,35,97592
New Hampshire,33,2004,40-44 years,40,114665
New Hampshire,33,2004,45-49 years,45,110747
New Hampshire,33,2004,50-54 years,50,95540
New Hampshire,33,2004,55-59 years,55,81205
New Hampshire,33,2004,60-64 years,60,58594
New Hampshire,33,2004,65-69 years,65,43769
New Hampshire,33,2004,70-74 years,70,36762
New Hampshire,33,2004,75-79 years,75,31662
New Hampshire,33,2004,80-84 years,80,23235
New Hampshire,33,2004,85+ years,85,20441
New Hampshire,33,2005,< 1 year,0,15140
New Hampshire,33,2005,1-4 years,1,60150
New Hampshire,33,2005,5-9 years,5,80500
New Hampshire,33,2005,10-14 years,10,93144
New Hampshire,33,2005,15-19 years,15,96322
New Hampshire,33,2005,20-24 years,20,82251
New Hampshire,33,2005,25-29 years,25,66812
New Hampshire,33,2005,30-34 years,30,79816
New Hampshire,33,2005,35-39 years,35,95154
New Hampshire,33,2005,40-44 years,40,113251
New Hampshire,33,2005,45-49 years,45,112831
New Hampshire,33,2005,50-54 years,50,98508
New Hampshire,33,2005,55-59 years,55,85604
New Hampshire,33,2005,60-64 years,60,61310
New Hampshire,33,2005,65-69 years,65,44386
New Hampshire,33,2005,70-74 years,70,36706
New Hampshire,33,2005,75-79 years,75,31660
New Hampshire,33,2005,80-84 years,80,23750
New Hampshire,33,2005,85+ years,85,21197
New Hampshire,33,2006,< 1 year,0,15117
New Hampshire,33,2006,1-4 years,1,59993
New Hampshire,33,2006,5-9 years,5,79726
New Hampshire,33,2006,10-14 years,10,91154
New Hampshire,33,2006,15-19 years,15,97292
New Hampshire,33,2006,20-24 years,20,83287
New Hampshire,33,2006,25-29 years,25,68526
New Hampshire,33,2006,30-34 years,30,76085
New Hampshire,33,2006,35-39 years,35,94211
New Hampshire,33,2006,40-44 years,40,110024
New Hampshire,33,2006,45-49 years,45,115461
New Hampshire,33,2006,50-54 years,50,101584
New Hampshire,33,2006,55-59 years,55,90462
New Hampshire,33,2006,60-64 years,60,63594
New Hampshire,33,2006,65-69 years,65,46091
New Hampshire,33,2006,70-74 years,70,37559
New Hampshire,33,2006,75-79 years,75,31842
New Hampshire,33,2006,80-84 years,80,24039
New Hampshire,33,2006,85+ years,85,22342
New Hampshire,33,2007,< 1 year,0,14021
New Hampshire,33,2007,1-4 years,1,59997
New Hampshire,33,2007,5-9 years,5,78644
New Hampshire,33,2007,10-14 years,10,89421
New Hampshire,33,2007,15-19 years,15,97508
New Hampshire,33,2007,20-24 years,20,83253
New Hampshire,33,2007,25-29 years,25,70349
New Hampshire,33,2007,30-34 years,30,73224
New Hampshire,33,2007,35-39 years,35,92159
New Hampshire,33,2007,40-44 years,40,106779
New Hampshire,33,2007,45-49 years,45,115601
New Hampshire,33,2007,50-54 years,50,104807
New Hampshire,33,2007,55-59 years,55,90357
New Hampshire,33,2007,60-64 years,60,70341
New Hampshire,33,2007,65-69 years,65,48734
New Hampshire,33,2007,70-74 years,70,37772
New Hampshire,33,2007,75-79 years,75,31947
New Hampshire,33,2007,80-84 years,80,24456
New Hampshire,33,2007,85+ years,85,23170
New Hampshire,33,2008,< 1 year,0,13850
New Hampshire,33,2008,1-4 years,1,59103
New Hampshire,33,2008,5-9 years,5,77980
New Hampshire,33,2008,10-14 years,10,87644
New Hampshire,33,2008,15-19 years,15,96792
New Hampshire,33,2008,20-24 years,20,83475
New Hampshire,33,2008,25-29 years,25,71946
New Hampshire,33,2008,30-34 years,30,71745
New Hampshire,33,2008,35-39 years,35,89380
New Hampshire,33,2008,40-44 years,40,102737
New Hampshire,33,2008,45-49 years,45,115521
New Hampshire,33,2008,50-54 years,50,107792
New Hampshire,33,2008,55-59 years,55,92063
New Hampshire,33,2008,60-64 years,60,74520
New Hampshire,33,2008,65-69 years,65,52450
New Hampshire,33,2008,70-74 years,70,38434
New Hampshire,33,2008,75-79 years,75,31890
New Hampshire,33,2008,80-84 years,80,24806
New Hampshire,33,2008,85+ years,85,23778
New Hampshire,33,2009,< 1 year,0,12923
New Hampshire,33,2009,1-4 years,1,58306
New Hampshire,33,2009,5-9 years,5,77528
New Hampshire,33,2009,10-14 years,10,86204
New Hampshire,33,2009,15-19 years,15,95165
New Hampshire,33,2009,20-24 years,20,84108
New Hampshire,33,2009,25-29 years,25,72243
New Hampshire,33,2009,30-34 years,30,71342
New Hampshire,33,2009,35-39 years,35,85510
New Hampshire,33,2009,40-44 years,40,99321
New Hampshire,33,2009,45-49 years,45,114674
New Hampshire,33,2009,50-54 years,50,110718
New Hampshire,33,2009,55-59 years,55,94137
New Hampshire,33,2009,60-64 years,60,78654
New Hampshire,33,2009,65-69 years,65,55266
New Hampshire,33,2009,70-74 years,70,39136
New Hampshire,33,2009,75-79 years,75,31673
New Hampshire,33,2009,80-84 years,80,25025
New Hampshire,33,2009,85+ years,85,24169
New Hampshire,33,2010,< 1 year,0,13019
New Hampshire,33,2010,1-4 years,1,56433
New Hampshire,33,2010,5-9 years,5,77446
New Hampshire,33,2010,10-14 years,10,84205
New Hampshire,33,2010,15-19 years,15,93768
New Hampshire,33,2010,20-24 years,20,84619
New Hampshire,33,2010,25-29 years,25,73458
New Hampshire,33,2010,30-34 years,30,71562
New Hampshire,33,2010,35-39 years,35,80998
New Hampshire,33,2010,40-44 years,40,96559
New Hampshire,33,2010,45-49 years,45,112842
New Hampshire,33,2010,50-54 years,50,112722
New Hampshire,33,2010,55-59 years,55,96993
New Hampshire,33,2010,60-64 years,60,82788
New Hampshire,33,2010,65-69 years,65,57717
New Hampshire,33,2010,70-74 years,70,39830
New Hampshire,33,2010,75-79 years,75,31775
New Hampshire,33,2010,80-84 years,80,25067
New Hampshire,33,2010,85+ years,85,25006
New Hampshire,33,2011,< 1 year,0,13090
New Hampshire,33,2011,1-4 years,1,55141
New Hampshire,33,2011,5-9 years,5,76349
New Hampshire,33,2011,10-14 years,10,82755
New Hampshire,33,2011,15-19 years,15,94083
New Hampshire,33,2011,20-24 years,20,85829
New Hampshire,33,2011,25-29 years,25,74482
New Hampshire,33,2011,30-34 years,30,72825
New Hampshire,33,2011,35-39 years,35,76506
New Hampshire,33,2011,40-44 years,40,95257
New Hampshire,33,2011,45-49 years,45,108975
New Hampshire,33,2011,50-54 years,50,114335
New Hampshire,33,2011,55-59 years,55,99602
New Hampshire,33,2011,60-64 years,60,86843
New Hampshire,33,2011,65-69 years,65,59856
New Hampshire,33,2011,70-74 years,70,41296
New Hampshire,33,2011,75-79 years,75,32032
New Hampshire,33,2011,80-84 years,80,25238
New Hampshire,33,2011,85+ years,85,25950
New Hampshire,33,2012,< 1 year,0,12463
New Hampshire,33,2012,1-4 years,1,54131
New Hampshire,33,2012,5-9 years,5,75281
New Hampshire,33,2012,10-14 years,10,81501
New Hampshire,33,2012,15-19 years,15,93078
New Hampshire,33,2012,20-24 years,20,87827
New Hampshire,33,2012,25-29 years,25,75381
New Hampshire,33,2012,30-34 years,30,74074
New Hampshire,33,2012,35-39 years,35,73793
New Hampshire,33,2012,40-44 years,40,93097
New Hampshire,33,2012,45-49 years,45,105640
New Hampshire,33,2012,50-54 years,50,114249
New Hampshire,33,2012,55-59 years,55,102920
New Hampshire,33,2012,60-64 years,60,86662
New Hampshire,33,2012,65-69 years,65,66244
New Hampshire,33,2012,70-74 years,70,43619
New Hampshire,33,2012,75-79 years,75,32413
New Hampshire,33,2012,80-84 years,80,25355
New Hampshire,33,2012,85+ years,85,26949
New Hampshire,33,2013,< 1 year,0,12618
New Hampshire,33,2013,1-4 years,1,52963
New Hampshire,33,2013,5-9 years,5,74077
New Hampshire,33,2013,10-14 years,10,80433
New Hampshire,33,2013,15-19 years,15,91282
New Hampshire,33,2013,20-24 years,20,89725
New Hampshire,33,2013,25-29 years,25,76469
New Hampshire,33,2013,30-34 years,30,75316
New Hampshire,33,2013,35-39 years,35,72793
New Hampshire,33,2013,40-44 years,40,89788
New Hampshire,33,2013,45-49 years,45,101597
New Hampshire,33,2013,50-54 years,50,113499
New Hampshire,33,2013,55-59 years,55,105338
New Hampshire,33,2013,60-64 years,60,87833
New Hampshire,33,2013,65-69 years,65,70103
New Hampshire,33,2013,70-74 years,70,47318
New Hampshire,33,2013,75-79 years,75,32928
New Hampshire,33,2013,80-84 years,80,25456
New Hampshire,33,2013,85+ years,85,27736
New Hampshire,33,2014,< 1 year,0,12229
New Hampshire,33,2014,1-4 years,1,52694
New Hampshire,33,2014,5-9 years,5,72633
New Hampshire,33,2014,10-14 years,10,79505
New Hampshire,33,2014,15-19 years,15,89981
New Hampshire,33,2014,20-24 years,20,91849
New Hampshire,33,2014,25-29 years,25,78742
New Hampshire,33,2014,30-34 years,30,76600
New Hampshire,33,2014,35-39 years,35,73075
New Hampshire,33,2014,40-44 years,40,86005
New Hampshire,33,2014,45-49 years,45,98150
New Hampshire,33,2014,50-54 years,50,112544
New Hampshire,33,2014,55-59 years,55,107697
New Hampshire,33,2014,60-64 years,60,90169
New Hampshire,33,2014,65-69 years,65,74082
New Hampshire,33,2014,70-74 years,70,50294
New Hampshire,33,2014,75-79 years,75,33880
New Hampshire,33,2014,80-84 years,80,25541
New Hampshire,33,2014,85+ years,85,28587
New Hampshire,33,2015,< 1 year,0,12471
New Hampshire,33,2015,1-4 years,1,52277
New Hampshire,33,2015,5-9 years,5,71417
New Hampshire,33,2015,10-14 years,10,78601
New Hampshire,33,2015,15-19 years,15,88254
New Hampshire,33,2015,20-24 years,20,92337
New Hampshire,33,2015,25-29 years,25,80152
New Hampshire,33,2015,30-34 years,30,77926
New Hampshire,33,2015,35-39 years,35,74092
New Hampshire,33,2015,40-44 years,40,81887
New Hampshire,33,2015,45-49 years,45,95930
New Hampshire,33,2015,50-54 years,50,110485
New Hampshire,33,2015,55-59 years,55,109247
New Hampshire,33,2015,60-64 years,60,93008
New Hampshire,33,2015,65-69 years,65,77694
New Hampshire,33,2015,70-74 years,70,52449
New Hampshire,33,2015,75-79 years,75,34555
New Hampshire,33,2015,80-84 years,80,25737
New Hampshire,33,2015,85+ years,85,28961
New Hampshire,33,2016,< 1 year,0,12446
New Hampshire,33,2016,1-4 years,1,52019
New Hampshire,33,2016,5-9 years,5,70768
New Hampshire,33,2016,10-14 years,10,77897
New Hampshire,33,2016,15-19 years,15,86993
New Hampshire,33,2016,20-24 years,20,92212
New Hampshire,33,2016,25-29 years,25,82027
New Hampshire,33,2016,30-34 years,30,79796
New Hampshire,33,2016,35-39 years,35,76107
New Hampshire,33,2016,40-44 years,40,77580
New Hampshire,33,2016,45-49 years,45,94751
New Hampshire,33,2016,50-54 years,50,107124
New Hampshire,33,2016,55-59 years,55,110933
New Hampshire,33,2016,60-64 years,60,95744
New Hampshire,33,2016,65-69 years,65,81574
New Hampshire,33,2016,70-74 years,70,54435
New Hampshire,33,2016,75-79 years,75,35696
New Hampshire,33,2016,80-84 years,80,25990
New Hampshire,33,2016,85+ years,85,29602
New Hampshire,33,2017,< 1 year,0,12256
New Hampshire,33,2017,1-4 years,1,52273
New Hampshire,33,2017,5-9 years,5,69708
New Hampshire,33,2017,10-14 years,10,77241
New Hampshire,33,2017,15-19 years,15,85977
New Hampshire,33,2017,20-24 years,20,91215
New Hampshire,33,2017,25-29 years,25,84493
New Hampshire,33,2017,30-34 years,30,81726
New Hampshire,33,2017,35-39 years,35,78153
New Hampshire,33,2017,40-44 years,40,75210
New Hampshire,33,2017,45-49 years,45,92742
New Hampshire,33,2017,50-54 years,50,103862
New Hampshire,33,2017,55-59 years,55,110943
New Hampshire,33,2017,60-64 years,60,98818
New Hampshire,33,2017,65-69 years,65,81408
New Hampshire,33,2017,70-74 years,70,60381
New Hampshire,33,2017,75-79 years,75,37985
