st_name,st_fips,year,age_char,age_int,population
Alabama,01,1999,< 1 year,0,58787
Alabama,01,1999,1-4 years,1,236153
Alabama,01,1999,5-9 years,5,315749
Alabama,01,1999,10-14 years,10,317379
Alabama,01,1999,15-19 years,15,327789
Alabama,01,1999,20-24 years,20,306182
Alabama,01,1999,25-29 years,25,307028
Alabama,01,1999,30-34 years,30,301295
Alabama,01,1999,35-39 years,35,342932
Alabama,01,1999,40-44 years,40,344000
Alabama,01,1999,45-49 years,45,309892
Alabama,01,1999,50-54 years,50,275759
Alabama,01,1999,55-59 years,55,220728
Alabama,01,1999,60-64 years,60,189814
Alabama,01,1999,65-69 years,65,167363
Alabama,01,1999,70-74 years,70,148565
Alabama,01,1999,75-79 years,75,117897
Alabama,01,1999,80-84 years,80,76876
Alabama,01,1999,85+ years,85,65953
Alabama,01,2000,< 1 year,0,59617
Alabama,01,2000,1-4 years,1,235568
Alabama,01,2000,5-9 years,5,313178
Alabama,01,2000,10-14 years,10,321372
Alabama,01,2000,15-19 years,15,325612
Alabama,01,2000,20-24 years,20,309170
Alabama,01,2000,25-29 years,25,298679
Alabama,01,2000,30-34 years,30,301179
Alabama,01,2000,35-39 years,35,338693
Alabama,01,2000,40-44 years,40,345820
Alabama,01,2000,45-49 years,45,316816
Alabama,01,2000,50-54 years,50,287948
Alabama,01,2000,55-59 years,55,226761
Alabama,01,2000,60-64 years,60,190880
Alabama,01,2000,65-69 years,65,167835
Alabama,01,2000,70-74 years,70,148805
Alabama,01,2000,75-79 years,75,118478
Alabama,01,2000,80-84 years,80,78201
Alabama,01,2000,85+ years,85,67561
Alabama,01,2001,< 1 year,0,61537
Alabama,01,2001,1-4 years,1,235087
Alabama,01,2001,5-9 years,5,307526
Alabama,01,2001,10-14 years,10,323615
Alabama,01,2001,15-19 years,15,321866
Alabama,01,2001,20-24 years,20,318741
Alabama,01,2001,25-29 years,25,286763
Alabama,01,2001,30-34 years,30,302186
Alabama,01,2001,35-39 years,35,330870
Alabama,01,2001,40-44 years,40,347133
Alabama,01,2001,45-49 years,45,323347
Alabama,01,2001,50-54 years,50,300108
Alabama,01,2001,55-59 years,55,231202
Alabama,01,2001,60-64 years,60,193822
Alabama,01,2001,65-69 years,65,169261
Alabama,01,2001,70-74 years,70,149001
Alabama,01,2001,75-79 years,75,118750
Alabama,01,2001,80-84 years,80,79883
Alabama,01,2001,85+ years,85,66936
Alabama,01,2002,< 1 year,0,58963
Alabama,01,2002,1-4 years,1,237083
Alabama,01,2002,5-9 years,5,302632
Alabama,01,2002,10-14 years,10,325008
Alabama,01,2002,15-19 years,15,320749
Alabama,01,2002,20-24 years,20,322812
Alabama,01,2002,25-29 years,25,281003
Alabama,01,2002,30-34 years,30,302668
Alabama,01,2002,35-39 years,35,321114
Alabama,01,2002,40-44 years,40,345023
Alabama,01,2002,45-49 years,45,330998
Alabama,01,2002,50-54 years,50,298908
Alabama,01,2002,55-59 years,55,248643
Alabama,01,2002,60-64 years,60,198880
Alabama,01,2002,65-69 years,65,170495
Alabama,01,2002,70-74 years,70,147964
Alabama,01,2002,75-79 years,75,119599
Alabama,01,2002,80-84 years,80,81123
Alabama,01,2002,85+ years,85,66424
Alabama,01,2003,< 1 year,0,58021
Alabama,01,2003,1-4 years,1,237183
Alabama,01,2003,5-9 years,5,299148
Alabama,01,2003,10-14 years,10,326642
Alabama,01,2003,15-19 years,15,321655
Alabama,01,2003,20-24 years,20,326983
Alabama,01,2003,25-29 years,25,280387
Alabama,01,2003,30-34 years,30,302722
Alabama,01,2003,35-39 years,35,312160
Alabama,01,2003,40-44 years,40,343191
Alabama,01,2003,45-49 years,45,337237
Alabama,01,2003,50-54 years,50,302120
Alabama,01,2003,55-59 years,55,258551
Alabama,01,2003,60-64 years,60,207119
Alabama,01,2003,65-69 years,65,173635
Alabama,01,2003,70-74 years,70,147332
Alabama,01,2003,75-79 years,75,120741
Alabama,01,2003,80-84 years,80,83097
Alabama,01,2003,85+ years,85,65567
Alabama,01,2004,< 1 year,0,58927
Alabama,01,2004,1-4 years,1,237043
Alabama,01,2004,5-9 years,5,297554
Alabama,01,2004,10-14 years,10,326228
Alabama,01,2004,15-19 years,15,325095
Alabama,01,2004,20-24 years,20,326749
Alabama,01,2004,25-29 years,25,283864
Alabama,01,2004,30-34 years,30,299896
Alabama,01,2004,35-39 years,35,305558
Alabama,01,2004,40-44 years,40,342253
Alabama,01,2004,45-49 years,45,340768
Alabama,01,2004,50-54 years,50,307605
Alabama,01,2004,55-59 years,55,270380
Alabama,01,2004,60-64 years,60,214983
Alabama,01,2004,65-69 years,65,176683
Alabama,01,2004,70-74 years,70,147028
Alabama,01,2004,75-79 years,75,120322
Alabama,01,2004,80-84 years,80,84290
Alabama,01,2004,85+ years,85,65503
Alabama,01,2005,< 1 year,0,59424
Alabama,01,2005,1-4 years,1,237017
Alabama,01,2005,5-9 years,5,298450
Alabama,01,2005,10-14 years,10,323028
Alabama,01,2005,15-19 years,15,330753
Alabama,01,2005,20-24 years,20,326727
Alabama,01,2005,25-29 years,25,290568
Alabama,01,2005,30-34 years,30,295263
Alabama,01,2005,35-39 years,35,303456
Alabama,01,2005,40-44 years,40,339299
Alabama,01,2005,45-49 years,45,344392
Alabama,01,2005,50-54 years,50,314839
Alabama,01,2005,55-59 years,55,284084
Alabama,01,2005,60-64 years,60,220403
Alabama,01,2005,65-69 years,65,179942
Alabama,01,2005,70-74 years,70,149085
Alabama,01,2005,75-79 years,75,120923
Alabama,01,2005,80-84 years,80,84762
Alabama,01,2005,85+ years,85,67390
Alabama,01,2006,< 1 year,0,60823
Alabama,01,2006,1-4 years,1,236399
Alabama,01,2006,5-9 years,5,303581
Alabama,01,2006,10-14 years,10,321867
Alabama,01,2006,15-19 years,15,337003
Alabama,01,2006,20-24 years,20,326239
Alabama,01,2006,25-29 years,25,302813
Alabama,01,2006,30-34 years,30,288248
Alabama,01,2006,35-39 years,35,308663
Alabama,01,2006,40-44 years,40,334043
Alabama,01,2006,45-49 years,45,348601
Alabama,01,2006,50-54 years,50,323309
Alabama,01,2006,55-59 years,55,297745
Alabama,01,2006,60-64 years,60,226567
Alabama,01,2006,65-69 years,65,184594
Alabama,01,2006,70-74 years,70,151454
Alabama,01,2006,75-79 years,75,122066
Alabama,01,2006,80-84 years,80,85688
Alabama,01,2006,85+ years,85,69278
Alabama,01,2007,< 1 year,0,62907
Alabama,01,2007,1-4 years,1,237393
Alabama,01,2007,5-9 years,5,306013
Alabama,01,2007,10-14 years,10,320407
Alabama,01,2007,15-19 years,15,341279
Alabama,01,2007,20-24 years,20,327293
Alabama,01,2007,25-29 years,25,307619
Alabama,01,2007,30-34 years,30,286033
Alabama,01,2007,35-39 years,35,312470
Alabama,01,2007,40-44 years,40,326486
Alabama,01,2007,45-49 years,45,348251
Alabama,01,2007,50-54 years,50,332544
Alabama,01,2007,55-59 years,55,298032
Alabama,01,2007,60-64 years,60,244043
Alabama,01,2007,65-69 years,65,189797
Alabama,01,2007,70-74 years,70,152814
Alabama,01,2007,75-79 years,75,121729
Alabama,01,2007,80-84 years,80,86812
Alabama,01,2007,85+ years,85,70918
Alabama,01,2008,< 1 year,0,63816
Alabama,01,2008,1-4 years,1,241026
Alabama,01,2008,5-9 years,5,306682
Alabama,01,2008,10-14 years,10,319503
Alabama,01,2008,15-19 years,15,345580
Alabama,01,2008,20-24 years,20,328751
Alabama,01,2008,25-29 years,25,311504
Alabama,01,2008,30-34 years,30,287272
Alabama,01,2008,35-39 years,35,313869
Alabama,01,2008,40-44 years,40,318765
Alabama,01,2008,45-49 years,45,348148
Alabama,01,2008,50-54 years,50,340006
Alabama,01,2008,55-59 years,55,301833
Alabama,01,2008,60-64 years,60,254507
Alabama,01,2008,65-69 years,65,198122
Alabama,01,2008,70-74 years,70,156112
Alabama,01,2008,75-79 years,75,121862
Alabama,01,2008,80-84 years,80,88254
Alabama,01,2008,85+ years,85,72594
Alabama,01,2009,< 1 year,0,61793
Alabama,01,2009,1-4 years,1,243619
Alabama,01,2009,5-9 years,5,307864
Alabama,01,2009,10-14 years,10,319072
Alabama,01,2009,15-19 years,15,346611
Alabama,01,2009,20-24 years,20,332117
Alabama,01,2009,25-29 years,25,312199
Alabama,01,2009,30-34 years,30,293352
Alabama,01,2009,35-39 years,35,312797
Alabama,01,2009,40-44 years,40,313852
Alabama,01,2009,45-49 years,45,348256
Alabama,01,2009,50-54 years,50,344478
Alabama,01,2009,55-59 years,55,307017
Alabama,01,2009,60-64 years,60,265870
Alabama,01,2009,65-69 years,65,205667
Alabama,01,2009,70-74 years,70,159088
Alabama,01,2009,75-79 years,75,121679
Alabama,01,2009,80-84 years,80,88283
Alabama,01,2009,85+ years,85,74324
Alabama,01,2010,< 1 year,0,59248
Alabama,01,2010,1-4 years,1,244998
Alabama,01,2010,5-9 years,5,307255
Alabama,01,2010,10-14 years,10,320129
Alabama,01,2010,15-19 years,15,340824
Alabama,01,2010,20-24 years,20,337762
Alabama,01,2010,25-29 years,25,311137
Alabama,01,2010,30-34 years,30,299429
Alabama,01,2010,35-39 years,35,306600
Alabama,01,2010,40-44 years,40,311592
Alabama,01,2010,45-49 years,45,345435
Alabama,01,2010,50-54 years,50,347915
Alabama,01,2010,55-59 years,55,314046
Alabama,01,2010,60-64 years,60,278302
Alabama,01,2010,65-69 years,65,210709
Alabama,01,2010,70-74 years,70,161559
Alabama,01,2010,75-79 years,75,123132
Alabama,01,2010,80-84 years,80,89198
Alabama,01,2010,85+ years,85,76244
Alabama,01,2011,< 1 year,0,59180
Alabama,01,2011,1-4 years,1,243675
Alabama,01,2011,5-9 years,5,304701
Alabama,01,2011,10-14 years,10,321595
Alabama,01,2011,15-19 years,15,329897
Alabama,01,2011,20-24 years,20,346685
Alabama,01,2011,25-29 years,25,310132
Alabama,01,2011,30-34 years,30,304308
Alabama,01,2011,35-39 years,35,296423
Alabama,01,2011,40-44 years,40,314505
Alabama,01,2011,45-49 years,45,337163
Alabama,01,2011,50-54 years,50,349056
Alabama,01,2011,55-59 years,55,320529
Alabama,01,2011,60-64 years,60,289745
Alabama,01,2011,65-69 years,65,214752
Alabama,01,2011,70-74 years,70,164588
Alabama,01,2011,75-79 years,75,124818
Alabama,01,2011,80-84 years,80,90035
Alabama,01,2011,85+ years,85,77855
Alabama,01,2012,< 1 year,0,58528
Alabama,01,2012,1-4 years,1,240801
Alabama,01,2012,5-9 years,5,305763
Alabama,01,2012,10-14 years,10,319847
Alabama,01,2012,15-19 years,15,323876
Alabama,01,2012,20-24 years,20,353692
Alabama,01,2012,25-29 years,25,309973
Alabama,01,2012,30-34 years,30,306770
Alabama,01,2012,35-39 years,35,292568
Alabama,01,2012,40-44 years,40,316310
Alabama,01,2012,45-49 years,45,327846
Alabama,01,2012,50-54 years,50,347223
Alabama,01,2012,55-59 years,55,327705
Alabama,01,2012,60-64 years,60,287645
Alabama,01,2012,65-69 years,65,231438
Alabama,01,2012,70-74 years,70,169809
Alabama,01,2012,75-79 years,75,126478
Alabama,01,2012,80-84 years,80,90345
Alabama,01,2012,85+ years,85,80015
Alabama,01,2013,< 1 year,0,57413
Alabama,01,2013,1-4 years,1,237401
Alabama,01,2013,5-9 years,5,307034
Alabama,01,2013,10-14 years,10,316966
Alabama,01,2013,15-19 years,15,321114
Alabama,01,2013,20-24 years,20,357272
Alabama,01,2013,25-29 years,25,311891
Alabama,01,2013,30-34 years,30,308111
Alabama,01,2013,35-39 years,35,291638
Alabama,01,2013,40-44 years,40,315790
Alabama,01,2013,45-49 years,45,319141
Alabama,01,2013,50-54 years,50,345889
Alabama,01,2013,55-59 years,55,332787
Alabama,01,2013,60-64 years,60,289420
Alabama,01,2013,65-69 years,65,240016
Alabama,01,2013,70-74 years,70,178027
Alabama,01,2013,75-79 years,75,129801
Alabama,01,2013,80-84 years,80,90320
Alabama,01,2013,85+ years,85,81555
Alabama,01,2014,< 1 year,0,58335
Alabama,01,2014,1-4 years,1,235345
Alabama,01,2014,5-9 years,5,306366
Alabama,01,2014,10-14 years,10,313936
Alabama,01,2014,15-19 years,15,318455
Alabama,01,2014,20-24 years,20,354677
Alabama,01,2014,25-29 years,25,316908
Alabama,01,2014,30-34 years,30,307944
Alabama,01,2014,35-39 years,35,292715
Alabama,01,2014,40-44 years,40,311678
Alabama,01,2014,45-49 years,45,311791
Alabama,01,2014,50-54 years,50,344722
Alabama,01,2014,55-59 years,55,334944
Alabama,01,2014,60-64 years,60,293929
Alabama,01,2014,65-69 years,65,250180
Alabama,01,2014,70-74 years,70,184037
Alabama,01,2014,75-79 years,75,133191
Alabama,01,2014,80-84 years,80,91013
Alabama,01,2014,85+ years,85,83571
Alabama,01,2015,< 1 year,0,59123
Alabama,01,2015,1-4 years,1,234974
Alabama,01,2015,5-9 years,5,305327
Alabama,01,2015,10-14 years,10,309595
Alabama,01,2015,15-19 years,15,319636
Alabama,01,2015,20-24 years,20,346414
Alabama,01,2015,25-29 years,25,324598
Alabama,01,2015,30-34 years,30,305572
Alabama,01,2015,35-39 years,35,296063
Alabama,01,2015,40-44 years,40,304456
Alabama,01,2015,45-49 years,45,309094
Alabama,01,2015,50-54 years,50,340084
Alabama,01,2015,55-59 years,55,337514
Alabama,01,2015,60-64 years,60,300052
Alabama,01,2015,65-69 years,65,260381
Alabama,01,2015,70-74 years,70,188757
Alabama,01,2015,75-79 years,75,135588
Alabama,01,2015,80-84 years,80,92153
Alabama,01,2015,85+ years,85,85422
Alabama,01,2016,< 1 year,0,59132
Alabama,01,2016,1-4 years,1,235484
Alabama,01,2016,5-9 years,5,304157
Alabama,01,2016,10-14 years,10,306647
Alabama,01,2016,15-19 years,15,320894
Alabama,01,2016,20-24 years,20,336245
Alabama,01,2016,25-29 years,25,333206
Alabama,01,2016,30-34 years,30,303693
Alabama,01,2016,35-39 years,35,300474
Alabama,01,2016,40-44 years,40,293840
Alabama,01,2016,45-49 years,45,311855
Alabama,01,2016,50-54 years,50,332135
Alabama,01,2016,55-59 years,55,338598
Alabama,01,2016,60-64 years,60,306459
Alabama,01,2016,65-69 years,65,271317
Alabama,01,2016,70-74 years,70,192746
Alabama,01,2016,75-79 years,75,138612
Alabama,01,2016,80-84 years,80,93928
Alabama,01,2016,85+ years,85,87402
Alabama,01,2017,< 1 year,0,58124
Alabama,01,2017,1-4 years,1,236448
Alabama,01,2017,5-9 years,5,301569
Alabama,01,2017,10-14 years,10,308152
Alabama,01,2017,15-19 years,15,318535
Alabama,01,2017,20-24 years,20,329296
Alabama,01,2017,25-29 years,25,338904
Alabama,01,2017,30-34 years,30,302483
Alabama,01,2017,35-39 years,35,302384
Alabama,01,2017,40-44 years,40,289396
Alabama,01,2017,45-49 years,45,313576
Alabama,01,2017,50-54 years,50,322933
Alabama,01,2017,55-59 years,55,337496
Alabama,01,2017,60-64 years,60,313427
Alabama,01,2017,65-69 years,65,268940
Alabama,01,2017,70-74 years,70,208548
Alabama,01,2017,75-79 years,75,143258
Alabama,01,2017,80-84 years,80,95215
Alabama,01,2017,85+ years,85,89305
Alabama,01,2018,< 1 year,0,58246
Alabama,01,2018,1-4 years,1,237274
Alabama,01,2018,5-9 years,5,298235
Alabama,01,2018,10-14 years,10,310445
Alabama,01,2018,15-19 years,15,316229
Alabama,01,2018,20-24 years,20,325400
Alabama,01,2018,25-29 years,25,340605
Alabama,01,2018,30-34 years,30,303982
Alabama,01,2018,35-39 years,35,304008
Alabama,01,2018,40-44 years,40,287921
Alabama,01,2018,45-49 years,45,312737
Alabama,01,2018,50-54 years,50,314503
Alabama,01,2018,55-59 years,55,336687
Alabama,01,2018,60-64 years,60,318376
Alabama,01,2018,65-69 years,65,270942
Alabama,01,2018,70-74 years,70,216619
Alabama,01,2018,75-79 years,75,150538
Alabama,01,2018,80-84 years,80,98221
Alabama,01,2018,85+ years,85,90660
Alabama,01,2019,< 1 year,0,56807
Alabama,01,2019,1-4 years,1,237467
Alabama,01,2019,5-9 years,5,298242
Alabama,01,2019,10-14 years,10,310695
Alabama,01,2019,15-19 years,15,313884
Alabama,01,2019,20-24 years,20,322396
Alabama,01,2019,25-29 years,25,338597
Alabama,01,2019,30-34 years,30,309922
Alabama,01,2019,35-39 years,35,304435
Alabama,01,2019,40-44 years,40,289340
Alabama,01,2019,45-49 years,45,309098
Alabama,01,2019,50-54 years,50,307754
Alabama,01,2019,55-59 years,55,336455
Alabama,01,2019,60-64 years,60,321353
Alabama,01,2019,65-69 years,65,275993
Alabama,01,2019,70-74 years,70,226442
Alabama,01,2019,75-79 years,75,155951
Alabama,01,2019,80-84 years,80,101107
Alabama,01,2019,85+ years,85,92027
Alabama,01,2020,< 1 year,0,56246
Alabama,01,2020,1-4 years,1,235674
Alabama,01,2020,5-9 years,5,299404
Alabama,01,2020,10-14 years,10,310210
Alabama,01,2020,15-19 years,15,310127
Alabama,01,2020,20-24 years,20,323264
Alabama,01,2020,25-29 years,25,331899
Alabama,01,2020,30-34 years,30,318647
Alabama,01,2020,35-39 years,35,302872
Alabama,01,2020,40-44 years,40,293490
Alabama,01,2020,45-49 years,45,302481
Alabama,01,2020,50-54 years,50,305693
Alabama,01,2020,55-59 years,55,332661
Alabama,01,2020,60-64 years,60,324620
Alabama,01,2020,65-69 years,65,281928
Alabama,01,2020,70-74 years,70,235789
Alabama,01,2020,75-79 years,75,160349
Alabama,01,2020,80-84 years,80,103319
Alabama,01,2020,85+ years,85,92859
Alaska,02,1999,< 1 year,0,9265
Alaska,02,1999,1-4 years,1,38671
Alaska,02,1999,5-9 years,5,55181
Alaska,02,1999,10-14 years,10,55877
Alaska,02,1999,15-19 years,15,49732
Alaska,02,1999,20-24 years,20,39451
Alaska,02,1999,25-29 years,25,41687
Alaska,02,1999,30-34 years,30,48329
Alaska,02,1999,35-39 years,35,57719
Alaska,02,1999,40-44 years,40,59162
Alaska,02,1999,45-49 years,45,52540
Alaska,02,1999,50-54 years,50,39580
Alaska,02,1999,55-59 years,55,26381
Alaska,02,1999,60-64 years,60,16960
Alaska,02,1999,65-69 years,65,12219
Alaska,02,1999,70-74 years,70,9512
Alaska,02,1999,75-79 years,75,6525
Alaska,02,1999,80-84 years,80,3527
Alaska,02,1999,85+ years,85,2461
Alaska,02,2000,< 1 year,0,9445
Alaska,02,2000,1-4 years,1,38083
Alaska,02,2000,5-9 years,5,53439
Alaska,02,2000,10-14 years,10,56861
Alaska,02,2000,15-19 years,15,50226
Alaska,02,2000,20-24 years,20,40231
Alaska,02,2000,25-29 years,25,42571
Alaska,02,2000,30-34 years,30,46337
Alaska,02,2000,35-39 years,35,55520
Alaska,02,2000,40-44 years,40,58471
Alaska,02,2000,45-49 years,45,53812
Alaska,02,2000,50-54 years,50,41834
Alaska,02,2000,55-59 years,55,27607
Alaska,02,2000,60-64 years,60,17420
Alaska,02,2000,65-69 years,65,12753
Alaska,02,2000,70-74 years,70,9982
Alaska,02,2000,75-79 years,75,6944
Alaska,02,2000,80-84 years,80,3761
Alaska,02,2000,85+ years,85,2666
Alaska,02,2001,< 1 year,0,9826
Alaska,02,2001,1-4 years,1,37350
Alaska,02,2001,5-9 years,5,51312
Alaska,02,2001,10-14 years,10,57077
Alaska,02,2001,15-19 years,15,52378
Alaska,02,2001,20-24 years,20,42602
Alaska,02,2001,25-29 years,25,41148
Alaska,02,2001,30-34 years,30,46006
Alaska,02,2001,35-39 years,35,52983
Alaska,02,2001,40-44 years,40,58021
Alaska,02,2001,45-49 years,45,55123
Alaska,02,2001,50-54 years,50,44830
Alaska,02,2001,55-59 years,55,28949
Alaska,02,2001,60-64 years,60,18694
Alaska,02,2001,65-69 years,65,13037
Alaska,02,2001,70-74 years,70,10301
Alaska,02,2001,75-79 years,75,7212
Alaska,02,2001,80-84 years,80,4026
Alaska,02,2001,85+ years,85,2839
Alaska,02,2002,< 1 year,0,9695
Alaska,02,2002,1-4 years,1,37742
Alaska,02,2002,5-9 years,5,49946
Alaska,02,2002,10-14 years,10,57449
Alaska,02,2002,15-19 years,15,53653
Alaska,02,2002,20-24 years,20,45284
Alaska,02,2002,25-29 years,25,41155
Alaska,02,2002,30-34 years,30,45497
Alaska,02,2002,35-39 years,35,50767
Alaska,02,2002,40-44 years,40,57009
Alaska,02,2002,45-49 years,45,56694
Alaska,02,2002,50-54 years,50,46150
Alaska,02,2002,55-59 years,55,32190
Alaska,02,2002,60-64 years,60,20238
Alaska,02,2002,65-69 years,65,13659
Alaska,02,2002,70-74 years,70,10456
Alaska,02,2002,75-79 years,75,7443
Alaska,02,2002,80-84 years,80,4325
Alaska,02,2002,85+ years,85,2985
Alaska,02,2003,< 1 year,0,9830
Alaska,02,2003,1-4 years,1,37780
Alaska,02,2003,5-9 years,5,48745
Alaska,02,2003,10-14 years,10,56932
Alaska,02,2003,15-19 years,15,54076
Alaska,02,2003,20-24 years,20,47733
Alaska,02,2003,25-29 years,25,41414
Alaska,02,2003,30-34 years,30,44958
Alaska,02,2003,35-39 years,35,48476
Alaska,02,2003,40-44 years,40,55925
Alaska,02,2003,45-49 years,45,57305
Alaska,02,2003,50-54 years,50,48563
Alaska,02,2003,55-59 years,55,34181
Alaska,02,2003,60-64 years,60,22087
Alaska,02,2003,65-69 years,65,14287
Alaska,02,2003,70-74 years,70,10744
Alaska,02,2003,75-79 years,75,7573
Alaska,02,2003,80-84 years,80,4641
Alaska,02,2003,85+ years,85,3164
Alaska,02,2004,< 1 year,0,9959
Alaska,02,2004,1-4 years,1,38298
Alaska,02,2004,5-9 years,5,48026
Alaska,02,2004,10-14 years,10,56422
Alaska,02,2004,15-19 years,15,54612
Alaska,02,2004,20-24 years,20,50900
Alaska,02,2004,25-29 years,25,42769
Alaska,02,2004,30-34 years,30,44478
Alaska,02,2004,35-39 years,35,47010
Alaska,02,2004,40-44 years,40,55607
Alaska,02,2004,45-49 years,45,57556
Alaska,02,2004,50-54 years,50,50513
Alaska,02,2004,55-59 years,55,37026
Alaska,02,2004,60-64 years,60,23962
Alaska,02,2004,65-69 years,65,14904
Alaska,02,2004,70-74 years,70,11045
Alaska,02,2004,75-79 years,75,7935
Alaska,02,2004,80-84 years,80,4946
Alaska,02,2004,85+ years,85,3318
Alaska,02,2005,< 1 year,0,10197
Alaska,02,2005,1-4 years,1,38732
Alaska,02,2005,5-9 years,5,47441
Alaska,02,2005,10-14 years,10,54644
Alaska,02,2005,15-19 years,15,54764
Alaska,02,2005,20-24 years,20,53117
Alaska,02,2005,25-29 years,25,44419
Alaska,02,2005,30-34 years,30,43739
Alaska,02,2005,35-39 years,35,46466
Alaska,02,2005,40-44 years,40,54129
Alaska,02,2005,45-49 years,45,57484
Alaska,02,2005,50-54 years,50,52362
Alaska,02,2005,55-59 years,55,39951
Alaska,02,2005,60-64 years,60,25556
Alaska,02,2005,65-69 years,65,15605
Alaska,02,2005,70-74 years,70,11220
Alaska,02,2005,75-79 years,75,8370
Alaska,02,2005,80-84 years,80,5137
Alaska,02,2005,85+ years,85,3613
Alaska,02,2006,< 1 year,0,10215
Alaska,02,2006,1-4 years,1,39226
Alaska,02,2006,5-9 years,5,48063
Alaska,02,2006,10-14 years,10,53244
Alaska,02,2006,15-19 years,15,55120
Alaska,02,2006,20-24 years,20,54081
Alaska,02,2006,25-29 years,25,46419
Alaska,02,2006,30-34 years,30,43369
Alaska,02,2006,35-39 years,35,46633
Alaska,02,2006,40-44 years,40,52049
Alaska,02,2006,45-49 years,45,57566
Alaska,02,2006,50-54 years,50,53964
Alaska,02,2006,55-59 years,55,42996
Alaska,02,2006,60-64 years,60,26757
Alaska,02,2006,65-69 years,65,16669
Alaska,02,2006,70-74 years,70,11321
Alaska,02,2006,75-79 years,75,8526
Alaska,02,2006,80-84 years,80,5214
Alaska,02,2006,85+ years,85,3870
Alaska,02,2007,< 1 year,0,10650
Alaska,02,2007,1-4 years,1,39569
Alaska,02,2007,5-9 years,5,48030
Alaska,02,2007,10-14 years,10,51675
Alaska,02,2007,15-19 years,15,54721
Alaska,02,2007,20-24 years,20,54082
Alaska,02,2007,25-29 years,25,48712
Alaska,02,2007,30-34 years,30,43446
Alaska,02,2007,35-39 years,35,46472
Alaska,02,2007,40-44 years,40,49982
Alaska,02,2007,45-49 years,45,56561
Alaska,02,2007,50-54 years,50,55115
Alaska,02,2007,55-59 years,55,44050
Alaska,02,2007,60-64 years,60,29629
Alaska,02,2007,65-69 years,65,18006
Alaska,02,2007,70-74 years,70,11697
Alaska,02,2007,75-79 years,75,8515
Alaska,02,2007,80-84 years,80,5383
Alaska,02,2007,85+ years,85,4005
Alaska,02,2008,< 1 year,0,10815
Alaska,02,2008,1-4 years,1,40304
Alaska,02,2008,5-9 years,5,48232
Alaska,02,2008,10-14 years,10,50783
Alaska,02,2008,15-19 years,15,53905
Alaska,02,2008,20-24 years,20,54291
Alaska,02,2008,25-29 years,25,51241
Alaska,02,2008,30-34 years,30,44137
Alaska,02,2008,35-39 years,35,46213
Alaska,02,2008,40-44 years,40,48082
Alaska,02,2008,45-49 years,45,55716
Alaska,02,2008,50-54 years,50,55447
Alaska,02,2008,55-59 years,55,46586
Alaska,02,2008,60-64 years,60,31381
Alaska,02,2008,65-69 years,65,19549
Alaska,02,2008,70-74 years,70,12249
Alaska,02,2008,75-79 years,75,8726
Alaska,02,2008,80-84 years,80,5513
Alaska,02,2008,85+ years,85,4285
Alaska,02,2009,< 1 year,0,11076
Alaska,02,2009,1-4 years,1,42046
Alaska,02,2009,5-9 years,5,50070
Alaska,02,2009,10-14 years,10,50847
Alaska,02,2009,15-19 years,15,53319
Alaska,02,2009,20-24 years,20,52242
Alaska,02,2009,25-29 years,25,52695
Alaska,02,2009,30-34 years,30,45643
Alaska,02,2009,35-39 years,35,45566
Alaska,02,2009,40-44 years,40,47119
Alaska,02,2009,45-49 years,45,55898
Alaska,02,2009,50-54 years,50,56420
Alaska,02,2009,55-59 years,55,48807
Alaska,02,2009,60-64 years,60,34268
Alaska,02,2009,65-69 years,65,21053
Alaska,02,2009,70-74 years,70,12706
Alaska,02,2009,75-79 years,75,8858
Alaska,02,2009,80-84 years,80,5754
Alaska,02,2009,85+ years,85,4508
Alaska,02,2010,< 1 year,0,11050
Alaska,02,2010,1-4 years,1,43371
Alaska,02,2010,5-9 years,5,51071
Alaska,02,2010,10-14 years,10,50924
Alaska,02,2010,15-19 years,15,51993
Alaska,02,2010,20-24 years,20,54977
Alaska,02,2010,25-29 years,25,56136
Alaska,02,2010,30-34 years,30,48338
Alaska,02,2010,35-39 years,35,45772
Alaska,02,2010,40-44 years,40,47254
Alaska,02,2010,45-49 years,45,54387
Alaska,02,2010,50-54 years,50,56346
Alaska,02,2010,55-59 years,55,50292
Alaska,02,2010,60-64 years,60,36497
Alaska,02,2010,65-69 years,65,22461
Alaska,02,2010,70-74 years,70,13374
Alaska,02,2010,75-79 years,75,8928
Alaska,02,2010,80-84 years,80,6046
Alaska,02,2010,85+ years,85,4765
Alaska,02,2011,< 1 year,0,11715
Alaska,02,2011,1-4 years,1,43663
Alaska,02,2011,5-9 years,5,51374
Alaska,02,2011,10-14 years,10,50871
Alaska,02,2011,15-19 years,15,50794
Alaska,02,2011,20-24 years,20,56375
Alaska,02,2011,25-29 years,25,57854
Alaska,02,2011,30-34 years,30,50261
Alaska,02,2011,35-39 years,35,44736
Alaska,02,2011,40-44 years,40,47367
Alaska,02,2011,45-49 years,45,52458
Alaska,02,2011,50-54 years,50,56267
Alaska,02,2011,55-59 years,55,51366
Alaska,02,2011,60-64 years,60,39027
Alaska,02,2011,65-69 years,65,23508
Alaska,02,2011,70-74 years,70,14322
Alaska,02,2011,75-79 years,75,9191
Alaska,02,2011,80-84 years,80,6241
Alaska,02,2011,85+ years,85,4959
Alaska,02,2012,< 1 year,0,11108
Alaska,02,2012,1-4 years,1,44107
